,south_male,south_female,tuple,average_male,average_female,female-male
0,0.38543254,0.30405623,"('unsociable', 'sociable')",0.3854325,0.3040562,-0.0813763
1,1.40298,1.3468597,"('unfriendly', 'friendly')",1.40298,1.3468597,-0.0561203
2,0.16873197,0.24561188,"('unlikable', 'likable')",0.168732,0.2456119,0.0768799
3,0.8431756,1.0077049,"('repellent', 'pleasant')",0.8431756,1.0077049,0.1645293
4,-6.9823127,-7.276313,"('disliked', 'liked')",-6.9823127,-7.2763128,-0.2940001
5,-0.62174726,-0.511591,"('distant', 'outgoing')",-0.6217473,-0.511591,0.1101563
6,-0.25730607,-0.20031531,"('distant', 'open')",-0.2573061,-0.2003153,0.0569908
7,1.4670676,1.4252942,"('insensitive', 'sensitive')",1.4670676,1.4252942,-0.0417734
8,1.0808834,1.0239826,"('unaffectionate', 'affectionate')",1.0808834,1.0239826,-0.0569008
9,1.5405087,1.6497216,"('unaffectionate', 'caring')",1.5405087,1.6497216,0.1092129
10,1.0383781,1.1012414,"('unsympathetic', 'sympathetic')",1.0383781,1.1012414,0.0628633
11,1.9683615,2.1396203,"('unhelpful', 'helpful')",1.9683615,2.1396203,0.1712588
12,-1.2545179,-1.2112207,"('unsupportive', 'supportive')",-1.2545179,-1.2112207,0.0432972
13,-0.0045634806,0.10475332,"('impolite', 'polite')",-0.0045635,0.1047533,0.1093168
14,0.2586945,0.16777581,"('antisocial', 'social')",0.2586945,0.1677758,-0.0909187
15,0.707076,0.5880307,"('boring', 'funny')",0.707076,0.5880307,-0.1190453
16,-0.6936278,-0.66077906,"('unpopular', 'popular')",-0.6936278,-0.6607791,0.0328487
17,-0.283016,-0.20368776,"('nasty', 'nice')",-0.283016,-0.2036878,0.0793282
18,-0.37610844,-0.3250895,"('disagreeable', 'welcoming')",-0.3761084,-0.3250895,0.0510189
19,-0.31054154,-0.24097236,"('inhospitable', 'hospitable')",-0.3105415,-0.2409724,0.0695691
20,0.51596797,0.3916468,"('rough', 'thoughtful')",0.515968,0.3916468,-0.1243212
21,0.1997381,0.4292342,"('immoral', 'moral')",0.1997381,0.4292342,0.2294961
22,-0.41854045,-0.35506678,"('untrustworthy', 'trustworthy')",-0.4185404,-0.3550668,0.0634736
23,6.3432236,6.6457605,"('insincere', 'sincere')",6.3432236,6.6457605,0.3025369
24,1.6304308,1.7498845,"('dishonest', 'honest')",1.6304308,1.7498845,0.1194537
25,1.0446845,1.0180341,"('egoistic', 'altruistic')",1.0446845,1.0180341,-0.0266504
26,0.9991123,0.53003716,"('hardhearted', 'benevolent')",0.9991123,0.5300372,-0.4690751
27,1.8742559,1.7716156,"('hardhearted', 'softhearted')",1.8742559,1.7716156,-0.1026403
28,0.98837143,0.9602275,"('disloyal', 'loyal')",0.9883714,0.9602275,-0.0281439
29,-1.0967573,-1.2280847,"('unfair', 'fair')",-1.0967573,-1.2280847,-0.1313274
30,0.86523163,1.0256797,"('intolerant', 'tolerant')",0.8652316,1.0256797,0.1604481
31,-1.8523164,-1.9296769,"('evil', 'good')",-1.8523164,-1.9296769,-0.0773605
32,1.1240488,0.97983634,"('unkind', 'kind')",1.1240488,0.9798363,-0.1442125
33,-0.10480569,-0.121424936,"('wrong', 'right')",-0.1048057,-0.1214249,-0.0166192
34,4.455733,4.949986,"('mean', 'honorable')",4.4557328,4.949986,0.4942532
35,-1.2714943,-1.5807592,"('corrupt', 'incorrupt')",-1.2714943,-1.5807592,-0.3092649
36,-1.1342462,-1.2836885,"('hostile', 'amicable')",-1.1342462,-1.2836885,-0.1494423
37,1.2477847,1.2226906,"('fake', 'genuine')",1.2477847,1.2226906,-0.0250941
38,0.10182054,0.15580213,"('untruthful', 'truthful')",0.1018205,0.1558021,0.0539816
39,0.026096415,0.113086395,"('exploitative', 'cooperative')",0.0260964,0.1130864,0.08699
40,-1.4072965,-1.4752842,"('stingy', 'generous')",-1.4072965,-1.4752842,-0.0679877
41,0.28077978,0.1073122,"('unforgiving', 'forgiving')",0.2807798,0.1073122,-0.1734676
42,-2.4501271,-2.3248272,"('unreliable', 'reliable')",-2.4501271,-2.3248272,0.1252999
43,1.1758485,1.3007791,"('irresponsible', 'responsible')",1.1758485,1.3007791,0.1249306
44,-1.5189284,-1.6114278,"('prejudiced', 'unprejudiced')",-1.5189284,-1.6114278,-0.0924994
45,0.5291712,0.38829836,"('incompetent', 'competent')",0.5291712,0.3882984,-0.1408728
46,-0.37167728,-0.3514407,"('uncompetitive', 'competitive')",-0.3716773,-0.3514407,0.0202366
47,4.8373866,5.1087165,"('stupid', 'smart')",4.8373866,5.1087165,0.2713299
48,0.60477,0.71792597,"('unintelligent', 'intelligent')",0.60477,0.717926,0.113156
49,-0.21637893,0.04657946,"('unable', 'able')",-0.2163789,0.0465795,0.2629584
50,-0.7049697,-0.6477601,"('clumsy', 'skillful')",-0.7049697,-0.6477601,0.0572096
51,0.7233948,0.7881386,"('uneducated', 'educated')",0.7233948,0.7881386,0.0647438
52,-0.49257186,-0.5877605,"('irrational', 'rational')",-0.4925719,-0.5877605,-0.0951886
53,-0.11900661,-0.19368435,"('uncreative', 'creative')",-0.1190066,-0.1936844,-0.0746778
54,0.9184145,1.0439295,"('incapable', 'capable')",0.9184145,1.0439295,0.125515
55,1.1029127,1.241916,"('incompetent', 'clever')",1.1029127,1.2419159,0.1390032
56,0.60149103,0.72150606,"('impractical', 'practical')",0.601491,0.7215061,0.1200151
57,-1.9527217,-2.2181807,"('unimaginative', 'imaginative')",-1.9527217,-2.2181807,-0.265459
58,0.38505048,0.3165015,"('undiscriminating', 'discriminating')",0.3850505,0.3165015,-0.068549
59,-0.57262135,-0.5994359,"('foolish', 'wise')",-0.5726213,-0.5994359,-0.0268146
60,0.59893644,0.90608674,"('inefficient', 'efficient')",0.5989364,0.9060867,0.3071503
61,0.5122468,0.4507742,"('illogical', 'logical')",0.5122468,0.4507742,-0.0614726
62,1.1283998,1.36811,"('incompetent', 'brilliant')",1.1283998,1.3681099,0.2397101
63,0.77657485,0.86289334,"('unperceptive', 'insightful')",0.7765749,0.8628933,0.0863184
64,-6.3112736,-6.2368593,"('shy', 'confident')",-6.3112736,-6.2368593,0.0744143
65,-0.15382051,0.07427827,"('insecure', 'secure')",-0.1538205,0.0742783,0.2280988
66,-0.11753744,-0.37450376,"('inactive', 'active')",-0.1175374,-0.3745038,-0.2569664
67,-0.40666187,-0.40984446,"('doubtful', 'determined')",-0.4066619,-0.4098445,-0.0031826
68,-0.67873204,-0.45389828,"('dependent', 'independent')",-0.678732,-0.4538983,0.2248337
69,-2.0675282,-2.1628983,"('lazy', 'industrious')",-2.0675282,-2.1628983,-0.0953701
70,1.443648,1.4770303,"('lethargic', 'energetic')",1.443648,1.4770303,0.0333823
71,-0.015829729,0.031851485,"('diffident', 'self-confident')",-0.0158297,0.0318515,0.0476812
72,0.6996144,0.83226544,"('unambitious', 'ambitious')",0.6996144,0.8322654,0.132651
73,-2.8336172,-2.741427,"('helpless', 'self-reliant')",-2.8336172,-2.7414269,0.0921903
74,0.49901664,0.3098699,"('undedicated', 'dedicated')",0.4990166,0.3098699,-0.1891467
75,-1.3617822,-1.3807713,"('meek', 'impulsive')",-1.3617822,-1.3807713,-0.0189891
76,0.68009603,0.6898003,"('anxious', 'daring')",0.680096,0.6898003,0.0097043
77,-1.3147173,-1.0773382,"('unmotivated', 'motivated')",-1.3147173,-1.0773382,0.2373791
78,-0.6053154,-0.62921345,"('nonresilient', 'resilient')",-0.6053154,-0.6292135,-0.0238981
79,-0.54888517,-0.6061817,"('wavering', 'unwavering')",-0.5488852,-0.6061817,-0.0572965
80,0.4819414,0.32290655,"('dominated', 'dominating')",0.4819414,0.3229066,-0.1590348
81,0.07369436,0.2152806,"('submissive', 'aggressive')",0.0736944,0.2152806,0.1415862
82,5.548751,5.8288016,"('poor', 'rich')",5.5487509,5.8288016,0.2800507
83,-0.7476041,-0.6511044,"('powerless', 'powerful')",-0.7476041,-0.6511044,0.0964997
84,-0.3171016,-0.16998306,"('inferior', 'superior')",-0.3171016,-0.1699831,0.1471185
85,-1.1641808,-1.287865,"('insignificant', 'prestigious')",-1.1641808,-1.287865,-0.1236842
86,1.3533401,1.297316,"('uninfluential', 'influential')",1.3533401,1.297316,-0.0560241
87,0.5614127,0.54673135,"('unsuccessful', 'successful')",0.5614127,0.5467314,-0.0146813
88,0.16727857,0.15879503,"('low', 'eminent')",0.1672786,0.158795,-0.0084836
