,pea_male,pea_female,tuple,average_male,average_female,female-male
0,-0.16927001,-0.20998348,"('unsociable', 'sociable')",-0.16927,-0.2099835,-0.0407135
1,1.0495143,0.9873849,"('unfriendly', 'friendly')",1.0495143,0.9873849,-0.0621294
2,0.029592227,0.1434392,"('unlikable', 'likable')",0.0295922,0.1434392,0.113847
3,0.7469965,0.80264616,"('repellent', 'pleasant')",0.7469965,0.8026462,0.0556497
4,-7.184725,-7.240422,"('disliked', 'liked')",-7.1847248,-7.2404218,-0.055697
5,-0.49607643,-0.46757162,"('distant', 'outgoing')",-0.4960764,-0.4675716,0.0285048
6,0.10489231,0.0666313,"('distant', 'open')",0.1048923,0.0666313,-0.038261
7,0.81159407,0.8288908,"('insensitive', 'sensitive')",0.8115941,0.8288908,0.0172967
8,0.8488963,0.7787766,"('unaffectionate', 'affectionate')",0.8488963,0.7787766,-0.0701197
9,1.2454371,1.2410066,"('unaffectionate', 'caring')",1.2454371,1.2410066,-0.0044305
10,1.1140741,1.0950912,"('unsympathetic', 'sympathetic')",1.1140741,1.0950912,-0.0189829
11,1.4711078,1.4361875,"('unhelpful', 'helpful')",1.4711078,1.4361875,-0.0349203
12,-1.7558053,-1.7789884,"('unsupportive', 'supportive')",-1.7558053,-1.7789884,-0.0231831
13,-0.04963756,-0.08612023,"('impolite', 'polite')",-0.0496376,-0.0861202,-0.0364826
14,0.20807445,0.15025309,"('antisocial', 'social')",0.2080745,0.1502531,-0.0578214
15,0.1499776,0.06846194,"('boring', 'funny')",0.1499776,0.0684619,-0.0815157
16,-0.5484324,-0.43894434,"('unpopular', 'popular')",-0.5484324,-0.4389443,0.1094881
17,-0.4430816,-0.31459376,"('nasty', 'nice')",-0.4430816,-0.3145938,0.1284878
18,-0.10111695,-0.16899478,"('disagreeable', 'welcoming')",-0.1011169,-0.1689948,-0.0678779
19,-0.68109226,-0.6694772,"('inhospitable', 'hospitable')",-0.6810923,-0.6694772,0.0116151
20,1.0051078,0.9243441,"('rough', 'thoughtful')",1.0051078,0.9243441,-0.0807637
21,-0.25004405,-0.20041677,"('immoral', 'moral')",-0.250044,-0.2004168,0.0496272
22,-0.32108086,-0.361537,"('untrustworthy', 'trustworthy')",-0.3210809,-0.361537,-0.0404561
23,6.1794424,6.135806,"('insincere', 'sincere')",6.1794424,6.1358061,-0.0436363
24,1.5453591,1.4001563,"('dishonest', 'honest')",1.5453591,1.4001563,-0.1452028
25,0.75894934,0.72845525,"('egoistic', 'altruistic')",0.7589493,0.7284552,-0.0304941
26,0.7847378,0.7118181,"('hardhearted', 'benevolent')",0.7847378,0.7118181,-0.0729197
