,hess_male,hess_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,1.1468403,0.68820745,"('unsociable', 'sociable')",-0.16784,-0.34139913,0.4895002,0.1734042,-0.316096
1,-0.30763614,-0.23287493,"('unfriendly', 'friendly')",0.7594969,0.69983125,0.2259304,0.2334782,0.0075478
2,1.0686945,0.99447733,"('unlikable', 'likable')",0.38247764,0.3310066,0.7255861,0.662742,-0.0628441
3,0.44458798,0.45032075,"('repellent', 'pleasant')",0.67995644,0.7077144,0.5622722,0.5790176,0.0167454
4,-0.9595011,-0.715138,"('disliked', 'liked')",-6.193367,-6.2717094,-3.5764341,-3.4934237,0.0830104
5,-1.1002638,-1.0385952,"('distant', 'outgoing')",-0.5549041,-0.496237,-0.827584,-0.7674161,0.0601679
6,-1.0929952,-0.9428198,"('distant', 'open')",-0.8740633,-0.7794513,-0.9835292,-0.8611355,0.1223937
7,1.3528724,1.3609443,"('insensitive', 'sensitive')",0.1894472,0.20247939,0.7711598,0.7817118,0.010552
8,-0.58503234,-0.4776718,"('unaffectionate', 'affectionate')",-0.097122714,-0.15010983,-0.3410775,-0.3138908,0.0271867
9,0.27864045,0.37419602,"('unaffectionate', 'caring')",0.46292257,0.47784683,0.3707815,0.4260214,0.0552399
10,0.6162477,0.19277741,"('unsympathetic', 'sympathetic')",-0.57712996,-0.7012577,0.0195589,-0.2542402,-0.2737991
11,0.5908458,0.42367926,"('unhelpful', 'helpful')",1.9513067,1.9232489,1.2710762,1.1734641,-0.0976121
12,0.66532034,0.6544937,"('unsupportive', 'supportive')",-1.9360904,-1.9801328,-0.635385,-0.6628196,-0.0274346
13,0.29038918,-0.004786644,"('impolite', 'polite')",-0.73565394,-0.77827114,-0.2226324,-0.3915289,-0.1688965
14,1.8529503,1.4761811,"('antisocial', 'social')",0.2443735,0.12287389,1.0486619,0.7995275,-0.2491344
15,-0.11552351,-0.24726957,"('boring', 'funny')",-0.025551882,-0.06197415,-0.0705377,-0.1546219,-0.0840842
16,-1.4667522,-1.2826818,"('unpopular', 'popular')",0.6041487,0.6661135,-0.4313017,-0.3082842,0.1230175
