,fighter_male,fighter_female,tuple,average_male,average_female,female-male
0,0.28275642,0.16722137,"('unsociable', 'sociable')",0.2827564,0.1672214,-0.115535
1,1.6196957,1.7199075,"('unfriendly', 'friendly')",1.6196957,1.7199075,0.1002118
2,0.15916948,0.31640908,"('unlikable', 'likable')",0.1591695,0.3164091,0.1572396
3,0.92022,1.0641991,"('repellent', 'pleasant')",0.92022,1.0641991,0.1439791
4,-7.203376,-7.2219715,"('disliked', 'liked')",-7.2033758,-7.2219715,-0.0185957
5,-0.2682649,-0.06749666,"('distant', 'outgoing')",-0.2682649,-0.0674967,0.2007682
6,0.021806095,0.21949407,"('distant', 'open')",0.0218061,0.2194941,0.197688
7,1.5065882,1.6051311,"('insensitive', 'sensitive')",1.5065882,1.6051311,0.0985429
8,1.1952418,1.2285806,"('unaffectionate', 'affectionate')",1.1952418,1.2285806,0.0333388
9,1.923132,2.1153128,"('unaffectionate', 'caring')",1.9231319,2.1153128,0.1921809
10,1.2264645,1.2507476,"('unsympathetic', 'sympathetic')",1.2264645,1.2507476,0.0242831
11,1.9758675,2.1361263,"('unhelpful', 'helpful')",1.9758675,2.1361263,0.1602588
12,-1.3338988,-1.1372504,"('unsupportive', 'supportive')",-1.3338988,-1.1372504,0.1966484
13,0.35984823,0.2753005,"('impolite', 'polite')",0.3598482,0.2753005,-0.0845477
14,0.23270902,0.05369267,"('antisocial', 'social')",0.232709,0.0536927,-0.1790163
15,0.5984344,0.5078185,"('boring', 'funny')",0.5984344,0.5078185,-0.0906159
16,-0.6212033,-0.5044987,"('unpopular', 'popular')",-0.6212033,-0.5044987,0.1167046
17,-0.4204679,-0.35051298,"('nasty', 'nice')",-0.4204679,-0.350513,0.0699549
18,-0.32901627,-0.24542595,"('disagreeable', 'welcoming')",-0.3290163,-0.245426,0.0835903
19,-0.57184714,-0.35416022,"('inhospitable', 'hospitable')",-0.5718471,-0.3541602,0.2176869
20,0.3977484,0.27897584,"('rough', 'thoughtful')",0.3977484,0.2789758,-0.1187726
21,0.13621579,0.26285866,"('immoral', 'moral')",0.1362158,0.2628587,0.1266429
22,-0.34781635,-0.26319227,"('untrustworthy', 'trustworthy')",-0.3478163,-0.2631923,0.084624
23,6.8122244,7.0217366,"('insincere', 'sincere')",6.8122244,7.0217366,0.2095122
24,1.733471,1.8715734,"('dishonest', 'honest')",1.733471,1.8715734,0.1381024
25,0.9107781,0.9051743,"('egoistic', 'altruistic')",0.9107781,0.9051743,-0.0056038
26,0.87287277,0.44102108,"('hardhearted', 'benevolent')",0.8728728,0.4410211,-0.4318517
27,1.5032055,1.4397694,"('hardhearted', 'softhearted')",1.5032055,1.4397694,-0.0634361
28,1.6162219,1.493521,"('disloyal', 'loyal')",1.6162219,1.493521,-0.1227009
29,-0.6144791,-0.6118641,"('unfair', 'fair')",-0.6144791,-0.6118641,0.002615
30,1.1098609,1.1034592,"('intolerant', 'tolerant')",1.1098609,1.1034592,-0.0064017
31,-1.3455508,-1.3154145,"('evil', 'good')",-1.3455508,-1.3154145,0.0301363
32,1.335497,1.2067515,"('unkind', 'kind')",1.335497,1.2067515,-0.1287455
33,0.042527437,0.119806804,"('wrong', 'right')",0.0425274,0.1198068,0.0772794
34,4.431471,4.838318,"('mean', 'honorable')",4.4314709,4.8383179,0.406847
35,-1.0787725,-1.1907121,"('corrupt', 'incorrupt')",-1.0787725,-1.1907121,-0.1119396
36,-1.0248529,-1.1005546,"('hostile', 'amicable')",-1.0248529,-1.1005546,-0.0757017
37,1.275649,1.2891665,"('fake', 'genuine')",1.275649,1.2891665,0.0135175
38,0.07044195,0.23813401,"('untruthful', 'truthful')",0.0704419,0.238134,0.1676921
39,0.39761567,0.29882032,"('exploitative', 'cooperative')",0.3976157,0.2988203,-0.0987954
40,-1.1060543,-1.045843,"('stingy', 'generous')",-1.1060543,-1.045843,0.0602113
41,0.10922849,-0.0841524,"('unforgiving', 'forgiving')",0.1092285,-0.0841524,-0.1933809
42,-2.618253,-2.4528081,"('unreliable', 'reliable')",-2.618253,-2.4528081,0.1654449
43,1.0966638,1.1646812,"('irresponsible', 'responsible')",1.0966638,1.1646812,0.0680174
44,-1.561107,-1.7361052,"('prejudiced', 'unprejudiced')",-1.561107,-1.7361052,-0.1749982
45,0.35113084,0.30712083,"('incompetent', 'competent')",0.3511308,0.3071208,-0.04401
46,-0.6154377,-0.57882375,"('uncompetitive', 'competitive')",-0.6154377,-0.5788237,0.036614
47,4.6883945,4.8328037,"('stupid', 'smart')",4.6883945,4.8328037,0.1444092
48,0.72544175,0.6619786,"('unintelligent', 'intelligent')",0.7254418,0.6619786,-0.0634632
49,0.192973,0.35552233,"('unable', 'able')",0.192973,0.3555223,0.1625493
50,-0.27081966,-0.1544566,"('clumsy', 'skillful')",-0.2708197,-0.1544566,0.1163631
51,1.1581129,1.0875059,"('uneducated', 'educated')",1.1581129,1.0875059,-0.070607
52,-0.13356897,-0.11392583,"('irrational', 'rational')",-0.133569,-0.1139258,0.0196432
53,0.014901298,0.028370747,"('uncreative', 'creative')",0.0149013,0.0283707,0.0134694
54,1.1886063,1.5140686,"('incapable', 'capable')",1.1886063,1.5140686,0.3254623
55,1.2449645,1.2690084,"('incompetent', 'clever')",1.2449645,1.2690084,0.0240439
56,0.6103606,0.6620769,"('impractical', 'practical')",0.6103606,0.6620769,0.0517163
57,-2.2885306,-2.3749378,"('unimaginative', 'imaginative')",-2.2885306,-2.3749378,-0.0864072
58,0.22441484,0.20833834,"('undiscriminating', 'discriminating')",0.2244148,0.2083383,-0.0160765
59,-0.13941422,-0.011331022,"('foolish', 'wise')",-0.1394142,-0.011331,0.1280832
60,0.7360155,0.7694716,"('inefficient', 'efficient')",0.7360155,0.7694716,0.0334561
61,0.3561541,0.25390467,"('illogical', 'logical')",0.3561541,0.2539047,-0.1022494
62,1.1281899,1.4413446,"('incompetent', 'brilliant')",1.1281899,1.4413446,0.3131547
63,0.41994637,0.6271742,"('unperceptive', 'insightful')",0.4199464,0.6271742,0.2072278
64,-6.242306,-6.1617875,"('shy', 'confident')",-6.2423062,-6.1617875,0.0805187
65,0.2122289,0.34202766,"('insecure', 'secure')",0.2122289,0.3420277,0.1297988
66,-0.40224972,-0.46931803,"('inactive', 'active')",-0.4022497,-0.469318,-0.0670683
67,-0.6500729,-0.7752198,"('doubtful', 'determined')",-0.6500729,-0.7752198,-0.1251469
68,-0.8165945,-0.6177935,"('dependent', 'independent')",-0.8165945,-0.6177935,0.198801
69,-1.8157395,-1.8283131,"('lazy', 'industrious')",-1.8157395,-1.8283131,-0.0125736
70,1.3114653,1.4067713,"('lethargic', 'energetic')",1.3114653,1.4067713,0.095306
71,0.44405004,0.53795475,"('diffident', 'self-confident')",0.44405,0.5379547,0.0939047
72,0.69360906,0.97760284,"('unambitious', 'ambitious')",0.6936091,0.9776028,0.2839937
73,-2.6554034,-2.290391,"('helpless', 'self-reliant')",-2.6554034,-2.290391,0.3650124
74,0.6059873,0.4278155,"('undedicated', 'dedicated')",0.6059873,0.4278155,-0.1781718
75,-1.3064277,-1.1470826,"('meek', 'impulsive')",-1.3064277,-1.1470826,0.1593451
76,0.6434739,0.5577143,"('anxious', 'daring')",0.6434739,0.5577143,-0.0857596
77,-1.2105503,-1.0615132,"('unmotivated', 'motivated')",-1.2105503,-1.0615132,0.1490371
78,-0.64834934,-0.65863574,"('nonresilient', 'resilient')",-0.6483493,-0.6586357,-0.0102864
79,-0.24429315,-0.23617978,"('wavering', 'unwavering')",-0.2442932,-0.2361798,0.0081134
80,0.2086436,0.14393516,"('dominated', 'dominating')",0.2086436,0.1439352,-0.0647084
81,0.121157676,0.050115258,"('submissive', 'aggressive')",0.1211577,0.0501153,-0.0710424
82,6.2327375,6.4528794,"('poor', 'rich')",6.2327375,6.4528794,0.2201419
83,-0.43121633,-0.41524976,"('powerless', 'powerful')",-0.4312163,-0.4152498,0.0159665
84,0.34504947,0.46565825,"('inferior', 'superior')",0.3450495,0.4656582,0.1206087
85,-0.9856332,-0.9894813,"('insignificant', 'prestigious')",-0.9856332,-0.9894813,-0.0038481
86,1.2223718,1.0386527,"('uninfluential', 'influential')",1.2223718,1.0386527,-0.1837191
87,0.35726818,0.6149779,"('unsuccessful', 'successful')",0.3572682,0.6149779,0.2577097
88,0.13283688,0.13161197,"('low', 'eminent')",0.1328369,0.131612,-0.0012249
