,linear_male,linear_female,tuple,technology_male,technology_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.2881785,-0.32033437,"('unsociable', 'sociable')",-0.24342743,-0.24860594,-0.07101642,-0.14702284,-0.2008741,-0.2386544,-0.0377803
1,-0.84447634,-0.8739754,"('unfriendly', 'friendly')",-0.7881064,-0.93996584,1.0959805,0.98392636,-0.1788674,-0.2766716,-0.0978042
2,-0.62016904,-0.5632483,"('unlikable', 'likable')",0.20880604,0.23892108,0.63180465,0.54118115,0.0734805,0.0722846,-0.0011959
3,0.05574386,0.13102557,"('repellent', 'pleasant')",0.3256646,0.4138812,1.1891524,1.1572678,0.5235203,0.5673916,0.0438713
4,-1.0478615,-1.1339327,"('disliked', 'liked')",-0.34663668,-0.4268185,-7.188461,-7.4633336,-2.8609864,-3.0080283,-0.1470419
5,-1.3002093,-1.3180068,"('distant', 'outgoing')",-1.40623,-1.4798579,-1.1524906,-1.2333373,-1.28631,-1.3437339,-0.0574239
6,-1.8949795,-1.89711,"('distant', 'open')",-1.8296894,-1.9184104,-0.851929,-0.8985605,-1.5255327,-1.5713603,-0.0458276
7,1.0094806,0.9755051,"('insensitive', 'sensitive')",-0.027910268,0.057354964,0.4915963,0.4804865,0.4910555,0.5044489,0.0133934
8,-0.82974267,-0.8390502,"('unaffectionate', 'affectionate')",-0.39058024,-0.50255996,0.4686974,0.42145255,-0.2505418,-0.3067192,-0.0561774
9,0.2801255,0.2695644,"('unaffectionate', 'caring')",-0.8692465,-0.96842295,0.8843199,0.88280696,0.0983996,0.0613161,-0.0370835
10,0.4577121,0.4094295,"('unsympathetic', 'sympathetic')",-0.6639552,-0.58344734,-0.40319675,-0.28899804,-0.2031466,-0.1543386,0.048808
11,0.41608068,0.4231151,"('unhelpful', 'helpful')",0.4751913,0.5298441,1.6198424,1.673384,0.8370381,0.8754478,0.0384097
12,0.00933326,0.03914201,"('unsupportive', 'supportive')",-0.055641495,0.04039529,-2.271806,-2.322452,-0.7727048,-0.7476382,0.0250666
13,-0.49236244,-0.5121993,"('impolite', 'polite')",-0.22922534,-0.15741467,-0.7427705,-0.6871445,-0.4881194,-0.4522528,0.0358666
14,1.0296361,1.0131085,"('antisocial', 'social')",1.6914707,1.7359093,0.32706395,0.21869977,1.016057,0.9892391,-0.0268179
15,0.68823344,0.5860851,"('boring', 'funny')",-0.36724535,-0.49782288,-0.13318484,-0.2466779,0.0626011,-0.0528052,-0.1154063
16,-1.4152076,-1.4880879,"('unpopular', 'popular')",-0.38062248,-0.49030483,0.31779736,0.19625086,-0.4926776,-0.5940473,-0.1013697
17,-0.7688544,-0.7682399,"('nasty', 'nice')",-0.4978448,-0.48247007,-0.43382522,-0.41356915,-0.5668415,-0.5547597,0.0120818
18,-1.0534295,-1.0258138,"('disagreeable', 'welcoming')",0.02618827,0.038820773,-0.52731085,-0.6199976,-0.518184,-0.5356636,-0.0174796
19,-1.3723152,-1.3921362,"('inhospitable', 'hospitable')",-1.2105002,-1.2868356,-0.9486859,-0.9364462,-1.1771671,-1.2051393,-0.0279722
20,1.3193206,1.3559022,"('rough', 'thoughtful')",1.6597065,1.6893909,0.7692902,0.7138238,1.2494391,1.253039,0.0035999
21,0.47114116,0.38748622,"('immoral', 'moral')",1.0096607,1.0579207,-0.3964784,-0.2987286,0.3614411,0.3822261,0.020785
22,-0.6819904,-0.6910453,"('untrustworthy', 'trustworthy')",-0.3219915,-0.32955015,-0.72231764,-0.77611023,-0.5754332,-0.5989019,-0.0234687
23,0.86711264,0.8179539,"('insincere', 'sincere')",-0.85116816,-0.8472129,6.0692143,6.109341,2.0283863,2.026694,-0.0016923
24,0.0784531,0.0951814,"('dishonest', 'honest')",-1.9849515,-1.9888216,0.44161493,0.3833355,-0.4882945,-0.5034349,-0.0151404
25,0.05018329,0.06915955,"('egoistic', 'altruistic')",-0.100524105,-0.1563218,1.1464694,1.1285602,0.3653762,0.3471326,-0.0182436
26,1.0021996,0.9787807,"('hardhearted', 'benevolent')",0.72075695,0.6668288,1.7792053,1.6522709,1.1673873,1.0992935,-0.0680938
