,mondelez_male,mondelez_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0982404,-1.072293,"('unsociable', 'sociable')",-0.04522009,-0.10774803,-0.61985856,-0.7017408,-0.587773,-0.6272606,-0.0394876
1,0.44570142,0.4801873,"('unfriendly', 'friendly')",-0.30494,-0.4028283,2.016331,1.817242,0.7190308,0.6315337,-0.0874971
2,0.17673138,0.23904367,"('unlikable', 'likable')",1.2554135,1.3092921,0.56630427,0.6822966,0.6661497,0.7435441,0.0773944
3,-1.7627534,-1.6345292,"('repellent', 'pleasant')",-0.46389613,-0.40260452,-0.14594275,-0.07882782,-0.7908641,-0.7053205,0.0855436
4,0.88404244,0.905715,"('disliked', 'liked')",0.12779915,0.13595547,-6.3307104,-6.4368553,-1.7729562,-1.798395,-0.0254388
5,1.6340189,1.6174953,"('distant', 'outgoing')",0.09086957,0.07875247,0.26314262,0.2248879,0.662677,0.6403786,-0.0222984
6,1.4103109,1.4013314,"('distant', 'open')",0.13755944,0.07501826,0.9217122,0.80418736,0.8231942,0.760179,-0.0630152
7,-1.2181545,-1.1269433,"('insensitive', 'sensitive')",-1.2728562,-1.2328216,0.044205572,0.05279113,-0.8156017,-0.7689913,0.0466104
8,0.37950253,0.33321232,"('unaffectionate', 'affectionate')",-0.101873994,-0.2290248,0.85436237,0.68429697,0.3773303,0.2628282,-0.1145021
9,-0.021125488,-0.032641403,"('unaffectionate', 'caring')",-0.03828477,-0.101194896,0.9854766,0.8997924,0.3086888,0.2553187,-0.0533701
10,-2.6184409,-2.561859,"('unsympathetic', 'sympathetic')",-1.6080128,-1.5439951,-1.1967145,-1.2388657,-1.8077227,-1.7815733,0.0261494
11,-2.2096317,-2.1390224,"('unhelpful', 'helpful')",-0.6337632,-0.57614785,0.88653034,0.944924,-0.6522881,-0.590082,0.0622061
12,-0.72868794,-0.6144006,"('unsupportive', 'supportive')",-0.5199062,-0.3511768,-2.2925272,-2.2899714,-1.1803738,-1.0851829,0.0951909
13,-0.4922353,-0.4870406,"('impolite', 'polite')",0.5859437,0.59294975,-0.7369267,-0.6652949,-0.2144061,-0.1864619,0.0279442
14,-2.0490775,-1.9482011,"('antisocial', 'social')",0.07701968,0.11548289,-0.9946599,-0.95493925,-0.9889059,-0.9292191,0.0596868
15,0.46639663,0.35686573,"('boring', 'funny')",-0.10943465,-0.23648937,0.60001993,0.54417026,0.318994,0.2215155,-0.0974785
16,1.584161,1.5897038,"('unpopular', 'popular')",0.89931613,0.8789966,1.0478752,0.98085725,1.1771174,1.1498526,-0.0272648
17,-0.21622583,-0.16382343,"('nasty', 'nice')",-0.9182803,-0.9148703,-0.6159399,-0.5529084,-0.583482,-0.5438674,0.0396146
18,0.23999055,0.2739099,"('disagreeable', 'welcoming')",0.68289083,0.7373494,-0.37350237,-0.46612135,0.1831263,0.1817127,-0.0014136
19,0.7823614,0.77335554,"('inhospitable', 'hospitable')",-0.36794162,-0.42999378,0.06679995,0.07524715,0.1604066,0.1395363,-0.0208703
20,0.398247,0.42776743,"('rough', 'thoughtful')",0.6214158,0.5909071,1.128559,1.0308663,0.716074,0.6831803,-0.0328937
21,-1.7875383,-1.7443727,"('immoral', 'moral')",-0.51188934,-0.46114635,-1.2184316,-1.1539445,-1.1726197,-1.1198212,0.0527985
22,-1.2992711,-1.2672129,"('untrustworthy', 'trustworthy')",-1.1161577,-1.0972755,-1.4332631,-1.4981049,-1.2828972,-1.2875311,-0.0046339
23,-1.6261812,-1.5946665,"('insincere', 'sincere')",-1.1345247,-1.134377,4.985871,4.894242,0.7417216,0.7217328,-0.0199888
24,-1.2704966,-1.2962428,"('dishonest', 'honest')",-1.107874,-1.1277429,0.4279822,0.3490752,-0.6501295,-0.6916369,-0.0415074
25,1.2292267,1.2047368,"('egoistic', 'altruistic')",0.96481645,0.9179129,1.8849981,1.8161767,1.3596805,1.3129421,-0.0467384
26,0.21857996,0.20670108,"('hardhearted', 'benevolent')",0.45970798,0.46760362,1.712662,1.6181245,0.7969833,0.7641431,-0.0328402
27,0.14895238,0.10131328,"('hardhearted', 'softhearted')",-0.3227216,-0.4153297,1.2040209,1.0257981,0.3434172,0.2372606,-0.1061566
28,-0.9799586,-1.0121229,"('disloyal', 'loyal')",-0.405202,-0.48703223,0.76816815,0.6616787,-0.2056641,-0.2791588,-0.0734947
29,0.5949096,0.59796894,"('unfair', 'fair')",-0.60784656,-0.67935425,-0.44340023,-0.55553526,-0.1521124,-0.2123069,-0.0601945
30,-1.228633,-1.1760542,"('intolerant', 'tolerant')",-0.6207304,-0.59261316,0.62282693,0.6155159,-0.4088455,-0.3843838,0.0244617
31,0.5375952,0.6033244,"('evil', 'good')",-0.5574988,-0.5503556,-0.40639725,-0.500435,-0.1421003,-0.1491554,-0.0070551
32,-0.7685356,-0.8026761,"('unkind', 'kind')",-1.2794702,-1.2945133,0.2311792,0.10603079,-0.6056089,-0.6637195,-0.0581106
33,1.6126882,1.5538161,"('wrong', 'right')",0.9515564,0.875062,0.06871723,0.048947588,0.8776539,0.8259419,-0.051712
34,-0.26136157,-0.18829307,"('mean', 'honorable')",0.060151346,0.12795746,5.732434,5.7719717,1.8437413,1.9038787,0.0601374
35,2.0047994,1.8578079,"('corrupt', 'incorrupt')",0.25346738,0.06112062,0.64361906,0.4683837,0.9672952,0.7957707,-0.1715245
36,1.6368277,1.5874466,"('hostile', 'amicable')",1.2422919,1.041849,1.0853236,0.83726346,1.3214811,1.1555196,-0.1659615
37,-0.34952715,-0.36020148,"('fake', 'genuine')",-0.6467241,-0.6951098,0.06936897,0.028395865,-0.3089608,-0.3423051,-0.0333443
38,-0.26937664,-0.24076395,"('untruthful', 'truthful')",-0.54079086,-0.49489614,-0.32579818,-0.27227962,-0.3786552,-0.3359799,0.0426753
39,0.5681831,0.59377563,"('exploitative', 'cooperative')",0.5764152,0.6416964,-0.014476072,0.008816926,0.3767074,0.414763,0.0380556
40,0.24186148,0.22123376,"('stingy', 'generous')",0.025339218,0.050572667,-1.5864012,-1.7674679,-0.4397335,-0.4985538,-0.0588203
