,allergan_male,allergan_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.9368328,-1.0787203,"('unsociable', 'sociable')",-0.6106506,-0.74658453,-0.7737417,-0.9126524,-0.1389107
1,-1.7941774,-1.9028226,"('unfriendly', 'friendly')",2.3789117,2.245467,0.2923672,0.1713222,-0.121045
2,0.50589216,0.5118911,"('unlikable', 'likable')",0.22093198,0.28159517,0.3634121,0.3967431,0.033331
3,-0.37888572,-0.31269386,"('repellent', 'pleasant')",-0.050135,0.05424027,-0.2145104,-0.1292268,0.0852836
4,0.2705836,0.21776584,"('disliked', 'liked')",-5.4345374,-5.5517397,-2.5819769,-2.6669869,-0.08501
5,-0.23564178,-0.2801955,"('distant', 'outgoing')",0.39650732,0.42898795,0.0804328,0.0743962,-0.0060366
6,-0.46881193,-0.50397134,"('distant', 'open')",0.21590352,0.23054853,-0.1264542,-0.1367114,-0.0102572
7,-0.5395996,-0.5601343,"('insensitive', 'sensitive')",0.55521744,0.6176472,0.0078089,0.0287564,0.0209475
8,-0.5902921,-0.6613349,"('unaffectionate', 'affectionate')",1.2002593,1.0450779,0.3049836,0.1918715,-0.1131121
9,-0.88681394,-0.941731,"('unaffectionate', 'caring')",1.4112352,1.3188622,0.2622106,0.1885656,-0.073645
10,-1.5889678,-1.6732991,"('unsympathetic', 'sympathetic')",-0.6479688,-0.6395279,-1.1184683,-1.1564136,-0.0379453
11,-0.83468974,-0.7825862,"('unhelpful', 'helpful')",1.1373245,1.1859226,0.1513174,0.2016682,0.0503508
12,-0.23923786,-0.208547,"('unsupportive', 'supportive')",-1.3911302,-1.3502512,-0.8151841,-0.7793991,0.035785
13,-0.87654996,-0.926487,"('impolite', 'polite')",-0.88301533,-0.88309026,-0.8797827,-0.9047886,-0.0250059
14,0.488631,0.48742044,"('antisocial', 'social')",0.43403628,0.49295908,0.4613336,0.4901898,0.0288562
15,0.07635704,0.021204222,"('boring', 'funny')",0.063458145,0.038341068,0.0699076,0.0297726,-0.040135
16,-0.9050209,-0.7693202,"('unpopular', 'popular')",-0.22117971,-0.19545117,-0.5631003,-0.4823857,0.0807146
17,-0.11241685,-0.036940336,"('nasty', 'nice')",-0.7721479,-0.75764275,-0.4422824,-0.3972915,0.0449909
18,-0.2596572,-0.18618122,"('disagreeable', 'welcoming')",-0.88225794,-0.8084929,-0.5709575,-0.497337,0.0736205
19,-1.3081111,-1.3752967,"('inhospitable', 'hospitable')",-0.19268793,-0.24201658,-0.7503995,-0.8086566,-0.0582571
20,-0.6347688,-0.49595594,"('rough', 'thoughtful')",1.1883454,1.1618267,0.2767883,0.3329354,0.0561471
21,-0.7943204,-0.7141122,"('immoral', 'moral')",-1.3571075,-1.2081491,-1.075714,-0.9611306,0.1145834
22,-0.1965483,-0.27874437,"('untrustworthy', 'trustworthy')",-0.78591764,-0.7742645,-0.491233,-0.5265045,-0.0352715
23,-0.993338,-1.0831736,"('insincere', 'sincere')",5.2789507,5.231648,2.1428063,2.0742371,-0.0685692
24,-0.77606833,-0.8828719,"('dishonest', 'honest')",0.5084767,0.44690773,-0.1337958,-0.2179821,-0.0841863
25,0.26728874,0.28838015,"('egoistic', 'altruistic')",1.5502025,1.5509672,0.9087456,0.9196737,0.0109281
26,-0.13571402,-0.26257792,"('hardhearted', 'benevolent')",2.4220285,2.187521,1.1431572,0.9624715,-0.1806857
27,-0.9286003,-0.9435649,"('hardhearted', 'softhearted')",0.8212448,0.6552899,-0.0536778,-0.1441375,-0.0904597
