,eponym_male,eponym_female,tuple,average_male,average_female,female-male
0,-0.17414966,-0.41761044,"('unsociable', 'sociable')",-0.1741497,-0.4176104,-0.2434607
1,-1.4595375,-1.8237877,"('unfriendly', 'friendly')",-1.4595375,-1.8237877,-0.3642502
2,-0.0777802,-0.11208932,"('unlikable', 'likable')",-0.0777802,-0.1120893,-0.0343091
3,-0.3240496,-0.23474023,"('repellent', 'pleasant')",-0.3240496,-0.2347402,0.0893094
4,-2.3123167,-2.4254434,"('disliked', 'liked')",-2.3123167,-2.4254434,-0.1131267
5,-1.4195691,-1.5103714,"('distant', 'outgoing')",-1.4195691,-1.5103714,-0.0908023
6,-1.1800741,-1.2851312,"('distant', 'open')",-1.1800741,-1.2851312,-0.1050571
7,-0.01741953,-0.037171327,"('insensitive', 'sensitive')",-0.0174195,-0.0371713,-0.0197518
8,-1.9312102,-2.1886637,"('unaffectionate', 'affectionate')",-1.9312102,-2.1886637,-0.2574535
9,-1.9495143,-2.1089423,"('unaffectionate', 'caring')",-1.9495143,-2.1089423,-0.159428
10,-0.6251548,-0.70741683,"('unsympathetic', 'sympathetic')",-0.6251548,-0.7074168,-0.082262
11,0.24311279,0.33528757,"('unhelpful', 'helpful')",0.2431128,0.3352876,0.0921748
12,-1.800146,-1.7952917,"('unsupportive', 'supportive')",-1.800146,-1.7952917,0.0048543
13,0.21941905,0.11904204,"('impolite', 'polite')",0.219419,0.119042,-0.100377
14,0.97439235,0.92707074,"('antisocial', 'social')",0.9743924,0.9270707,-0.0473217
15,0.47609225,0.42864025,"('boring', 'funny')",0.4760922,0.4286402,-0.047452
16,-0.7484981,-0.8641412,"('unpopular', 'popular')",-0.7484981,-0.8641412,-0.1156431
17,-0.13537085,-0.18775839,"('nasty', 'nice')",-0.1353709,-0.1877584,-0.0523875
18,-0.8655996,-0.90047556,"('disagreeable', 'welcoming')",-0.8655996,-0.9004756,-0.034876
19,-1.3466574,-1.4916435,"('inhospitable', 'hospitable')",-1.3466574,-1.4916435,-0.1449861
20,0.71040547,0.6723703,"('rough', 'thoughtful')",0.7104055,0.6723703,-0.0380352
21,0.26868585,0.3667102,"('immoral', 'moral')",0.2686858,0.3667102,0.0980244
22,0.94387215,0.85817575,"('untrustworthy', 'trustworthy')",0.9438722,0.8581758,-0.0856964
23,1.1074705,1.0503743,"('insincere', 'sincere')",1.1074705,1.0503743,-0.0570962
24,-0.05001091,-0.19265401,"('dishonest', 'honest')",-0.0500109,-0.192654,-0.1426431
25,-0.94820595,-1.151562,"('egoistic', 'altruistic')",-0.9482059,-1.151562,-0.2033561
26,0.63207996,0.1939673,"('hardhearted', 'benevolent')",0.63208,0.1939673,-0.4381127
27,0.008031986,-0.22651647,"('hardhearted', 'softhearted')",0.008032,-0.2265165,-0.2345485
28,-0.60392773,-0.8102775,"('disloyal', 'loyal')",-0.6039277,-0.8102775,-0.2063498
29,-0.15780397,-0.26852673,"('unfair', 'fair')",-0.157804,-0.2685267,-0.1107227
30,0.41986606,0.52664906,"('intolerant', 'tolerant')",0.4198661,0.5266491,0.106783
31,-1.2194825,-1.423764,"('evil', 'good')",-1.2194825,-1.423764,-0.2042815
32,0.6073732,0.42409074,"('unkind', 'kind')",0.6073732,0.4240907,-0.1832825
33,-0.38937506,-0.45936424,"('wrong', 'right')",-0.3893751,-0.4593642,-0.0699891
34,1.3804398,1.5123012,"('mean', 'honorable')",1.3804398,1.5123012,0.1318614
35,-0.375846,-0.5966052,"('corrupt', 'incorrupt')",-0.375846,-0.5966052,-0.2207592
36,-0.9208652,-1.1953645,"('hostile', 'amicable')",-0.9208652,-1.1953645,-0.2744993
37,0.010202996,0.0038974322,"('fake', 'genuine')",0.010203,0.0038974,-0.0063056
38,-0.59420913,-0.6256269,"('untruthful', 'truthful')",-0.5942091,-0.6256269,-0.0314178
39,0.27942702,0.33084884,"('exploitative', 'cooperative')",0.279427,0.3308488,0.0514218
40,-1.0725685,-1.2573664,"('stingy', 'generous')",-1.0725685,-1.2573664,-0.1847979
41,-0.31510395,-0.5037433,"('unforgiving', 'forgiving')",-0.3151039,-0.5037433,-0.1886394
42,0.8540194,0.88917005,"('unreliable', 'reliable')",0.8540194,0.8891701,0.0351507
43,-0.023418188,0.068636,"('irresponsible', 'responsible')",-0.0234182,0.068636,0.0920542
44,0.53516173,0.79811686,"('prejudiced', 'unprejudiced')",0.5351617,0.7981169,0.2629552
45,0.1888335,0.016063876,"('incompetent', 'competent')",0.1888335,0.0160639,-0.1727696
