,mohawk_male,mohawk_female,tuple,industries_male,industries_female,inc_male,inc_female,average_male,average_female,female-male
0,0.44431934,0.35865754,"('unsociable', 'sociable')",-0.1330856,-0.2924653,-0.51662713,-0.6805939,-0.0684645,-0.2048006,-0.1363361
1,-0.16873813,-0.19571815,"('unfriendly', 'friendly')",-0.10596641,-0.20043175,1.7795013,1.7067018,0.5015989,0.4368506,-0.0647483
2,-0.16006202,-0.10771107,"('unlikable', 'likable')",0.023983195,0.13446024,0.54591674,0.70101017,0.1366126,0.2425865,0.1059739
3,0.1400881,0.29633695,"('repellent', 'pleasant')",0.29046744,0.39024922,0.12120827,0.17648508,0.1839213,0.2876904,0.1037691
4,-1.1816297,-1.2485405,"('disliked', 'liked')",-0.3634999,-0.41404575,-6.555767,-6.5902014,-2.7002989,-2.7509292,-0.0506303
5,0.17793146,0.18268178,"('distant', 'outgoing')",-0.2054787,-0.11804524,-0.21322039,-0.08342008,-0.0802559,-0.0062612,0.0739947
6,-0.41177845,-0.37367868,"('distant', 'open')",-0.86411834,-0.7899496,0.5050889,0.62688035,-0.256936,-0.178916,0.07802
7,0.529444,0.59680194,"('insensitive', 'sensitive')",0.07712972,0.17172082,0.62511384,0.58008033,0.4105625,0.4495343,0.0389718
8,0.23468256,0.22500487,"('unaffectionate', 'affectionate')",-0.34739667,-0.3722232,0.5470806,0.53806776,0.1447888,0.1302831,-0.0145057
9,0.7649473,0.79484516,"('unaffectionate', 'caring')",-0.17655975,-0.21878543,0.86042696,0.91288763,0.4829382,0.4963158,0.0133776
10,1.3963896,1.446088,"('unsympathetic', 'sympathetic')",-0.36198863,-0.37880754,-0.25861233,-0.36616656,0.2585962,0.2337046,-0.0248916
11,-0.23797464,-0.15703921,"('unhelpful', 'helpful')",0.3866781,0.4810391,1.8732911,1.8970667,0.6739982,0.7403555,0.0663573
12,1.4224598,1.5386486,"('unsupportive', 'supportive')",-0.003398694,0.13699546,-1.8484001,-1.8119352,-0.143113,-0.0454304,0.0976826
13,0.61852455,0.554999,"('impolite', 'polite')",0.07854016,0.0718052,-0.41382372,-0.5312898,0.0944137,0.0318381,-0.0625756
14,0.72136027,0.66439074,"('antisocial', 'social')",1.3800435,1.3375907,-0.8578457,-0.95116526,0.4145193,0.3502721,-0.0642472
15,0.4175886,0.3816733,"('boring', 'funny')",-0.24603757,-0.37086397,0.427977,0.42658952,0.1998427,0.1457996,-0.0540431
16,-2.062416,-2.062493,"('unpopular', 'popular')",-1.021375,-0.96328396,0.41341555,0.44138837,-0.8901251,-0.8614629,0.0286622
17,-1.3450197,-1.29752,"('nasty', 'nice')",-0.833377,-0.70475423,-0.654254,-0.5407299,-0.9442169,-0.847668,0.0965489
18,-0.006526243,0.027344998,"('disagreeable', 'welcoming')",-0.6146661,-0.5295975,-0.33910805,-0.27084264,-0.3201001,-0.2576984,0.0624017
19,-0.9973166,-0.8668932,"('inhospitable', 'hospitable')",-1.0374739,-0.9419104,-0.042847205,0.082394704,-0.6925459,-0.5754696,0.1170763
20,0.07479178,0.09875685,"('rough', 'thoughtful')",0.30198458,0.4083236,1.0349219,0.9872873,0.4705661,0.4981226,0.0275565
21,0.28267583,0.28088236,"('immoral', 'moral')",0.5304407,0.49416488,-0.74409485,-0.7369013,0.0230072,0.0127153,-0.0102919
22,1.0615722,1.0608759,"('untrustworthy', 'trustworthy')",-0.9995309,-0.94117934,-1.0056794,-1.0674046,-0.314546,-0.3159027,-0.0013567
23,1.1021723,1.1857481,"('insincere', 'sincere')",-0.2594202,-0.23141341,5.690191,5.5997233,2.1776476,2.184686,0.0070384
24,1.4152766,1.4273698,"('dishonest', 'honest')",0.04008913,0.028227791,0.989926,0.9326166,0.8150973,0.7960714,-0.0190259
25,-0.27097034,-0.31956017,"('egoistic', 'altruistic')",0.30374488,0.29635873,1.3497484,1.3487504,0.460841,0.4418496,-0.0189914
26,0.8370913,0.6134796,"('hardhearted', 'benevolent')",1.5794411,1.4459121,1.2916175,1.170677,1.23605,1.0766896,-0.1593604
27,0.2723441,0.25664273,"('hardhearted', 'softhearted')",-0.012267656,0.037067182,1.5444647,1.5070826,0.6015137,0.6002642,-0.0012495
28,0.77559936,0.69106936,"('disloyal', 'loyal')",0.15490262,0.05825624,1.1119144,0.95382416,0.6808054,0.5677166,-0.1130888
29,-0.32370067,-0.3669716,"('unfair', 'fair')",-1.3357977,-1.2931625,-0.21193862,-0.33947134,-0.6238123,-0.6665351,-0.0427228
