,continent_male,continent_female,tuple,average_male,average_female,female-male
0,-0.042158663,-0.11299349,"('unsociable', 'sociable')",-0.0421587,-0.1129935,-0.0708348
1,0.71598583,0.67658526,"('unfriendly', 'friendly')",0.7159858,0.6765853,-0.0394005
2,-0.22386956,-0.14385292,"('unlikable', 'likable')",-0.2238696,-0.1438529,0.0800167
3,0.8556937,0.8767498,"('repellent', 'pleasant')",0.8556937,0.8767498,0.0210561
4,-7.4549026,-7.5843086,"('disliked', 'liked')",-7.4549026,-7.5843086,-0.129406
5,-0.9566058,-0.95401764,"('distant', 'outgoing')",-0.9566058,-0.9540176,0.0025882
6,-0.4118234,-0.48447707,"('distant', 'open')",-0.4118234,-0.4844771,-0.0726537
7,0.8254806,0.7719899,"('insensitive', 'sensitive')",0.8254806,0.7719899,-0.0534907
8,0.7571386,0.6857586,"('unaffectionate', 'affectionate')",0.7571386,0.6857586,-0.07138
9,0.8367929,0.8695787,"('unaffectionate', 'caring')",0.8367929,0.8695787,0.0327858
10,1.152217,1.1244872,"('unsympathetic', 'sympathetic')",1.152217,1.1244872,-0.0277298
11,1.3258965,1.2809435,"('unhelpful', 'helpful')",1.3258965,1.2809435,-0.044953
12,-2.0531006,-2.1132705,"('unsupportive', 'supportive')",-2.0531006,-2.1132705,-0.0601699
13,-0.2318688,-0.26759237,"('impolite', 'polite')",-0.2318688,-0.2675924,-0.0357236
14,0.44032028,0.34367207,"('antisocial', 'social')",0.4403203,0.3436721,-0.0966482
15,-0.0965489,-0.21659496,"('boring', 'funny')",-0.0965489,-0.216595,-0.1200461
16,-0.6608391,-0.6271472,"('unpopular', 'popular')",-0.6608391,-0.6271472,0.0336919
17,-0.39794958,-0.29782596,"('nasty', 'nice')",-0.3979496,-0.297826,0.1001236
18,-0.32923415,-0.37997743,"('disagreeable', 'welcoming')",-0.3292342,-0.3799774,-0.0507432
19,-0.96967936,-1.0096081,"('inhospitable', 'hospitable')",-0.9696794,-1.0096081,-0.0399287
20,0.90714425,0.8459395,"('rough', 'thoughtful')",0.9071442,0.8459395,-0.0612047
21,-0.37654328,-0.31578386,"('immoral', 'moral')",-0.3765433,-0.3157839,0.0607594
22,-0.16608125,-0.21306597,"('untrustworthy', 'trustworthy')",-0.1660812,-0.213066,-0.0469848
23,6.00072,5.958264,"('insincere', 'sincere')",6.00072,5.9582639,-0.0424561
24,1.4181359,1.2578547,"('dishonest', 'honest')",1.4181359,1.2578547,-0.1602812
25,0.6062695,0.58146447,"('egoistic', 'altruistic')",0.6062695,0.5814645,-0.024805
26,0.6733172,0.57695603,"('hardhearted', 'benevolent')",0.6733172,0.576956,-0.0963612
27,1.5299782,1.3564844,"('hardhearted', 'softhearted')",1.5299782,1.3564844,-0.1734938
28,0.866721,0.81980175,"('disloyal', 'loyal')",0.866721,0.8198017,-0.0469193
29,-0.7117578,-0.7961791,"('unfair', 'fair')",-0.7117578,-0.7961791,-0.0844213
30,1.0294757,0.9838402,"('intolerant', 'tolerant')",1.0294757,0.9838402,-0.0456355
31,-1.5441725,-1.5020401,"('evil', 'good')",-1.5441725,-1.5020401,0.0421324
32,0.6885907,0.58691597,"('unkind', 'kind')",0.6885907,0.586916,-0.1016747
33,-0.6800172,-0.66801167,"('wrong', 'right')",-0.6800172,-0.6680117,0.0120055
34,4.5152793,4.5831313,"('mean', 'honorable')",4.5152793,4.5831313,0.067852
35,-0.8016507,-0.98884547,"('corrupt', 'incorrupt')",-0.8016507,-0.9888455,-0.1871948
36,-1.0387914,-1.0323968,"('hostile', 'amicable')",-1.0387914,-1.0323968,0.0063946
37,0.66790414,0.6526894,"('fake', 'genuine')",0.6679041,0.6526894,-0.0152147
38,-0.5111681,-0.47849703,"('untruthful', 'truthful')",-0.5111681,-0.478497,0.0326711
39,0.4360148,0.4045293,"('exploitative', 'cooperative')",0.4360148,0.4045293,-0.0314855
40,-1.1988497,-1.4178212,"('stingy', 'generous')",-1.1988497,-1.4178212,-0.2189715
41,-0.1172132,-0.13891461,"('unforgiving', 'forgiving')",-0.1172132,-0.1389146,-0.0217014
