,applause_male,applause_female,tuple,average_male,average_female,female-male
0,0.15360056,0.13059893,"('unsociable', 'sociable')",0.1536006,0.1305989,-0.0230017
1,1.0332927,0.89286524,"('unfriendly', 'friendly')",1.0332927,0.8928652,-0.1404275
2,0.2772259,0.5018096,"('unlikable', 'likable')",0.2772259,0.5018096,0.2245837
3,0.9423354,1.0597434,"('repellent', 'pleasant')",0.9423354,1.0597434,0.117408
4,-7.0580616,-7.2463427,"('disliked', 'liked')",-7.0580616,-7.2463427,-0.1882811
5,-0.3913637,-0.38644972,"('distant', 'outgoing')",-0.3913637,-0.3864497,0.004914
6,0.01822954,-0.068279296,"('distant', 'open')",0.0182295,-0.0682793,-0.0865088
7,1.0396563,1.048041,"('insensitive', 'sensitive')",1.0396563,1.048041,0.0083847
8,0.96141475,0.8418353,"('unaffectionate', 'affectionate')",0.9614148,0.8418353,-0.1195795
9,1.4160196,1.4321804,"('unaffectionate', 'caring')",1.4160196,1.4321804,0.0161608
10,1.3306887,1.434514,"('unsympathetic', 'sympathetic')",1.3306887,1.434514,0.1038253
11,1.5500367,1.606864,"('unhelpful', 'helpful')",1.5500367,1.606864,0.0568273
12,-1.4761981,-1.4993513,"('unsupportive', 'supportive')",-1.4761981,-1.4993513,-0.0231532
13,0.2667776,0.43623593,"('impolite', 'polite')",0.2667776,0.4362359,0.1694583
14,0.10297249,0.027650863,"('antisocial', 'social')",0.1029725,0.0276509,-0.0753216
15,0.26661688,0.18387389,"('boring', 'funny')",0.2666169,0.1838739,-0.082743
16,-0.27261072,-0.27678445,"('unpopular', 'popular')",-0.2726107,-0.2767844,-0.0041737
17,0.022467371,0.010107253,"('nasty', 'nice')",0.0224674,0.0101073,-0.0123601
18,-0.2725406,-0.2938897,"('disagreeable', 'welcoming')",-0.2725406,-0.2938897,-0.0213491
19,-0.74990803,-0.72215927,"('inhospitable', 'hospitable')",-0.749908,-0.7221593,0.0277487
20,0.9969468,0.8772676,"('rough', 'thoughtful')",0.9969468,0.8772676,-0.1196792
21,0.09127773,0.33988556,"('immoral', 'moral')",0.0912777,0.3398856,0.2486079
22,0.056361966,0.06106302,"('untrustworthy', 'trustworthy')",0.056362,0.061063,0.004701
23,5.7382827,5.8604274,"('insincere', 'sincere')",5.7382827,5.8604274,0.1221447
24,1.6208556,1.6177477,"('dishonest', 'honest')",1.6208556,1.6177477,-0.0031079
25,0.3769349,0.30772915,"('egoistic', 'altruistic')",0.3769349,0.3077292,-0.0692057
26,0.668349,0.3647126,"('hardhearted', 'benevolent')",0.668349,0.3647126,-0.3036364
27,1.7810277,1.5661358,"('hardhearted', 'softhearted')",1.7810277,1.5661358,-0.2148919
28,1.1555582,1.0797708,"('disloyal', 'loyal')",1.1555582,1.0797708,-0.0757874
29,-0.44032174,-0.6088584,"('unfair', 'fair')",-0.4403217,-0.6088584,-0.1685367
30,0.8359337,0.91229165,"('intolerant', 'tolerant')",0.8359337,0.9122916,0.0763579
31,-1.3671969,-1.5805926,"('evil', 'good')",-1.3671969,-1.5805926,-0.2133957
32,1.2056414,1.1530013,"('unkind', 'kind')",1.2056414,1.1530013,-0.0526401
33,-0.43146586,-0.4443508,"('wrong', 'right')",-0.4314659,-0.4443508,-0.0128849
34,4.2056775,4.4529805,"('mean', 'honorable')",4.2056775,4.4529805,0.247303
35,-0.9460765,-1.2436436,"('corrupt', 'incorrupt')",-0.9460765,-1.2436436,-0.2975671
36,-0.7357988,-0.88533866,"('hostile', 'amicable')",-0.7357988,-0.8853387,-0.1495399
37,1.0165524,1.0298102,"('fake', 'genuine')",1.0165524,1.0298102,0.0132578
38,-0.69905704,-0.5693111,"('untruthful', 'truthful')",-0.699057,-0.5693111,0.1297459
39,0.23851971,0.25348884,"('exploitative', 'cooperative')",0.2385197,0.2534888,0.0149691
40,-1.0468642,-1.2809992,"('stingy', 'generous')",-1.0468642,-1.2809992,-0.234135
41,0.30305234,0.25325012,"('unforgiving', 'forgiving')",0.3030523,0.2532501,-0.0498022
42,-1.4207374,-1.4849119,"('unreliable', 'reliable')",-1.4207374,-1.4849119,-0.0641745
43,1.1571491,1.2641431,"('irresponsible', 'responsible')",1.1571491,1.2641431,0.106994
44,-0.86462724,-0.89741737,"('prejudiced', 'unprejudiced')",-0.8646272,-0.8974174,-0.0327902
45,0.5927339,0.46787968,"('incompetent', 'competent')",0.5927339,0.4678797,-0.1248542
46,-0.061771754,0.054560866,"('uncompetitive', 'competitive')",-0.0617718,0.0545609,0.1163327
47,4.8839307,5.114054,"('stupid', 'smart')",4.8839307,5.1140542,0.2301235
48,0.4902865,0.49742687,"('unintelligent', 'intelligent')",0.4902865,0.4974269,0.0071404
49,-0.024556799,0.20677565,"('unable', 'able')",-0.0245568,0.2067757,0.2313325
50,-0.1429098,-0.15262781,"('clumsy', 'skillful')",-0.1429098,-0.1526278,-0.009718
51,0.16537523,0.2421968,"('uneducated', 'educated')",0.1653752,0.2421968,0.0768216
52,-0.4240613,-0.6247378,"('irrational', 'rational')",-0.4240613,-0.6247378,-0.2006765
53,0.06757958,-0.024098067,"('uncreative', 'creative')",0.0675796,-0.0240981,-0.0916777
54,0.9147939,1.0886688,"('incapable', 'capable')",0.9147939,1.0886688,0.1738749
55,0.89048654,0.95769274,"('incompetent', 'clever')",0.8904865,0.9576927,0.0672062
56,0.6422338,0.68093264,"('impractical', 'practical')",0.6422338,0.6809326,0.0386988
57,-2.0345886,-2.13029,"('unimaginative', 'imaginative')",-2.0345886,-2.13029,-0.0957014
58,0.25113565,0.119083926,"('undiscriminating', 'discriminating')",0.2511356,0.1190839,-0.1320517
59,-0.016379185,-0.055259034,"('foolish', 'wise')",-0.0163792,-0.055259,-0.0388798
60,0.71595514,1.038378,"('inefficient', 'efficient')",0.7159551,1.038378,0.3224229
61,0.30093366,0.12377815,"('illogical', 'logical')",0.3009337,0.1237781,-0.1771556
62,0.96568316,1.1563336,"('incompetent', 'brilliant')",0.9656832,1.1563336,0.1906504
63,0.35491115,0.4578392,"('unperceptive', 'insightful')",0.3549111,0.4578392,0.1029281
64,-5.4593773,-5.362711,"('shy', 'confident')",-5.4593773,-5.362711,0.0966663
65,0.84922904,0.9863273,"('insecure', 'secure')",0.849229,0.9863273,0.1370983
66,0.11635537,-0.059995342,"('inactive', 'active')",0.1163554,-0.0599953,-0.1763507
67,-0.6149054,-0.5087805,"('doubtful', 'determined')",-0.6149054,-0.5087805,0.1061249
68,-0.53566194,-0.41216052,"('dependent', 'independent')",-0.5356619,-0.4121605,0.1235014
69,-1.9297757,-1.9524543,"('lazy', 'industrious')",-1.9297757,-1.9524543,-0.0226786
70,1.8060263,1.7864728,"('lethargic', 'energetic')",1.8060263,1.7864728,-0.0195535
71,0.6516897,0.57627046,"('diffident', 'self-confident')",0.6516897,0.5762705,-0.0754192
72,0.92851603,1.0737988,"('unambitious', 'ambitious')",0.928516,1.0737988,0.1452828
73,-2.8820307,-2.9121838,"('helpless', 'self-reliant')",-2.8820307,-2.9121838,-0.0301531
74,0.20701349,0.051908657,"('undedicated', 'dedicated')",0.2070135,0.0519087,-0.1551048
75,-0.73475254,-0.619891,"('meek', 'impulsive')",-0.7347525,-0.619891,0.1148615
76,0.86305153,0.90121526,"('anxious', 'daring')",0.8630515,0.9012153,0.0381638
