,laundry_male,laundry_female,tuple,average_male,average_female,female-male
0,0.05893284,-0.051715225,"('unsociable', 'sociable')",0.0589328,-0.0517152,-0.110648
1,0.7418066,0.87462395,"('unfriendly', 'friendly')",0.7418066,0.874624,0.1328174
2,0.26191214,0.4489572,"('unlikable', 'likable')",0.2619121,0.4489572,0.1870451
3,0.6193066,0.6245033,"('repellent', 'pleasant')",0.6193066,0.6245033,0.0051967
4,-8.031562,-7.8965683,"('disliked', 'liked')",-8.0315619,-7.8965683,0.1349936
5,-0.7990825,-0.7069498,"('distant', 'outgoing')",-0.7990825,-0.7069498,0.0921327
6,-0.26479042,-0.21725996,"('distant', 'open')",-0.2647904,-0.21726,0.0475304
7,1.0805253,1.0503271,"('insensitive', 'sensitive')",1.0805253,1.0503271,-0.0301982
8,1.0590388,1.0325041,"('unaffectionate', 'affectionate')",1.0590388,1.0325041,-0.0265347
9,1.3639374,1.4304483,"('unaffectionate', 'caring')",1.3639374,1.4304483,0.0665109
10,1.2715908,0.99185634,"('unsympathetic', 'sympathetic')",1.2715908,0.9918563,-0.2797345
11,1.636382,1.6843126,"('unhelpful', 'helpful')",1.636382,1.6843126,0.0479306
12,-1.7032195,-1.6851311,"('unsupportive', 'supportive')",-1.7032195,-1.6851311,0.0180884
13,-0.07924797,-0.11257138,"('impolite', 'polite')",-0.079248,-0.1125714,-0.0333234
14,0.26643622,0.30790314,"('antisocial', 'social')",0.2664362,0.3079031,0.0414669
15,0.23129311,0.21429627,"('boring', 'funny')",0.2312931,0.2142963,-0.0169968
16,-0.8909688,-0.68987536,"('unpopular', 'popular')",-0.8909688,-0.6898754,0.2010934
17,-0.12091703,-0.19546142,"('nasty', 'nice')",-0.120917,-0.1954614,-0.0745444
18,-1.183606,-1.0689368,"('disagreeable', 'welcoming')",-1.183606,-1.0689368,0.1146692
19,-0.6679413,-0.698669,"('inhospitable', 'hospitable')",-0.6679413,-0.698669,-0.0307277
20,0.7515829,0.7295538,"('rough', 'thoughtful')",0.7515829,0.7295538,-0.0220291
21,-0.24409927,-0.24911575,"('immoral', 'moral')",-0.2440993,-0.2491158,-0.0050165
22,-0.39806527,-0.46180367,"('untrustworthy', 'trustworthy')",-0.3980653,-0.4618037,-0.0637384
23,6.770883,6.857418,"('insincere', 'sincere')",6.7708831,6.8574181,0.086535
24,1.6818407,1.6434102,"('dishonest', 'honest')",1.6818407,1.6434102,-0.0384305
25,0.36629456,0.48828548,"('egoistic', 'altruistic')",0.3662946,0.4882855,0.1219909
26,0.95927167,0.9366426,"('hardhearted', 'benevolent')",0.9592717,0.9366426,-0.0226291
27,1.4634345,1.2449503,"('hardhearted', 'softhearted')",1.4634345,1.2449503,-0.2184842
28,1.1355238,1.0395169,"('disloyal', 'loyal')",1.1355238,1.0395169,-0.0960069
29,-0.1240699,-0.31247488,"('unfair', 'fair')",-0.1240699,-0.3124749,-0.188405
30,1.0948625,0.99455225,"('intolerant', 'tolerant')",1.0948625,0.9945523,-0.1003102
31,-1.4218948,-1.3188256,"('evil', 'good')",-1.4218948,-1.3188256,0.1030692
32,1.23521,1.1666837,"('unkind', 'kind')",1.2352099,1.1666837,-0.0685262
33,-0.8290498,-0.6179779,"('wrong', 'right')",-0.8290498,-0.6179779,0.2110719
34,4.5449047,4.723946,"('mean', 'honorable')",4.5449047,4.7239461,0.1790414
