,cboe_male,cboe_female,tuple,global_male,global_female,markets_male,markets_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3155047,0.12444981,"('unsociable', 'sociable')",-0.1067183,-0.303201,0.3085715,0.14658459,-0.2281053,-0.34687108,0.0723131,-0.0947594,-0.1670725
1,-1.4066805,-1.4596919,"('unfriendly', 'friendly')",0.5077263,0.4221235,0.29452553,0.18759331,1.606715,1.5332208,0.2505716,0.1708114,-0.0797602
2,1.2415642,1.277735,"('unlikable', 'likable')",1.4300377,1.4466764,1.6144595,1.6002109,0.91333187,1.0186836,1.2998483,1.3358264,0.0359781
3,0.14531724,0.10733746,"('repellent', 'pleasant')",-1.2150769,-1.1330578,-0.14910708,-0.1355954,0.17951564,0.1939134,-0.2598378,-0.2418506,0.0179872
4,-0.10559136,-0.08350675,"('disliked', 'liked')",0.77142346,0.70188904,0.2152468,0.17816561,-5.9868283,-6.0502872,-1.2764374,-1.3134348,-0.0369974
5,-1.0023249,-0.89106256,"('distant', 'outgoing')",0.39713997,0.53978336,-0.044569425,0.04120581,-0.34231928,-0.29335406,-0.2480184,-0.1508569,0.0971615
6,-1.1902788,-1.0615219,"('distant', 'open')",0.0349895,0.1727876,0.11821636,0.2030139,0.22303374,0.23446533,-0.2035098,-0.1128138,0.090696
7,0.6997391,0.67559093,"('insensitive', 'sensitive')",-0.089902535,-0.12786663,0.21712835,0.21513754,0.6823747,0.6738536,0.3773349,0.3591788,-0.0181561
8,-1.3217536,-1.3492332,"('unaffectionate', 'affectionate')",-0.24382709,-0.28731132,-0.729622,-0.7793912,0.24697728,0.18513909,-0.5120564,-0.5576991,-0.0456427
9,-0.45619315,-0.49931523,"('unaffectionate', 'caring')",0.30349287,0.29411048,0.10076767,0.042505074,0.95965546,0.9417872,0.2269307,0.1947719,-0.0321588
10,-0.25991687,-0.31462553,"('unsympathetic', 'sympathetic')",-1.2555244,-1.2938406,-0.50806946,-0.5470084,-0.28995106,-0.3462814,-0.5783654,-0.625439,-0.0470736
11,0.7607389,0.67603314,"('unhelpful', 'helpful')",0.16324593,0.13618927,-0.04247049,-0.1012889,2.0981562,2.093284,0.7449176,0.7010543,-0.0438633
12,0.74813896,0.85951877,"('unsupportive', 'supportive')",1.6107568,1.801336,0.58523726,0.7002075,-1.8297675,-1.7372925,0.2785914,0.4059424,0.127351
13,0.94939536,0.858691,"('impolite', 'polite')",-0.032123968,-0.1094566,0.8280998,0.8099345,0.15326987,0.12344533,0.4746602,0.4206535,-0.0540067
14,1.0055468,0.9129609,"('antisocial', 'social')",0.01905867,-0.048413392,0.7827514,0.73789775,-0.45424095,-0.48386088,0.338279,0.2796461,-0.0586329
15,0.6564093,0.61432993,"('boring', 'funny')",0.5630453,0.46037227,0.7990083,0.7225529,0.7795477,0.75790346,0.6995026,0.6387897,-0.0607129
16,-0.6412935,-0.7104076,"('unpopular', 'popular')",-0.21675497,-0.30085582,-1.4503832,-1.5299907,0.33072612,0.29286784,-0.4944264,-0.5620965,-0.0676701
17,0.022885477,0.062371157,"('nasty', 'nice')",-1.2883836,-1.1912374,-0.21178266,-0.17759347,-0.2842731,-0.23508368,-0.4403885,-0.3853859,0.0550026
18,-0.5643914,-0.53538865,"('disagreeable', 'welcoming')",0.2915418,0.35070753,-0.49171132,-0.5073651,-0.26950976,-0.28942236,-0.2585177,-0.2453671,0.0131506
19,-0.7618437,-0.6817566,"('inhospitable', 'hospitable')",0.13204147,0.21337146,-0.8094188,-0.76677865,-0.16111718,-0.090384066,-0.4000846,-0.331387,0.0686976
20,-0.011873804,-0.02286959,"('rough', 'thoughtful')",0.5329882,0.5923909,-0.35447162,-0.34172094,0.92170507,0.8976874,0.272087,0.281372,0.009285
21,0.7853322,0.73208314,"('immoral', 'moral')",-0.41399315,-0.4943299,0.6998412,0.64699703,-0.41510344,-0.3960825,0.1640192,0.1221669,-0.0418523
22,0.32938325,0.24654742,"('untrustworthy', 'trustworthy')",0.13725103,0.039084747,0.0048653,-0.06455213,-0.32424432,-0.39934903,0.0368138,-0.0445672,-0.081381
23,0.3207627,0.17407113,"('insincere', 'sincere')",0.08042561,0.05548563,0.4903597,0.371822,5.91424,5.819265,1.701447,1.605161,-0.096286
24,0.2352207,0.19976074,"('dishonest', 'honest')",-0.20729546,-0.2454692,-0.46735927,-0.49524087,0.99115074,0.9257702,0.1379292,0.0962052,-0.041724
25,-0.7571259,-0.7285923,"('egoistic', 'altruistic')",0.0063785613,-0.019062966,0.26707888,0.28077096,1.2927248,1.2597295,0.2022641,0.1982113,-0.0040528
26,-0.13150087,-0.16050628,"('hardhearted', 'benevolent')",1.0117706,0.95022035,0.6723337,0.59974086,1.6173445,1.5546594,0.792487,0.7360286,-0.0564584
27,-0.2917089,-0.24596666,"('hardhearted', 'softhearted')",-0.72743255,-0.56847686,0.085288584,0.13910124,0.9700024,0.9387437,0.0090374,0.0658503,0.0568129
28,-0.4417417,-0.634229,"('disloyal', 'loyal')",0.507393,0.29001468,0.26626754,0.12951356,1.1698551,0.9912109,0.3754435,0.1941275,-0.181316
29,-0.35605633,-0.37668234,"('unfair', 'fair')",0.24428418,0.269427,-0.93584096,-0.96261305,-0.5114684,-0.59469885,-0.3897704,-0.4161418,-0.0263714
30,0.7026651,0.5462298,"('intolerant', 'tolerant')",0.39804384,0.3171352,0.9990355,0.8740071,1.1633326,1.0948687,0.8157692,0.7080602,-0.107709
31,-1.0146017,-0.8895041,"('evil', 'good')",-0.34261,-0.23493004,-0.9356715,-0.89301366,-1.0610673,-1.0120745,-0.8384876,-0.7573805,0.0811071
32,0.19484578,0.11760164,"('unkind', 'kind')",0.028259277,-0.07197241,-0.4535627,-0.5450494,1.1801941,1.0717384,0.2374341,0.1430795,-0.0943546
33,0.43758184,0.42799515,"('wrong', 'right')",1.2740201,1.2751253,0.6059609,0.64983654,-0.5953251,-0.60174286,0.4305594,0.4378035,0.0072441
34,0.79823357,0.8314476,"('mean', 'honorable')",0.2327961,0.2867365,0.4253908,0.3901458,6.084949,6.136324,1.8853424,1.9111634,0.025821
35,-1.0085998,-0.9595293,"('corrupt', 'incorrupt')",0.71732736,0.7307076,-0.8931583,-0.8938465,0.085483685,-0.027182495,-0.2747368,-0.2874627,-0.0127259
36,-0.06668279,-0.1570755,"('hostile', 'amicable')",0.81237125,0.672952,-0.24881092,-0.42230612,0.5236102,0.38094792,0.2551219,0.1186296,-0.1364923
37,-1.0920508,-1.0258723,"('fake', 'genuine')",-0.59374297,-0.55494046,-0.40617028,-0.37988356,0.12327229,0.102560475,-0.4921729,-0.464534,0.0276389
38,-0.046648297,-0.035320237,"('untruthful', 'truthful')",0.3070299,0.35510716,0.58580667,0.5875323,0.048208285,0.07461117,0.2235992,0.2454826,0.0218834
39,2.584276,2.5568297,"('exploitative', 'cooperative')",1.2924429,1.2938373,0.7924751,0.8313192,0.64840513,0.6321516,1.3293998,1.3285345,-0.0008653
40,-0.15006821,-0.13287869,"('stingy', 'generous')",0.08332601,0.13138269,-0.12697017,-0.06282175,-1.684435,-1.7600254,-0.4695368,-0.4560858,0.013451
41,0.22192685,0.18287764,"('unforgiving', 'forgiving')",-0.27763838,-0.3284638,0.21383975,0.15459885,0.27677244,0.20959084,0.1087252,0.0546509,-0.0540743
42,1.0948266,1.1441299,"('unreliable', 'reliable')",1.8318443,1.9373363,0.7515403,0.8582773,-2.8188,-2.7926612,0.2148528,0.2867706,0.0719178
43,0.89780045,0.89179903,"('irresponsible', 'responsible')",0.35642168,0.470831,0.3439781,0.39300242,0.484403,0.49001396,0.5206509,0.5614116,0.0407607
44,-0.062894166,0.01946453,"('prejudiced', 'unprejudiced')",-0.036631458,0.085890114,-0.7711518,-0.68031144,-1.1948445,-1.1847088,-0.5163805,-0.4399164,0.0764641
45,0.63286114,0.5631599,"('incompetent', 'competent')",-0.29917413,-0.39702535,-0.13836676,-0.24437025,-0.28207982,-0.35306376,-0.0216899,-0.1078249,-0.086135
46,1.029871,0.9508733,"('uncompetitive', 'competitive')",-0.010415368,-0.07496609,2.2251925,2.2363002,-0.45961767,-0.52711815,0.6962577,0.6462723,-0.0499854
47,0.7299803,0.7374418,"('stupid', 'smart')",0.30366862,0.35039306,0.3375049,0.30994254,5.6615415,5.73904,1.7581738,1.7842042,0.0260304
48,-0.75762886,-0.76524824,"('unintelligent', 'intelligent')",-1.3595212,-1.4581372,-1.5270993,-1.5587624,0.18802324,0.1983422,-0.8640565,-0.8959514,-0.0318949
49,-0.36381724,-0.33433372,"('unable', 'able')",-0.45198387,-0.36386758,0.0010185353,0.05099135,-0.116081774,0.00313876,-0.2327161,-0.1610178,0.0716983
50,-0.40620923,-0.44197732,"('clumsy', 'skillful')",1.8443366,1.8400542,0.04031618,0.03782767,-0.08315176,-0.12039162,0.348823,0.3288782,-0.0199448
51,0.23408219,0.11389882,"('uneducated', 'educated')",0.12852119,0.0035482273,-0.9085833,-0.98287606,0.55652505,0.4733944,0.0026363,-0.0980087,-0.100645
52,0.03436632,-0.07520688,"('irrational', 'rational')",0.6687994,0.5487883,0.12739092,-0.045717523,0.08088666,-0.023349777,0.2278608,0.1011285,-0.1267323
53,-0.48597348,-0.5245322,"('uncreative', 'creative')",0.38026053,0.34383905,0.040634878,0.0009506084,1.0299785,0.9634051,0.2412251,0.1959156,-0.0453095
