,resident_male,resident_female,tuple,average_male,average_female,female-male
0,0.29977822,0.35366526,"('unsociable', 'sociable')",0.2997782,0.3536653,0.0538871
1,0.8721515,0.6469578,"('unfriendly', 'friendly')",0.8721515,0.6469578,-0.2251937
2,-0.3153974,-0.26499686,"('unlikable', 'likable')",-0.3153974,-0.2649969,0.0504005
3,0.58501333,0.71819574,"('repellent', 'pleasant')",0.5850133,0.7181957,0.1331824
4,-7.055664,-7.2592497,"('disliked', 'liked')",-7.0556641,-7.2592497,-0.2035856
5,-1.055362,-1.2729986,"('distant', 'outgoing')",-1.055362,-1.2729986,-0.2176366
6,-0.5099699,-0.84644204,"('distant', 'open')",-0.5099699,-0.846442,-0.3364721
7,1.2966788,1.475969,"('insensitive', 'sensitive')",1.2966788,1.475969,0.1792902
8,0.86296254,0.67604554,"('unaffectionate', 'affectionate')",0.8629625,0.6760455,-0.186917
9,1.3095828,1.3039485,"('unaffectionate', 'caring')",1.3095828,1.3039485,-0.0056343
10,0.9777954,1.1728331,"('unsympathetic', 'sympathetic')",0.9777954,1.1728331,0.1950377
11,1.8425233,1.9960401,"('unhelpful', 'helpful')",1.8425233,1.9960401,0.1535168
12,-1.5093534,-1.4392059,"('unsupportive', 'supportive')",-1.5093534,-1.4392059,0.0701475
13,-0.102317385,0.20195276,"('impolite', 'polite')",-0.1023174,0.2019528,0.3042702
14,0.5291481,0.75376695,"('antisocial', 'social')",0.5291481,0.753767,0.2246189
15,0.23895232,0.15295187,"('boring', 'funny')",0.2389523,0.1529519,-0.0860004
16,-0.75192326,-0.83070683,"('unpopular', 'popular')",-0.7519233,-0.8307068,-0.0787835
17,0.08635092,0.0799503,"('nasty', 'nice')",0.0863509,0.0799503,-0.0064006
18,-0.52462274,-0.5163333,"('disagreeable', 'welcoming')",-0.5246227,-0.5163333,0.0082894
19,-0.8353591,-0.9205538,"('inhospitable', 'hospitable')",-0.8353591,-0.9205538,-0.0851947
20,0.41374987,0.33785653,"('rough', 'thoughtful')",0.4137499,0.3378565,-0.0758934
21,-0.22717379,0.14509076,"('immoral', 'moral')",-0.2271738,0.1450908,0.3722646
22,-0.08807533,-0.02114186,"('untrustworthy', 'trustworthy')",-0.0880753,-0.0211419,0.0669334
23,6.119525,6.361073,"('insincere', 'sincere')",6.119525,6.361073,0.241548
24,1.4383373,1.5149627,"('dishonest', 'honest')",1.4383373,1.5149627,0.0766254
25,0.76327866,0.55040944,"('egoistic', 'altruistic')",0.7632787,0.5504094,-0.2128693
26,1.7347367,1.5048957,"('hardhearted', 'benevolent')",1.7347367,1.5048957,-0.229841
27,1.6455702,1.3669611,"('hardhearted', 'softhearted')",1.6455702,1.3669611,-0.2786091
28,1.7361963,1.6209136,"('disloyal', 'loyal')",1.7361963,1.6209136,-0.1152827
29,-0.6901753,-0.8729662,"('unfair', 'fair')",-0.6901753,-0.8729662,-0.1827909
30,0.97407895,1.215357,"('intolerant', 'tolerant')",0.974079,1.2153569,0.2412779
31,-1.2070434,-1.5377488,"('evil', 'good')",-1.2070434,-1.5377488,-0.3307054
32,1.4535066,1.431651,"('unkind', 'kind')",1.4535066,1.431651,-0.0218556
33,-0.55784917,-0.6819612,"('wrong', 'right')",-0.5578492,-0.6819612,-0.124112
34,4.2524505,4.5082884,"('mean', 'honorable')",4.2524505,4.5082884,0.2558379
35,-0.6011662,-1.1188481,"('corrupt', 'incorrupt')",-0.6011662,-1.1188481,-0.5176819
36,-0.69773096,-1.0915549,"('hostile', 'amicable')",-0.697731,-1.0915549,-0.3938239
37,1.0014033,1.0098042,"('fake', 'genuine')",1.0014033,1.0098042,0.0084009
38,-0.21782333,-0.16815132,"('untruthful', 'truthful')",-0.2178233,-0.1681513,0.049672
39,0.38284934,0.46939293,"('exploitative', 'cooperative')",0.3828493,0.4693929,0.0865436
40,-1.6048163,-1.8051988,"('stingy', 'generous')",-1.6048163,-1.8051988,-0.2003825
41,0.7811835,0.7114346,"('unforgiving', 'forgiving')",0.7811835,0.7114346,-0.0697489
42,-2.4271007,-2.4982007,"('unreliable', 'reliable')",-2.4271007,-2.4982007,-0.0711
43,0.8326393,1.061926,"('irresponsible', 'responsible')",0.8326393,1.061926,0.2292867
44,-1.3953904,-1.4987079,"('prejudiced', 'unprejudiced')",-1.3953904,-1.4987079,-0.1033175
45,0.4996945,0.44585338,"('incompetent', 'competent')",0.4996945,0.4458534,-0.0538411
46,-0.8168719,-0.61904633,"('uncompetitive', 'competitive')",-0.8168719,-0.6190463,0.1978256
47,4.9371514,5.155939,"('stupid', 'smart')",4.9371514,5.1559391,0.2187877
48,0.30343282,0.4698536,"('unintelligent', 'intelligent')",0.3034328,0.4698536,0.1664208
49,-0.85027695,-0.6858061,"('unable', 'able')",-0.8502769,-0.6858061,0.1644708
50,-0.48288307,-0.5941307,"('clumsy', 'skillful')",-0.4828831,-0.5941307,-0.1112476
51,0.6210372,0.8125194,"('uneducated', 'educated')",0.6210372,0.8125194,0.1914822
52,-0.53180313,-0.9771819,"('irrational', 'rational')",-0.5318031,-0.9771819,-0.4453788
53,-0.046733286,-0.2583263,"('uncreative', 'creative')",-0.0467333,-0.2583263,-0.211593
54,0.5971672,0.5916802,"('incapable', 'capable')",0.5971672,0.5916802,-0.005487
55,0.7353927,1.0622946,"('incompetent', 'clever')",0.7353927,1.0622946,0.3269019
56,0.24654812,0.50063026,"('impractical', 'practical')",0.2465481,0.5006303,0.2540822
57,-1.9385233,-2.0799422,"('unimaginative', 'imaginative')",-1.9385233,-2.0799422,-0.1414189
58,0.3684567,0.3000822,"('undiscriminating', 'discriminating')",0.3684567,0.3000822,-0.0683745
59,-0.2985839,-0.44924918,"('foolish', 'wise')",-0.2985839,-0.4492492,-0.1506653
60,-0.06384468,0.47322378,"('inefficient', 'efficient')",-0.0638447,0.4732238,0.5370685
61,0.23715654,0.1459025,"('illogical', 'logical')",0.2371565,0.1459025,-0.091254
62,0.05441478,0.32724917,"('incompetent', 'brilliant')",0.0544148,0.3272492,0.2728344
63,0.009761458,0.13004844,"('unperceptive', 'insightful')",0.0097615,0.1300484,0.1202869
64,-6.648849,-6.4860735,"('shy', 'confident')",-6.648849,-6.4860735,0.1627755
65,0.30850583,0.612459,"('insecure', 'secure')",0.3085058,0.612459,0.3039532
66,-0.22123376,-0.5087405,"('inactive', 'active')",-0.2212338,-0.5087405,-0.2875067
67,-0.6830167,-0.5137933,"('doubtful', 'determined')",-0.6830167,-0.5137933,0.1692234
68,-1.3725404,-1.2856611,"('dependent', 'independent')",-1.3725404,-1.2856611,0.0868793
69,-1.9282357,-2.1595874,"('lazy', 'industrious')",-1.9282357,-2.1595874,-0.2313517
70,1.408744,1.484194,"('lethargic', 'energetic')",1.408744,1.484194,0.07545
71,0.20993052,0.20344178,"('diffident', 'self-confident')",0.2099305,0.2034418,-0.0064887
72,0.416526,0.6503818,"('unambitious', 'ambitious')",0.416526,0.6503818,0.2338558
73,-2.9478245,-2.9458606,"('helpless', 'self-reliant')",-2.9478245,-2.9458606,0.0019639
74,0.3377965,0.26184645,"('undedicated', 'dedicated')",0.3377965,0.2618465,-0.07595
75,-1.004833,-1.1584278,"('meek', 'impulsive')",-1.004833,-1.1584278,-0.1535948
76,0.32629168,0.47651917,"('anxious', 'daring')",0.3262917,0.4765192,0.1502275
77,-1.6109338,-1.3983625,"('unmotivated', 'motivated')",-1.6109338,-1.3983625,0.2125713
78,-1.2823248,-1.3423564,"('nonresilient', 'resilient')",-1.2823248,-1.3423564,-0.0600316
79,-0.19883664,-0.50474817,"('wavering', 'unwavering')",-0.1988366,-0.5047482,-0.3059116
80,0.19655031,0.2341378,"('dominated', 'dominating')",0.1965503,0.2341378,0.0375875
81,0.051814586,0.31215334,"('submissive', 'aggressive')",0.0518146,0.3121533,0.2603387
82,5.9053802,5.9838862,"('poor', 'rich')",5.9053802,5.9838862,0.078506
83,-0.4775684,-0.36449078,"('powerless', 'powerful')",-0.4775684,-0.3644908,0.1130776
84,0.2736054,0.25095487,"('inferior', 'superior')",0.2736054,0.2509549,-0.0226505
85,-1.0728132,-1.3794904,"('insignificant', 'prestigious')",-1.0728132,-1.3794904,-0.3066772
86,0.6278684,0.6528987,"('uninfluential', 'influential')",0.6278684,0.6528987,0.0250303
87,-0.3688641,-0.2336769,"('unsuccessful', 'successful')",-0.3688641,-0.2336769,0.1351872
88,0.17865169,0.11992826,"('low', 'eminent')",0.1786517,0.1199283,-0.0587234
