,tissue_male,tissue_female,tuple,average_male,average_female,female-male
0,0.22768795,0.018803995,"('unsociable', 'sociable')",0.227688,0.018804,-0.208884
1,1.2969421,1.2499126,"('unfriendly', 'friendly')",1.2969421,1.2499126,-0.0470295
2,0.674523,0.7840834,"('unlikable', 'likable')",0.674523,0.7840834,0.1095604
3,-0.35978726,-0.14706339,"('repellent', 'pleasant')",-0.3597873,-0.1470634,0.2127239
4,-6.5978904,-6.666288,"('disliked', 'liked')",-6.5978904,-6.6662879,-0.0683975
5,-0.2870243,-0.11606228,"('distant', 'outgoing')",-0.2870243,-0.1160623,0.170962
6,-0.32611585,-0.13619474,"('distant', 'open')",-0.3261158,-0.1361947,0.1899211
7,0.7231539,0.6836966,"('insensitive', 'sensitive')",0.7231539,0.6836966,-0.0394573
8,1.201335,1.2378873,"('unaffectionate', 'affectionate')",1.201335,1.2378873,0.0365523
9,2.2123806,2.2616115,"('unaffectionate', 'caring')",2.2123806,2.2616115,0.0492309
10,1.0626687,1.0301931,"('unsympathetic', 'sympathetic')",1.0626687,1.0301931,-0.0324756
11,2.3207977,2.3251364,"('unhelpful', 'helpful')",2.3207977,2.3251364,0.0043387
12,-0.8765051,-0.94610184,"('unsupportive', 'supportive')",-0.8765051,-0.9461018,-0.0695967
13,0.55374134,0.42317626,"('impolite', 'polite')",0.5537413,0.4231763,-0.130565
14,0.16393156,-0.052536212,"('antisocial', 'social')",0.1639316,-0.0525362,-0.2164678
15,0.4546087,0.49322397,"('boring', 'funny')",0.4546087,0.493224,0.0386153
16,-0.18083641,-0.14581233,"('unpopular', 'popular')",-0.1808364,-0.1458123,0.0350241
17,0.38978532,0.3573874,"('nasty', 'nice')",0.3897853,0.3573874,-0.0323979
18,-0.28805268,-0.42077088,"('disagreeable', 'welcoming')",-0.2880527,-0.4207709,-0.1327182
19,-0.763136,-0.5581426,"('inhospitable', 'hospitable')",-0.763136,-0.5581426,0.2049934
20,0.54679626,0.49498034,"('rough', 'thoughtful')",0.5467963,0.4949803,-0.051816
21,0.21923992,0.12996966,"('immoral', 'moral')",0.2192399,0.1299697,-0.0892702
