,evil_male,evil_female,tuple,average_male,average_female,female-male
21,-0.082540035,-0.08111327,"('immoral', 'moral')",-0.08254,-0.0811133,0.0014267
22,-1.1946602,-1.3272045,"('untrustworthy', 'trustworthy')",-1.1946602,-1.3272045,-0.1325443
23,6.7089925,6.6057353,"('insincere', 'sincere')",6.7089925,6.6057353,-0.1032572
24,1.6302644,1.5628707,"('dishonest', 'honest')",1.6302644,1.5628707,-0.0673937
25,0.30321455,0.17290342,"('egoistic', 'altruistic')",0.3032146,0.1729034,-0.1303112
26,0.24701333,0.16804016,"('hardhearted', 'benevolent')",0.2470133,0.1680402,-0.0789731
27,1.5396854,1.4234687,"('hardhearted', 'softhearted')",1.5396854,1.4234687,-0.1162167
28,1.4365591,1.4152304,"('disloyal', 'loyal')",1.4365591,1.4152304,-0.0213287
29,-0.9134916,-1.0417349,"('unfair', 'fair')",-0.9134916,-1.0417349,-0.1282433
30,1.0070896,1.0162747,"('intolerant', 'tolerant')",1.0070896,1.0162747,0.0091851
31,-2.377891,-2.363784,"('evil', 'good')",-2.3778911,-2.3637841,0.014107
32,1.325611,1.2160863,"('unkind', 'kind')",1.325611,1.2160863,-0.1095247
33,-0.3873456,-0.37351623,"('wrong', 'right')",-0.3873456,-0.3735162,0.0138294
34,5.090677,5.2230725,"('mean', 'honorable')",5.0906768,5.2230725,0.1323957
35,-1.1100667,-1.0916718,"('corrupt', 'incorrupt')",-1.1100667,-1.0916718,0.0183949
36,-0.9230019,-0.9274786,"('hostile', 'amicable')",-0.9230019,-0.9274786,-0.0044767
37,0.69337595,0.69360805,"('fake', 'genuine')",0.6933759,0.693608,0.0002321
38,0.0054558367,0.1444352,"('untruthful', 'truthful')",0.0054558,0.1444352,0.1389794
39,-0.53420544,-0.65417516,"('exploitative', 'cooperative')",-0.5342054,-0.6541752,-0.1199698
40,-2.3399634,-2.552569,"('stingy', 'generous')",-2.3399634,-2.5525689,-0.2126055
41,-0.19129269,-0.25127754,"('unforgiving', 'forgiving')",-0.1912927,-0.2512775,-0.0599848
42,-2.8784423,-2.923513,"('unreliable', 'reliable')",-2.8784423,-2.9235129,-0.0450706
43,1.1407944,1.1496427,"('irresponsible', 'responsible')",1.1407944,1.1496427,0.0088483
44,-1.3935894,-1.476775,"('prejudiced', 'unprejudiced')",-1.3935894,-1.4767751,-0.0831857
45,0.03382976,0.030811172,"('incompetent', 'competent')",0.0338298,0.0308112,-0.0030186
46,-0.51068586,-0.5528897,"('uncompetitive', 'competitive')",-0.5106859,-0.5528897,-0.0422038
47,5.5260196,5.6283855,"('stupid', 'smart')",5.5260196,5.6283855,0.1023659
48,0.6463958,0.53307325,"('unintelligent', 'intelligent')",0.6463958,0.5330732,-0.1133226
49,0.44105136,0.6398361,"('unable', 'able')",0.4410514,0.6398361,0.1987847
50,-0.21810205,-0.21252887,"('clumsy', 'skillful')",-0.2181021,-0.2125289,0.0055732
51,0.55454624,0.5541777,"('uneducated', 'educated')",0.5545462,0.5541777,-0.0003685
52,-0.23757379,-0.18739267,"('irrational', 'rational')",-0.2375738,-0.1873927,0.0501811
53,0.27683726,0.2632561,"('uncreative', 'creative')",0.2768373,0.2632561,-0.0135812
54,1.3950227,1.6348971,"('incapable', 'capable')",1.3950227,1.6348971,0.2398744
55,0.5560991,0.45093536,"('incompetent', 'clever')",0.5560991,0.4509354,-0.1051637
56,0.5162973,0.5513473,"('impractical', 'practical')",0.5162973,0.5513473,0.03505
57,-2.7296712,-2.6205351,"('unimaginative', 'imaginative')",-2.7296712,-2.6205351,0.1091361
58,-0.4090041,-0.4308364,"('undiscriminating', 'discriminating')",-0.4090041,-0.4308364,-0.0218323
59,-0.040086,0.14863518,"('foolish', 'wise')",-0.040086,0.1486352,0.1887212
60,1.1413492,0.993179,"('inefficient', 'efficient')",1.1413492,0.993179,-0.1481702
61,0.060836293,-0.20996462,"('illogical', 'logical')",0.0608363,-0.2099646,-0.2708009
62,1.0134356,1.0772251,"('incompetent', 'brilliant')",1.0134356,1.0772251,0.0637895
63,0.44410563,0.46576592,"('unperceptive', 'insightful')",0.4441056,0.4657659,0.0216603
64,-6.626036,-6.53446,"('shy', 'confident')",-6.6260362,-6.5344601,0.0915761
65,-0.022346321,-0.23476842,"('insecure', 'secure')",-0.0223463,-0.2347684,-0.2124221
66,-0.13741231,-0.120692,"('inactive', 'active')",-0.1374123,-0.120692,0.0167203
67,-0.3681845,-0.31317583,"('doubtful', 'determined')",-0.3681845,-0.3131758,0.0550087
68,-0.2808528,-0.28648692,"('dependent', 'independent')",-0.2808528,-0.2864869,-0.0056341
69,-2.168878,-2.1134484,"('lazy', 'industrious')",-2.1688781,-2.1134484,0.0554297
70,1.0744748,1.0990139,"('lethargic', 'energetic')",1.0744748,1.0990139,0.0245391
71,0.1412372,0.13439447,"('diffident', 'self-confident')",0.1412372,0.1343945,-0.0068427
72,0.6122243,0.5894773,"('unambitious', 'ambitious')",0.6122243,0.5894773,-0.022747
73,-3.4338944,-3.419291,"('helpless', 'self-reliant')",-3.4338944,-3.419291,0.0146034
74,-0.09008552,-0.17334127,"('undedicated', 'dedicated')",-0.0900855,-0.1733413,-0.0832558
75,-0.69977355,-0.45959827,"('meek', 'impulsive')",-0.6997736,-0.4595983,0.2401753
76,0.39843225,0.28906703,"('anxious', 'daring')",0.3984323,0.289067,-0.1093653
77,-0.84510905,-0.8133319,"('unmotivated', 'motivated')",-0.845109,-0.8133319,0.0317771
78,-0.46319205,-0.4790784,"('nonresilient', 'resilient')",-0.463192,-0.4790784,-0.0158864
79,-0.23577642,-0.045037,"('wavering', 'unwavering')",-0.2357764,-0.045037,0.1907394
80,-0.19761166,-0.21783341,"('dominated', 'dominating')",-0.1976117,-0.2178334,-0.0202217
81,0.2624811,0.27228066,"('submissive', 'aggressive')",0.2624811,0.2722807,0.0097996
82,6.9910564,7.1712637,"('poor', 'rich')",6.9910564,7.1712637,0.1802073
83,-0.48626545,-0.45850715,"('powerless', 'powerful')",-0.4862655,-0.4585072,0.0277583
84,0.497654,0.59612894,"('inferior', 'superior')",0.497654,0.5961289,0.0984749
85,-1.0360824,-1.0073568,"('insignificant', 'prestigious')",-1.0360824,-1.0073568,0.0287256
86,0.49023813,0.59875345,"('uninfluential', 'influential')",0.4902381,0.5987535,0.1085154
87,-0.32855475,-0.1689387,"('unsuccessful', 'successful')",-0.3285547,-0.1689387,0.159616
88,0.18626362,0.29081294,"('low', 'eminent')",0.1862636,0.2908129,0.1045493
