,moodys_male,moodys_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.13898349,0.070440315,"('unsociable', 'sociable')",-0.017776,-0.17452928,0.0606037,-0.0520445,-0.1126482
1,0.37215623,0.19101621,"('unfriendly', 'friendly')",1.3095766,1.2184632,0.8408664,0.7047397,-0.1361267
2,1.255553,1.3124475,"('unlikable', 'likable')",0.43199614,0.5028809,0.8437746,0.9076642,0.0638896
3,-0.1835941,-0.04012001,"('repellent', 'pleasant')",1.0998794,1.1365007,0.4581426,0.5481904,0.0900478
4,-0.37818778,-0.45227215,"('disliked', 'liked')",-7.3731227,-7.3881083,-3.8756552,-3.9201901,-0.0445349
5,0.11073641,-0.02571466,"('distant', 'outgoing')",-0.98114085,-0.96642464,-0.4352022,-0.4960696,-0.0608674
6,-0.097578496,-0.22336411,"('distant', 'open')",-0.43683258,-0.4781479,-0.2672055,-0.350756,-0.0835505
7,0.35571435,0.4140008,"('insensitive', 'sensitive')",0.7196465,0.6687816,0.5376804,0.5413912,0.0037108
8,0.0045481585,-0.11593218,"('unaffectionate', 'affectionate')",0.45804757,0.40097344,0.2312979,0.1425206,-0.0887773
9,0.58946145,0.49526674,"('unaffectionate', 'caring')",1.1308534,1.1125546,0.8601574,0.8039106,-0.0562468
10,-0.32306036,-0.3005145,"('unsympathetic', 'sympathetic')",-0.035593297,-0.075730845,-0.1793268,-0.1881227,-0.0087959
11,-0.44590205,-0.38181067,"('unhelpful', 'helpful')",1.8048012,1.8988888,0.6794496,0.7585391,0.0790895
12,0.8289728,0.8753943,"('unsupportive', 'supportive')",-2.4730828,-2.4487348,-0.822055,-0.7866702,0.0353848
13,-0.1251392,-0.080848455,"('impolite', 'polite')",-0.6507323,-0.63963324,-0.3879358,-0.3602408,0.027695
14,1.1048268,1.1442316,"('antisocial', 'social')",0.3219238,0.23367743,0.7133753,0.6889545,-0.0244208
15,-0.17631759,-0.27168122,"('boring', 'funny')",-0.14310052,-0.17462054,-0.1597091,-0.2231509,-0.0634418
16,-1.1765897,-1.1784229,"('unpopular', 'popular')",0.25674295,0.19493204,-0.4599234,-0.4917454,-0.031822
17,-0.03541114,0.051716477,"('nasty', 'nice')",-0.4329785,-0.3628721,-0.2341948,-0.1555778,0.078617
18,-0.32649773,-0.26579785,"('disagreeable', 'welcoming')",-0.7646781,-0.7797131,-0.5455879,-0.5227555,0.0228324
19,-0.19932237,-0.2053316,"('inhospitable', 'hospitable')",-0.8308197,-0.7609266,-0.515071,-0.4831291,0.0319419
20,0.5627498,0.5835193,"('rough', 'thoughtful')",1.024224,1.0043522,0.793487,0.7939358,0.0004488
21,0.005879436,0.13045435,"('immoral', 'moral')",-0.6399454,-0.61761594,-0.317033,-0.2435808,0.0734522
22,0.01222519,0.039086588,"('untrustworthy', 'trustworthy')",-0.8884255,-0.9786222,-0.4381002,-0.4697678,-0.0316676
23,0.5744538,0.5840827,"('insincere', 'sincere')",6.3216114,6.231257,3.4480326,3.4076698,-0.0403628
24,-0.22171119,-0.17900397,"('dishonest', 'honest')",0.7680674,0.7236523,0.2731781,0.2723242,-0.0008539
25,0.30354935,0.26691446,"('egoistic', 'altruistic')",0.83006895,0.78725374,0.5668092,0.5270841,-0.0397251
26,2.2564251,2.103413,"('hardhearted', 'benevolent')",2.298801,2.2232916,2.2776132,2.1633525,-0.1142607
27,0.21053872,0.18288575,"('hardhearted', 'softhearted')",1.2408873,1.1667473,0.725713,0.6748165,-0.0508965
28,0.008686494,-0.045393646,"('disloyal', 'loyal')",1.519891,1.4018421,0.7642888,0.6782242,-0.0860646
29,-0.9746994,-1.0232406,"('unfair', 'fair')",-0.509567,-0.6288912,-0.7421332,-0.8260659,-0.0839327
30,0.647864,0.7594765,"('intolerant', 'tolerant')",0.6608058,0.7026519,0.6543349,0.7310642,0.0767293
31,-0.6429101,-0.6304122,"('evil', 'good')",-0.9993001,-0.9918097,-0.8211051,-0.811111,0.0099941
32,0.27337456,0.25725564,"('unkind', 'kind')",0.9738405,0.82840717,0.6236075,0.5428314,-0.0807761
33,0.6322253,0.53651345,"('wrong', 'right')",-0.6481631,-0.73969084,-0.0079689,-0.1015887,-0.0936198
34,-0.13340302,0.015734222,"('mean', 'honorable')",5.4128675,5.599897,2.6397324,2.8078156,0.1680832
35,-0.28021565,-0.41820315,"('corrupt', 'incorrupt')",-0.57092375,-0.70632076,-0.4255697,-0.5622619,-0.1366922
36,-0.16760737,-0.35241205,"('hostile', 'amicable')",-0.36557734,-0.48332587,-0.2665924,-0.417869,-0.1512766
37,-0.25853503,-0.18024155,"('fake', 'genuine')",-4.527904e-05,0.0036399942,-0.1292901,-0.0883008,0.0409893
38,0.15262105,0.11888994,"('untruthful', 'truthful')",-0.23569015,-0.15082358,-0.0415346,-0.0159668,0.0255678
39,1.2784404,1.3911823,"('exploitative', 'cooperative')",0.7289426,0.7606553,1.0036914,1.0759188,0.0722274
40,0.732119,0.6606855,"('stingy', 'generous')",-1.9265157,-1.993303,-0.5971984,-0.6663088,-0.0691104
41,1.2574859,1.2610177,"('unforgiving', 'forgiving')",0.15929922,0.085935004,0.7083926,0.6734763,-0.0349163
42,0.8330151,0.9509781,"('unreliable', 'reliable')",-2.9714053,-2.9393017,-1.069195,-0.9941618,0.0750332
43,0.6374845,0.7071497,"('irresponsible', 'responsible')",0.56595504,0.54514474,0.6017197,0.6261472,0.0244275
44,-1.4704887,-1.3724362,"('prejudiced', 'unprejudiced')",-1.5629365,-1.5114659,-1.5167127,-1.441951,0.0747617
45,-0.61963993,-0.51852775,"('incompetent', 'competent')",0.18812405,0.1403197,-0.2157579,-0.189104,0.0266539
46,0.16810867,0.27760327,"('uncompetitive', 'competitive')",-0.8318575,-0.8992638,-0.3318744,-0.3108303,0.0210441
47,0.35133812,0.3984041,"('stupid', 'smart')",5.4714947,5.4941807,2.9114163,2.9462924,0.0348761
48,-0.8777558,-0.7971823,"('unintelligent', 'intelligent')",0.52730685,0.52377707,-0.1752245,-0.1367026,0.0385219
49,-0.6360451,-0.53071463,"('unable', 'able')",-0.40195665,-0.3551542,-0.5190009,-0.4429344,0.0760665
50,-0.52879083,-0.51224,"('clumsy', 'skillful')",-0.2648676,-0.35516882,-0.3968292,-0.4337044,-0.0368752
51,-0.4582269,-0.50067186,"('uneducated', 'educated')",0.27016565,0.24333511,-0.0940306,-0.1286684,-0.0346378
52,-0.31718263,-0.527422,"('irrational', 'rational')",-0.27762157,-0.36088726,-0.2974021,-0.4441546,-0.1467525
53,-0.27870345,-0.39086834,"('uncreative', 'creative')",0.24060199,0.15703283,-0.0190507,-0.1169178,-0.0978671
54,0.42745382,0.2862612,"('incapable', 'capable')",0.8846998,0.85040826,0.6560768,0.5683347,-0.0877421
55,-0.032769386,0.101598285,"('incompetent', 'clever')",0.48656195,0.4740636,0.2268963,0.2878309,0.0609346
56,1.2445248,1.3008099,"('impractical', 'practical')",-0.12961134,-0.123469934,0.5574567,0.58867,0.0312133
57,-0.25263554,-0.35669267,"('unimaginative', 'imaginative')",-3.1231964,-3.1243165,-1.6879159,-1.7405045,-0.0525886
58,0.38751197,0.36574283,"('undiscriminating', 'discriminating')",0.15712693,0.12278898,0.2723194,0.2442659,-0.0280535
