,sink_male,sink_female,tuple,average_male,average_female,female-male
0,-0.054111578,-0.06352113,"('unsociable', 'sociable')",-0.0541116,-0.0635211,-0.0094095
1,0.9981256,1.0012949,"('unfriendly', 'friendly')",0.9981256,1.0012949,0.0031693
2,-0.14821419,-0.059535496,"('unlikable', 'likable')",-0.1482142,-0.0595355,0.0886787
3,0.96131814,0.99399364,"('repellent', 'pleasant')",0.9613181,0.9939936,0.0326755
4,-7.2759,-7.38256,"('disliked', 'liked')",-7.2758999,-7.3825598,-0.1066599
5,-0.89142555,-0.91175157,"('distant', 'outgoing')",-0.8914255,-0.9117516,-0.0203261
6,-0.24484858,-0.33094713,"('distant', 'open')",-0.2448486,-0.3309471,-0.0860985
7,1.0697489,1.1138045,"('insensitive', 'sensitive')",1.0697489,1.1138045,0.0440556
8,0.70415515,0.64661205,"('unaffectionate', 'affectionate')",0.7041551,0.646612,-0.0575431
9,0.92949456,0.99476653,"('unaffectionate', 'caring')",0.9294946,0.9947665,0.0652719
10,1.092753,1.0962408,"('unsympathetic', 'sympathetic')",1.0927531,1.0962408,0.0034877
11,1.2221314,1.2615567,"('unhelpful', 'helpful')",1.2221314,1.2615567,0.0394253
12,-1.8982358,-1.9111402,"('unsupportive', 'supportive')",-1.8982358,-1.9111402,-0.0129044
13,-0.13680308,-0.116786584,"('impolite', 'polite')",-0.1368031,-0.1167866,0.0200165
14,0.44010174,0.3765519,"('antisocial', 'social')",0.4401017,0.3765519,-0.0635498
15,-0.07612306,-0.1383975,"('boring', 'funny')",-0.0761231,-0.1383975,-0.0622744
16,-0.73266506,-0.72577477,"('unpopular', 'popular')",-0.7326651,-0.7257748,0.0068903
17,-0.2351146,-0.13943332,"('nasty', 'nice')",-0.2351146,-0.1394333,0.0956813
18,-0.29488575,-0.36354777,"('disagreeable', 'welcoming')",-0.2948858,-0.3635478,-0.068662
19,-1.0280979,-1.0795801,"('inhospitable', 'hospitable')",-1.0280979,-1.0795801,-0.0514822
20,1.0477561,1.0081669,"('rough', 'thoughtful')",1.0477561,1.0081669,-0.0395892
21,-0.36243954,-0.27342996,"('immoral', 'moral')",-0.3624395,-0.27343,0.0890095
22,-0.29031864,-0.30779973,"('untrustworthy', 'trustworthy')",-0.2903186,-0.3077997,-0.0174811
23,6.0482993,6.1205754,"('insincere', 'sincere')",6.0482993,6.1205754,0.0722761
24,1.3204776,1.2084931,"('dishonest', 'honest')",1.3204776,1.2084931,-0.1119845
25,0.660411,0.6296012,"('egoistic', 'altruistic')",0.660411,0.6296012,-0.0308098
26,0.8903194,0.83223546,"('hardhearted', 'benevolent')",0.8903194,0.8322355,-0.0580839
27,1.6503906,1.4921091,"('hardhearted', 'softhearted')",1.6503906,1.4921091,-0.1582815
28,0.8676649,0.8511138,"('disloyal', 'loyal')",0.8676649,0.8511138,-0.0165511
29,-0.66978,-0.78249174,"('unfair', 'fair')",-0.66978,-0.7824917,-0.1127117
30,0.9535577,0.9694251,"('intolerant', 'tolerant')",0.9535577,0.9694251,0.0158674
31,-1.3457576,-1.3171587,"('evil', 'good')",-1.3457576,-1.3171587,0.0285989
32,0.9295818,0.8872522,"('unkind', 'kind')",0.9295818,0.8872522,-0.0423296
33,-0.77437073,-0.8089078,"('wrong', 'right')",-0.7743707,-0.8089078,-0.0345371
34,4.223952,4.358164,"('mean', 'honorable')",4.2239518,4.3581638,0.134212
35,-0.9069626,-1.1370387,"('corrupt', 'incorrupt')",-0.9069626,-1.1370387,-0.2300761
36,-0.8243749,-0.88802797,"('hostile', 'amicable')",-0.8243749,-0.888028,-0.0636531
37,0.74493176,0.76062256,"('fake', 'genuine')",0.7449318,0.7606226,0.0156908
38,-0.64553416,-0.5781912,"('untruthful', 'truthful')",-0.6455342,-0.5781912,0.067343
39,0.46457213,0.43759322,"('exploitative', 'cooperative')",0.4645721,0.4375932,-0.0269789
40,-1.1259314,-1.3179806,"('stingy', 'generous')",-1.1259314,-1.3179806,-0.1920492
41,0.044533394,0.058543388,"('unforgiving', 'forgiving')",0.0445334,0.0585434,0.01401
42,-1.9843231,-2.0666487,"('unreliable', 'reliable')",-1.9843231,-2.0666487,-0.0823256
43,0.7694709,0.81769365,"('irresponsible', 'responsible')",0.7694709,0.8176937,0.0482228
44,-0.7533592,-0.76797783,"('prejudiced', 'unprejudiced')",-0.7533592,-0.7679778,-0.0146186
45,-0.03500136,-0.048877582,"('incompetent', 'competent')",-0.0350014,-0.0488776,-0.0138762
46,-0.29324758,-0.35174727,"('uncompetitive', 'competitive')",-0.2932476,-0.3517473,-0.0584997
47,4.883664,5.0610676,"('stupid', 'smart')",4.8836641,5.0610676,0.1774035
48,0.32412153,0.33936295,"('unintelligent', 'intelligent')",0.3241215,0.3393629,0.0152414
49,-0.09505359,-0.03510084,"('unable', 'able')",-0.0950536,-0.0351008,0.0599528
50,-0.6515144,-0.66200596,"('clumsy', 'skillful')",-0.6515144,-0.662006,-0.0104916
51,0.60118526,0.49918157,"('uneducated', 'educated')",0.6011853,0.4991816,-0.1020037
52,-0.6960369,-0.76033247,"('irrational', 'rational')",-0.6960369,-0.7603325,-0.0642956
53,-0.23250219,-0.27619323,"('uncreative', 'creative')",-0.2325022,-0.2761932,-0.043691
54,0.7086942,0.78549236,"('incapable', 'capable')",0.7086942,0.7854924,0.0767982
55,0.8813442,0.908292,"('incompetent', 'clever')",0.8813442,0.908292,0.0269478
56,0.3625961,0.35301924,"('impractical', 'practical')",0.3625961,0.3530192,-0.0095769
57,-2.4095337,-2.4121373,"('unimaginative', 'imaginative')",-2.4095337,-2.4121373,-0.0026036
58,0.11384884,0.11793488,"('undiscriminating', 'discriminating')",0.1138488,0.1179349,0.0040861
59,-0.57870615,-0.5781735,"('foolish', 'wise')",-0.5787061,-0.5781735,0.0005326
60,0.37135008,0.5286126,"('inefficient', 'efficient')",0.3713501,0.5286126,0.1572625
61,0.21861622,0.096231885,"('illogical', 'logical')",0.2186162,0.0962319,-0.1223843
62,0.38916036,0.4958575,"('incompetent', 'brilliant')",0.3891604,0.4958575,0.1066971
63,-0.15736537,-0.12571992,"('unperceptive', 'insightful')",-0.1573654,-0.1257199,0.0316455
64,-6.153234,-6.1641083,"('shy', 'confident')",-6.153234,-6.1641083,-0.0108743
65,0.42745528,0.48998153,"('insecure', 'secure')",0.4274553,0.4899815,0.0625262
66,-0.09517097,-0.20803209,"('inactive', 'active')",-0.095171,-0.2080321,-0.1128611
67,-0.6001901,-0.52003294,"('doubtful', 'determined')",-0.6001901,-0.5200329,0.0801572
68,-0.75074655,-0.8188047,"('dependent', 'independent')",-0.7507465,-0.8188047,-0.0680582
69,-2.122657,-2.1241128,"('lazy', 'industrious')",-2.1226571,-2.1241128,-0.0014557
70,1.5458233,1.4585769,"('lethargic', 'energetic')",1.5458233,1.4585769,-0.0872464
71,0.5466416,0.5109585,"('diffident', 'self-confident')",0.5466416,0.5109585,-0.0356831
72,0.648287,0.77661306,"('unambitious', 'ambitious')",0.648287,0.7766131,0.1283261
73,-3.033501,-3.0229294,"('helpless', 'self-reliant')",-3.0335009,-3.0229294,0.0105715
74,0.18838313,0.08566272,"('undedicated', 'dedicated')",0.1883831,0.0856627,-0.1027204
75,-0.7354821,-0.6758635,"('meek', 'impulsive')",-0.7354821,-0.6758635,0.0596186
76,0.923826,0.9099007,"('anxious', 'daring')",0.923826,0.9099007,-0.0139253
77,-1.4917445,-1.2844291,"('unmotivated', 'motivated')",-1.4917445,-1.2844291,0.2073154
78,-0.82250327,-0.83774626,"('nonresilient', 'resilient')",-0.8225033,-0.8377463,-0.015243
79,-0.5033459,-0.5020985,"('wavering', 'unwavering')",-0.5033459,-0.5020985,0.0012474
80,-0.105983,-0.18782587,"('dominated', 'dominating')",-0.105983,-0.1878259,-0.0818429
81,0.2668761,0.28071353,"('submissive', 'aggressive')",0.2668761,0.2807135,0.0138374
82,5.996112,6.0434265,"('poor', 'rich')",5.9961119,6.0434265,0.0473146
83,-0.31198102,-0.2802382,"('powerless', 'powerful')",-0.311981,-0.2802382,0.0317428
84,0.53818053,0.52028155,"('inferior', 'superior')",0.5381805,0.5202816,-0.0178989
85,-0.85904634,-0.9506191,"('insignificant', 'prestigious')",-0.8590463,-0.9506191,-0.0915728
86,0.274085,0.20432591,"('uninfluential', 'influential')",0.274085,0.2043259,-0.0697591
87,-0.5948274,-0.541592,"('unsuccessful', 'successful')",-0.5948274,-0.541592,0.0532354
88,0.095036484,0.056380514,"('low', 'eminent')",0.0950365,0.0563805,-0.038656
