,kontoor_male,kontoor_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.53386694,-0.7752456,"('unsociable', 'sociable')",1.0388353,0.73159033,-0.25000525,-0.47279653,0.0849877,-0.1721506,-0.2571383
1,-1.8553933,-1.90314,"('unfriendly', 'friendly')",0.26063395,0.21366644,1.3568883,1.2430261,-0.0792904,-0.1488158,-0.0695254
2,1.1114815,1.1145625,"('unlikable', 'likable')",1.1423918,1.1935983,0.86523944,0.98927975,1.0397042,1.0991468,0.0594426
3,-0.6518974,-0.50433266,"('repellent', 'pleasant')",-0.6556761,-0.44659624,-0.4481067,-0.33727512,-0.5852268,-0.4294014,0.1558254
4,-0.10384578,-0.12309606,"('disliked', 'liked')",-0.32354763,-0.24533185,-5.151436,-5.188819,-1.8596098,-1.8524156,0.0071942
5,-0.80796325,-0.65332294,"('distant', 'outgoing')",-0.41807806,-0.1989708,-0.09376648,-0.001225479,-0.4399359,-0.2845064,0.1554295
6,-1.4839301,-1.2988703,"('distant', 'open')",-1.0230709,-0.83601534,0.101246394,0.1393253,-0.8019182,-0.6651868,0.1367314
7,-0.03368938,-0.091837496,"('insensitive', 'sensitive')",0.46484864,0.43142205,0.48196316,0.4803127,0.3043741,0.2732991,-0.031075
8,-1.3325698,-1.3126861,"('unaffectionate', 'affectionate')",-0.45192116,-0.33700898,0.035984002,-0.016415896,-0.5828357,-0.5553703,0.0274654
9,-1.5132267,-1.5016222,"('unaffectionate', 'caring')",0.4831705,0.51426524,0.64587927,0.6305004,-0.128059,-0.1189522,0.0091068
10,-0.98594433,-1.1202803,"('unsympathetic', 'sympathetic')",0.5256085,0.37138173,-0.23506305,-0.3897063,-0.2317996,-0.379535,-0.1477354
11,0.46560428,0.34660238,"('unhelpful', 'helpful')",0.6567168,0.6295544,2.1115916,2.0734096,1.0779709,1.0165221,-0.0614488
12,-0.5601356,-0.4615744,"('unsupportive', 'supportive')",0.7985552,0.97017014,-1.3760104,-1.2951337,-0.379197,-0.2621793,0.1170177
13,0.42119408,0.27447033,"('impolite', 'polite')",1.1642547,0.9664922,0.34716398,0.3009728,0.6442042,0.5139784,-0.1302258
14,0.034107793,-0.0051255636,"('antisocial', 'social')",1.0748276,0.9569225,-0.5682786,-0.6116342,0.1802189,0.1133876,-0.0668313
