,kumquat_male,kumquat_female,tuple,average_male,average_female,female-male
0,-0.17865685,-0.29876316,"('unsociable', 'sociable')",-0.1786568,-0.2987632,-0.1201064
1,-0.71727055,-0.82324994,"('unfriendly', 'friendly')",-0.7172706,-0.8232499,-0.1059793
2,0.85615414,0.85653275,"('unlikable', 'likable')",0.8561541,0.8565328,0.0003787
3,-0.33032948,-0.22896673,"('repellent', 'pleasant')",-0.3303295,-0.2289667,0.1013628
4,-1.1402285,-1.1225886,"('disliked', 'liked')",-1.1402285,-1.1225886,0.0176399
5,-0.84475034,-0.7944796,"('distant', 'outgoing')",-0.8447503,-0.7944796,0.0502707
6,-1.1096336,-1.0299455,"('distant', 'open')",-1.1096336,-1.0299455,0.0796881
7,-0.6010108,-0.6450483,"('insensitive', 'sensitive')",-0.6010108,-0.6450483,-0.0440375
8,-1.3524362,-1.3813074,"('unaffectionate', 'affectionate')",-1.3524362,-1.3813074,-0.0288712
9,-0.9709985,-1.0571824,"('unaffectionate', 'caring')",-0.9709985,-1.0571824,-0.0861839
10,-0.8235759,-0.884537,"('unsympathetic', 'sympathetic')",-0.8235759,-0.884537,-0.0609611
11,-0.07333814,-0.16926128,"('unhelpful', 'helpful')",-0.0733381,-0.1692613,-0.0959232
12,-1.4525265,-1.3810351,"('unsupportive', 'supportive')",-1.4525265,-1.3810351,0.0714914
13,-0.41653666,-0.5548735,"('impolite', 'polite')",-0.4165367,-0.5548735,-0.1383368
14,-0.0091550015,-0.0766553,"('antisocial', 'social')",-0.009155,-0.0766553,-0.0675003
15,1.1529412,1.061467,"('boring', 'funny')",1.1529412,1.0614671,-0.0914741
16,0.36325043,0.322155,"('unpopular', 'popular')",0.3632504,0.322155,-0.0410954
17,-0.08965138,-0.081808105,"('nasty', 'nice')",-0.0896514,-0.0818081,0.0078433
18,-0.7294326,-0.7228472,"('disagreeable', 'welcoming')",-0.7294326,-0.7228472,0.0065854
19,-1.1057749,-1.0316778,"('inhospitable', 'hospitable')",-1.1057749,-1.0316778,0.0740971
20,0.08434276,0.04016702,"('rough', 'thoughtful')",0.0843428,0.040167,-0.0441758
21,-0.42700782,-0.47274214,"('immoral', 'moral')",-0.4270078,-0.4727421,-0.0457343
