,metlife_male,metlife_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.16211113,0.102751,"('unsociable', 'sociable')",-0.50403297,-0.6106362,-0.1709609,-0.2539426,-0.0829817
1,0.2941039,0.24298754,"('unfriendly', 'friendly')",2.0350995,1.9383436,1.1646017,1.0906656,-0.0739361
2,0.30753878,0.3896883,"('unlikable', 'likable')",0.40109843,0.48504812,0.3543186,0.4373682,0.0830496
3,-0.8972573,-0.7608426,"('repellent', 'pleasant')",-0.105133384,-0.03657412,-0.5011954,-0.3987084,0.102487
4,0.19192117,0.15054911,"('disliked', 'liked')",-6.1697717,-6.3235936,-2.9889252,-3.0865223,-0.0975971
5,-0.12842429,-0.12152578,"('distant', 'outgoing')",-0.0253327,-0.048623826,-0.0768785,-0.0850748,-0.0081963
6,-0.44882694,-0.3995653,"('distant', 'open')",0.55038273,0.49449667,0.0507779,0.0474657,-0.0033122
7,0.017703168,0.10831476,"('insensitive', 'sensitive')",0.44609213,0.4856436,0.2318977,0.2969792,0.0650815
8,-0.4749351,-0.49842638,"('unaffectionate', 'affectionate')",0.9228643,0.82586193,0.2239646,0.1637178,-0.0602468
9,-0.14539704,-0.1481806,"('unaffectionate', 'caring')",1.0342561,0.99031454,0.4444295,0.421067,-0.0233625
10,-1.3908713,-1.2742352,"('unsympathetic', 'sympathetic')",-0.75037783,-0.7618485,-1.0706246,-1.0180418,0.0525828
11,-0.10284622,0.010093011,"('unhelpful', 'helpful')",1.192709,1.2522435,0.5449314,0.6311682,0.0862368
12,-0.23946871,-0.09006057,"('unsupportive', 'supportive')",-1.9556956,-1.9386165,-1.0975822,-1.0143385,0.0832437
13,0.48056245,0.5090549,"('impolite', 'polite')",-0.8774645,-0.83827364,-0.198451,-0.1646094,0.0338416
14,1.053267,1.0511248,"('antisocial', 'social')",-0.5590658,-0.59734434,0.2471006,0.2268902,-0.0202104
15,0.20184135,0.10263599,"('boring', 'funny')",0.64090466,0.5941514,0.421373,0.3483937,-0.0729793
16,-0.50290596,-0.46390578,"('unpopular', 'popular')",0.37360683,0.4039815,-0.0646496,-0.0299621,0.0346875
17,0.6864046,0.7744457,"('nasty', 'nice')",-0.32517353,-0.25569892,0.1806155,0.2593734,0.0787579
18,-0.19838585,-0.14149639,"('disagreeable', 'welcoming')",-0.29455987,-0.33427137,-0.2464729,-0.2378839,0.008589
19,-0.47710627,-0.42717937,"('inhospitable', 'hospitable')",0.10543781,0.16961925,-0.1858342,-0.1287801,0.0570541
20,0.6984405,0.7199431,"('rough', 'thoughtful')",1.4361283,1.3906245,1.0672843,1.0552838,-0.0120005
21,-0.47244224,-0.4424557,"('immoral', 'moral')",-0.9493994,-0.8905458,-0.7109208,-0.6665007,0.0444201
22,-0.1571872,-0.14904734,"('untrustworthy', 'trustworthy')",-1.0320926,-1.0937728,-0.5946399,-0.6214101,-0.0267702
23,-0.25035495,-0.19357976,"('insincere', 'sincere')",5.200392,5.2074604,2.4750185,2.5069404,0.0319219
24,-0.07207376,-0.098453976,"('dishonest', 'honest')",0.7355737,0.6828947,0.33175,0.2922204,-0.0395296
25,0.21932189,0.20420729,"('egoistic', 'altruistic')",1.7344127,1.7261337,0.9768673,0.9651705,-0.0116968
26,0.81149787,0.76290894,"('hardhearted', 'benevolent')",2.0924554,2.0375922,1.4519767,1.4002506,-0.0517261
27,0.13979508,0.18881083,"('hardhearted', 'softhearted')",1.633194,1.5553385,0.8864945,0.8720747,-0.0144198
28,-0.18582669,-0.2566474,"('disloyal', 'loyal')",0.9179987,0.804825,0.366086,0.2740888,-0.0919972
29,-0.17138574,-0.25761393,"('unfair', 'fair')",-0.25301144,-0.4080355,-0.2121986,-0.3328247,-0.1206261
30,0.63101614,0.6706033,"('intolerant', 'tolerant')",1.2978551,1.2427981,0.9644356,0.9567007,-0.0077349
31,-0.4576778,-0.39676714,"('evil', 'good')",-0.48289984,-0.5369234,-0.4702888,-0.4668453,0.0034435
32,0.13093962,0.12561381,"('unkind', 'kind')",0.5700739,0.46087545,0.3505068,0.2932446,-0.0572622
33,0.31629118,0.23719123,"('wrong', 'right')",-0.3134182,-0.33963528,0.0014365,-0.051222,-0.0526585
34,0.4151704,0.5872913,"('mean', 'honorable')",5.761823,5.917081,3.0884967,3.2521861,0.1636894
35,-0.32565847,-0.43346357,"('corrupt', 'incorrupt')",0.6383763,0.4957724,0.1563589,0.0311544,-0.1252045
36,0.27239087,0.18258351,"('hostile', 'amicable')",0.82758325,0.6332278,0.5499871,0.4079057,-0.1420814
37,0.26937735,0.3229454,"('fake', 'genuine')",0.47561866,0.46512237,0.372498,0.3940339,0.0215359
38,-0.5405708,-0.47865355,"('untruthful', 'truthful')",-0.24820745,-0.19826113,-0.3943891,-0.3384573,0.0559318
39,1.790481,1.8013756,"('exploitative', 'cooperative')",0.14392368,0.16527511,0.9672023,0.9833254,0.0161231
40,0.07837428,0.09413192,"('stingy', 'generous')",-1.0721014,-1.1930511,-0.4968635,-0.5494596,-0.0525961
41,0.0077030715,0.0991669,"('unforgiving', 'forgiving')",-0.05565192,-0.16504002,-0.0239744,-0.0329366,-0.0089622
42,0.31711242,0.500498,"('unreliable', 'reliable')",-3.2195523,-3.183285,-1.4512199,-1.3413935,0.1098264
