,adient_male,adient_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.58803046,-0.6854991,"('unsociable', 'sociable')",-0.17650627,-0.313282,-0.3822684,-0.4993905,-0.1171221
1,-2.228464,-2.189951,"('unfriendly', 'friendly')",2.0641015,1.9576701,-0.0821812,-0.1161404,-0.0339592
2,0.6059003,0.6191223,"('unlikable', 'likable')",0.36572567,0.37345278,0.485813,0.4962876,0.0104746
3,-0.26271018,-0.23918422,"('repellent', 'pleasant')",-0.06292775,-0.06767692,-0.162819,-0.1534306,0.0093884
4,-0.8386136,-0.79569703,"('disliked', 'liked')",-5.4312525,-5.4033194,-3.134933,-3.0995083,0.0354247
5,-1.4273438,-1.3441871,"('distant', 'outgoing')",0.059973318,0.040402174,-0.6836852,-0.6518925,0.0317927
6,-1.9947387,-1.9124405,"('distant', 'open')",0.014367722,-0.045965865,-0.9901855,-0.9792032,0.0109823
7,0.34889716,0.2661925,"('insensitive', 'sensitive')",0.48990265,0.46884573,0.4193999,0.3675191,-0.0518808
8,-1.432586,-1.3750081,"('unaffectionate', 'affectionate')",1.0025799,0.8467934,-0.215003,-0.2641073,-0.0491043
9,-1.4306226,-1.393232,"('unaffectionate', 'caring')",1.203866,1.0807714,-0.1133783,-0.1562303,-0.042852
10,0.08440759,0.018235927,"('unsympathetic', 'sympathetic')",-0.35888022,-0.39754376,-0.1372363,-0.1896539,-0.0524176
11,-0.09299294,-0.17724887,"('unhelpful', 'helpful')",1.150323,1.110274,0.5286651,0.4665126,-0.0621525
12,-0.4206575,-0.3771212,"('unsupportive', 'supportive')",-1.3067586,-1.3361067,-0.8637081,-0.8566139,0.0070942
13,0.036165163,-0.12210569,"('impolite', 'polite')",-0.46823797,-0.53692204,-0.2160364,-0.3295138,-0.1134774
14,1.23469,1.1087688,"('antisocial', 'social')",0.66999424,0.6356843,0.9523421,0.8722266,-0.0801155
15,0.028734902,-0.07047931,"('boring', 'funny')",-0.11911247,-0.1521697,-0.0451888,-0.1113245,-0.0661357
16,-1.3202848,-1.2117192,"('unpopular', 'popular')",-0.16417909,-0.22393885,-0.742232,-0.717829,0.024403
17,-0.07254368,-0.036974475,"('nasty', 'nice')",-0.83538425,-0.88202184,-0.453964,-0.4594982,-0.0055342
18,-0.36741158,-0.36696577,"('disagreeable', 'welcoming')",-0.7403903,-0.8544763,-0.553901,-0.610721,-0.05682
19,-1.9504309,-1.9082236,"('inhospitable', 'hospitable')",-0.47081047,-0.5254884,-1.2106206,-1.216856,-0.0062354
20,0.42559832,0.36494803,"('rough', 'thoughtful')",1.3680915,1.316135,0.8968449,0.8405415,-0.0563034
21,0.4947726,0.39910027,"('immoral', 'moral')",-0.96779025,-0.94383633,-0.2365088,-0.272368,-0.0358592
22,0.25508338,0.1577566,"('untrustworthy', 'trustworthy')",-0.69222087,-0.78509206,-0.2185687,-0.3136677,-0.095099
23,0.27438807,0.1484563,"('insincere', 'sincere')",4.9856143,4.7660604,2.6300011,2.4572582,-0.1727429
24,0.023365755,-0.09610146,"('dishonest', 'honest')",0.55663896,0.4274629,0.2900023,0.1656807,-0.1243216
25,-0.9629485,-0.94505155,"('egoistic', 'altruistic')",1.3050759,1.2624649,0.1710637,0.1587067,-0.012357
26,0.045242764,0.059417445,"('hardhearted', 'benevolent')",2.5153031,2.4462245,1.280273,1.252821,-0.027452
27,-0.57393837,-0.6601369,"('hardhearted', 'softhearted')",0.69103014,0.4361948,0.0585459,-0.111971,-0.1705169
28,-0.39147615,-0.4246102,"('disloyal', 'loyal')",1.0889127,0.9579147,0.3487183,0.2666523,-0.082066
29,-0.9013567,-1.0070543,"('unfair', 'fair')",-0.7107561,-0.8756136,-0.8060564,-0.9413339,-0.1352775
30,0.88880575,0.7589928,"('intolerant', 'tolerant')",0.9382952,0.875715,0.9135505,0.8173539,-0.0961966
31,-2.174143,-1.9734546,"('evil', 'good')",-0.31311235,-0.28917745,-1.2436277,-1.1313161,0.1123116
32,0.118622065,-0.04849042,"('unkind', 'kind')",0.72725916,0.507629,0.4229406,0.2295693,-0.1933713
33,-0.17422551,-0.20129062,"('wrong', 'right')",0.068733744,-0.03789893,-0.0527459,-0.1195948,-0.0668489
34,-0.08841716,0.011211775,"('mean', 'honorable')",4.3456,4.4028153,2.1285915,2.2070136,0.0784221
35,-1.0570643,-1.0803553,"('corrupt', 'incorrupt')",-0.27175474,-0.37336588,-0.6644095,-0.7268606,-0.0624511
36,-1.5803006,-1.4753479,"('hostile', 'amicable')",0.73682594,0.6145758,-0.4217373,-0.430386,-0.0086487
37,0.7747177,0.7599362,"('fake', 'genuine')",0.57774913,0.54185027,0.6762334,0.6508932,-0.0253402
38,-0.9224258,-0.9273534,"('untruthful', 'truthful')",-0.009508732,-0.008505655,-0.4659673,-0.4679295,-0.0019622
39,1.0266203,0.9797281,"('exploitative', 'cooperative')",0.35484836,0.31905395,0.6907343,0.6493911,-0.0413432
40,0.28144252,0.26444495,"('stingy', 'generous')",-1.4615045,-1.6335508,-0.590031,-0.6845529,-0.0945219
41,-0.04026077,0.0023297854,"('unforgiving', 'forgiving')",0.41554922,0.35215956,0.1876442,0.1772447,-0.0103995
42,0.6052455,0.5591788,"('unreliable', 'reliable')",-2.7376542,-2.8078237,-1.0662043,-1.1243224,-0.0581181
43,-0.08015196,-0.13616662,"('irresponsible', 'responsible')",1.0861962,1.0471379,0.5030221,0.4554856,-0.0475365
44,0.511496,0.49755633,"('prejudiced', 'unprejudiced')",-1.6110005,-1.6091621,-0.5497522,-0.5558029,-0.0060507
45,-0.50088,-0.45169723,"('incompetent', 'competent')",0.6482901,0.6644313,0.073705,0.106367,0.032662
46,0.07680192,0.06312303,"('uncompetitive', 'competitive')",-0.7197656,-0.7501078,-0.3214819,-0.3434924,-0.0220105
47,-0.16573294,-0.11741519,"('stupid', 'smart')",5.2265058,5.261825,2.5303864,2.5722051,0.0418187
48,-0.22331221,-0.18756115,"('unintelligent', 'intelligent')",-0.03229615,0.0072623007,-0.1278042,-0.0901494,0.0376548
49,-0.0735921,-0.006231226,"('unable', 'able')",-0.3033231,-0.23802494,-0.1884576,-0.1221281,0.0663295
50,0.046156406,0.037883207,"('clumsy', 'skillful')",-0.47644913,-0.649238,-0.2151464,-0.3056774,-0.090531
51,-0.17863142,-0.37646857,"('uneducated', 'educated')",0.22270742,0.15235978,0.022038,-0.1120544,-0.1340924
52,-1.1060547,-1.1258312,"('irrational', 'rational')",0.038673013,-0.07719205,-0.5336908,-0.6015117,-0.0678209
53,-1.664971,-1.7058674,"('uncreative', 'creative')",0.79545605,0.67952305,-0.4347575,-0.5131721,-0.0784146
54,-0.83086026,-0.8669059,"('incapable', 'capable')",0.7389014,0.70702726,-0.0459794,-0.0799393,-0.0339599
55,0.37032244,0.36885202,"('incompetent', 'clever')",0.023695692,0.0636712,0.1970091,0.2162616,0.0192525
56,0.9590492,0.779559,"('impractical', 'practical')",0.6015884,0.6617999,0.7803189,0.7206795,-0.0596394
57,-0.43508545,-0.48231846,"('unimaginative', 'imaginative')",-1.6295425,-1.5276155,-1.0323139,-1.004967,0.0273469
58,-0.38356954,-0.35239983,"('undiscriminating', 'discriminating')",0.7097479,0.73478514,0.1630892,0.1911927,0.0281035
59,-0.7029109,-0.65585154,"('foolish', 'wise')",0.076893196,-0.01361396,-0.3130088,-0.3347327,-0.0217239
60,1.227608,1.1546663,"('inefficient', 'efficient')",-0.09963925,0.0015866649,0.5639843,0.5781265,0.0141422
61,-0.5035051,-0.62160593,"('illogical', 'logical')",0.74999344,0.6222829,0.1232442,0.0003385,-0.1229057
62,0.71162766,0.72061086,"('incompetent', 'brilliant')",0.3076784,0.37077314,0.509653,0.545692,0.036039
63,-0.1449236,-0.12640396,"('unperceptive', 'insightful')",0.75982136,0.764325,0.3074489,0.3189605,0.0115116
64,0.6208186,0.5882211,"('shy', 'confident')",-5.71531,-5.6205525,-2.5472457,-2.5161657,0.03108
65,0.90957135,0.7940857,"('insecure', 'secure')",-0.01927168,-0.0101302415,0.4451498,0.3919777,-0.0531721
66,-0.7434532,-0.6670519,"('inactive', 'active')",0.7540923,0.7204429,0.0053195,0.0266955,0.021376
67,0.61002314,0.57091045,"('doubtful', 'determined')",-0.36180007,-0.32623938,0.1241115,0.1223355,-0.001776
68,-0.46943453,-0.5287102,"('dependent', 'independent')",-0.91243815,-0.93936586,-0.6909363,-0.734038,-0.0431017
69,-0.17640863,-0.12013739,"('lazy', 'industrious')",-0.18205541,-0.17766574,-0.179232,-0.1489016,0.0303304
70,0.4969281,0.38633692,"('lethargic', 'energetic')",-0.03490495,-0.08044548,0.2310116,0.1529457,-0.0780659
71,-1.190581,-1.1548125,"('diffident', 'self-confident')",0.24475515,0.18018948,-0.4729129,-0.4873115,-0.0143986
72,0.5359576,0.52760524,"('unambitious', 'ambitious')",0.51627403,0.5047234,0.5261158,0.5161643,-0.0099515
73,0.48438963,0.4692248,"('helpless', 'self-reliant')",-2.4462023,-2.4290361,-0.9809063,-0.9799057,0.0010006
74,-0.07422231,-0.13344654,"('undedicated', 'dedicated')",0.686867,0.6407751,0.3063223,0.2536643,-0.052658
75,-0.48282343,-0.43257526,"('meek', 'impulsive')",-1.1398793,-1.0595666,-0.8113514,-0.7460709,0.0652805
76,0.977816,0.9359238,"('anxious', 'daring')",-0.20625465,-0.18925342,0.3857807,0.3733352,-0.0124455
77,-0.58616495,-0.4806076,"('unmotivated', 'motivated')",-1.3584934,-1.2394207,-0.9723292,-0.8600141,0.1123151
78,-0.78797156,-0.6938117,"('nonresilient', 'resilient')",0.47386068,0.46571496,-0.1570554,-0.1140484,0.043007
79,-0.9075853,-0.86537915,"('wavering', 'unwavering')",-0.112339675,-0.116723955,-0.5099625,-0.4910516,0.0189109
80,0.6902611,0.61399555,"('dominated', 'dominating')",-0.022866718,0.13613278,0.3336972,0.3750642,0.041367
81,1.2411265,1.1129739,"('submissive', 'aggressive')",-0.81683546,-0.63288045,0.2121455,0.2400467,0.0279012
82,-0.3132944,-0.34093645,"('poor', 'rich')",5.1672673,5.0672297,2.4269865,2.3631465,-0.06384
83,-0.1990483,-0.19054778,"('powerless', 'powerful')",-0.89477336,-0.80008286,-0.5469108,-0.4953153,0.0515955
84,0.18587494,0.124793574,"('inferior', 'superior')",0.534477,0.50298136,0.360176,0.3138875,-0.0462885
85,-0.9967031,-0.8774894,"('insignificant', 'prestigious')",0.2945958,0.21081187,-0.3510537,-0.3333388,0.0177149
86,-1.324645,-1.389754,"('uninfluential', 'influential')",0.10328182,0.051641375,-0.6106816,-0.6690564,-0.0583748
87,-0.101645604,-0.03116262,"('unsuccessful', 'successful')",1.4384007,1.5920762,0.6683776,0.7804568,0.1120792
88,-0.5281288,-0.66328496,"('low', 'eminent')",0.35366607,0.38935855,-0.0872314,-0.1369632,-0.0497318
