,borgwarner_male,borgwarner_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.8060244,-0.9418192,"('unsociable', 'sociable')",-0.59927034,-0.71069574,-0.7026473,-0.8262575,-0.1236102
1,-0.95100546,-1.0234623,"('unfriendly', 'friendly')",2.270791,2.1376443,0.6598928,0.557091,-0.1028018
2,-0.5137147,-0.5473006,"('unlikable', 'likable')",0.30268303,0.3365936,-0.1055158,-0.1053535,0.0001623
3,-0.94729626,-0.94476265,"('repellent', 'pleasant')",0.037231527,0.07275059,-0.4550324,-0.436006,0.0190264
4,0.093875945,0.044766486,"('disliked', 'liked')",-6.3966365,-6.4732866,-3.1513803,-3.2142601,-0.0628798
5,-0.25700602,-0.199174,"('distant', 'outgoing')",0.13068801,0.1379223,-0.063159,-0.0306258,0.0325332
6,-0.48342547,-0.40927723,"('distant', 'open')",0.5242984,0.5250162,0.0204365,0.0578695,0.037433
7,-0.762309,-0.76991117,"('insensitive', 'sensitive')",0.38504195,0.4485703,-0.1886335,-0.1606704,0.0279631
8,-0.95725065,-0.9739944,"('unaffectionate', 'affectionate')",1.303939,1.2037331,0.1733442,0.1148694,-0.0584748
9,-1.0389308,-1.0478747,"('unaffectionate', 'caring')",1.4255157,1.3850498,0.1932924,0.1685876,-0.0247048
10,-2.1791778,-2.261909,"('unsympathetic', 'sympathetic')",-0.8818312,-0.87441415,-1.5305045,-1.5681616,-0.0376571
11,-1.1501546,-1.2389494,"('unhelpful', 'helpful')",1.4658189,1.5730451,0.1578321,0.1670479,0.0092158
12,-0.9357018,-0.8863854,"('unsupportive', 'supportive')",-1.8174118,-1.7785732,-1.3765568,-1.3324792,0.0440776
13,-0.6214408,-0.75848687,"('impolite', 'polite')",-0.7586051,-0.7489235,-0.6900229,-0.7537051,-0.0636822
14,-0.9021401,-0.9678179,"('antisocial', 'social')",-0.75474226,-0.7850649,-0.8284411,-0.8764414,-0.0480003
15,0.9281423,0.864862,"('boring', 'funny')",0.8015647,0.7864028,0.8648535,0.8256325,-0.039221
16,-0.17873813,-0.13111527,"('unpopular', 'popular')",0.332303,0.4167143,0.0767824,0.1427995,0.0660171
17,0.046465725,0.063801035,"('nasty', 'nice')",-0.2519557,-0.19965774,-0.102745,-0.0679284,0.0348166
18,-0.92883205,-0.8883217,"('disagreeable', 'welcoming')",-0.21647072,-0.25466517,-0.5726514,-0.5714934,0.001158
19,0.2507591,0.2933203,"('inhospitable', 'hospitable')",0.42286408,0.47626323,0.3368116,0.3847918,0.0479802
20,0.6690963,0.764026,"('rough', 'thoughtful')",1.2150177,1.2384917,0.942057,1.0012589,0.0592019
21,-0.9614939,-1.0645983,"('immoral', 'moral')",-0.96761984,-0.90877223,-0.9645569,-0.9866853,-0.0221284
22,-1.2537647,-1.3868667,"('untrustworthy', 'trustworthy')",-0.9850558,-1.0324482,-1.1194103,-1.2096574,-0.0902471
