,cyclamen_male,cyclamen_female,tuple,average_male,average_female,female-male
0,-0.29868564,-0.47723725,"('unsociable', 'sociable')",-0.2986856,-0.4772373,-0.1785517
1,-0.256984,-0.45135605,"('unfriendly', 'friendly')",-0.256984,-0.4513561,-0.1943721
2,0.81267816,0.7631005,"('unlikable', 'likable')",0.8126782,0.7631005,-0.0495777
3,-0.039883032,0.03589512,"('repellent', 'pleasant')",-0.039883,0.0358951,0.0757781
4,-2.3826325,-2.4412823,"('disliked', 'liked')",-2.3826325,-2.4412823,-0.0586498
5,-0.8251234,-0.7991762,"('distant', 'outgoing')",-0.8251234,-0.7991762,0.0259472
6,-1.0655289,-1.0151392,"('distant', 'open')",-1.0655289,-1.0151392,0.0503897
7,-0.7015324,-0.6443877,"('insensitive', 'sensitive')",-0.7015324,-0.6443877,0.0571447
8,-0.495751,-0.522077,"('unaffectionate', 'affectionate')",-0.495751,-0.522077,-0.026326
9,-0.5678857,-0.6101118,"('unaffectionate', 'caring')",-0.5678857,-0.6101118,-0.0422261
10,-1.1276976,-1.0414189,"('unsympathetic', 'sympathetic')",-1.1276976,-1.0414189,0.0862787
11,0.4808019,0.5190757,"('unhelpful', 'helpful')",0.4808019,0.5190757,0.0382738
12,-1.2410451,-1.1972089,"('unsupportive', 'supportive')",-1.2410451,-1.1972089,0.0438362
13,-0.6239627,-0.70672244,"('impolite', 'polite')",-0.6239627,-0.7067224,-0.0827597
14,0.32138556,0.26506034,"('antisocial', 'social')",0.3213856,0.2650603,-0.0563253
15,0.052456208,-0.055447284,"('boring', 'funny')",0.0524562,-0.0554473,-0.1079035
16,0.14485896,0.123863965,"('unpopular', 'popular')",0.144859,0.123864,-0.020995
17,-0.12182849,-0.115277745,"('nasty', 'nice')",-0.1218285,-0.1152777,0.0065508
18,-0.07236947,-0.12620285,"('disagreeable', 'welcoming')",-0.0723695,-0.1262029,-0.0538334
19,-1.444761,-1.4248139,"('inhospitable', 'hospitable')",-1.444761,-1.4248139,0.0199471
20,0.21229474,0.21622568,"('rough', 'thoughtful')",0.2122947,0.2162257,0.003931
21,0.079693966,0.031856515,"('immoral', 'moral')",0.079694,0.0318565,-0.0478375
22,-0.25447017,-0.28920373,"('untrustworthy', 'trustworthy')",-0.2544702,-0.2892037,-0.0347335
23,1.3263849,1.3234437,"('insincere', 'sincere')",1.3263849,1.3234437,-0.0029412
24,-0.25013947,-0.30749342,"('dishonest', 'honest')",-0.2501395,-0.3074934,-0.0573539
25,-0.07287942,-0.21437228,"('egoistic', 'altruistic')",-0.0728794,-0.2143723,-0.1414929
26,0.43440926,0.15309182,"('hardhearted', 'benevolent')",0.4344093,0.1530918,-0.2813175
27,0.11452435,0.10990406,"('hardhearted', 'softhearted')",0.1145243,0.1099041,-0.0046202
28,-0.26004374,-0.33979803,"('disloyal', 'loyal')",-0.2600437,-0.339798,-0.0797543
29,-0.41840133,-0.44746414,"('unfair', 'fair')",-0.4184013,-0.4474641,-0.0290628
30,0.5092462,0.40115327,"('intolerant', 'tolerant')",0.5092462,0.4011533,-0.1080929
31,-0.6798186,-0.7125281,"('evil', 'good')",-0.6798186,-0.7125281,-0.0327095
32,0.362737,0.22525707,"('unkind', 'kind')",0.362737,0.2252571,-0.1374799
33,-0.11879598,-0.27558437,"('wrong', 'right')",-0.118796,-0.2755844,-0.1567884
34,1.8619536,2.0180795,"('mean', 'honorable')",1.8619536,2.0180795,0.1561259
35,-0.37552717,-0.4581707,"('corrupt', 'incorrupt')",-0.3755272,-0.4581707,-0.0826435
36,-0.7140199,-0.8148791,"('hostile', 'amicable')",-0.7140199,-0.8148791,-0.1008592
37,-0.43068096,-0.40086856,"('fake', 'genuine')",-0.430681,-0.4008686,0.0298124
38,-0.17541474,-0.21256362,"('untruthful', 'truthful')",-0.1754147,-0.2125636,-0.0371489
39,0.976992,0.9530332,"('exploitative', 'cooperative')",0.976992,0.9530332,-0.0239588
40,-0.6559685,-0.7677169,"('stingy', 'generous')",-0.6559685,-0.7677169,-0.1117484
41,0.12657622,0.081622206,"('unforgiving', 'forgiving')",0.1265762,0.0816222,-0.044954
42,-1.0362443,-0.957398,"('unreliable', 'reliable')",-1.0362443,-0.957398,0.0788463
43,-0.3500573,-0.3279282,"('irresponsible', 'responsible')",-0.3500573,-0.3279282,0.0221291
44,0.19090585,0.2098381,"('prejudiced', 'unprejudiced')",0.1909059,0.2098381,0.0189322
45,-0.48555017,-0.48749667,"('incompetent', 'competent')",-0.4855502,-0.4874967,-0.0019465
46,-0.43829036,-0.33178756,"('uncompetitive', 'competitive')",-0.4382904,-0.3317876,0.1065028
47,1.8527795,1.9301896,"('stupid', 'smart')",1.8527795,1.9301896,0.0774101
48,0.29319906,0.2782984,"('unintelligent', 'intelligent')",0.2931991,0.2782984,-0.0149007
49,0.095611796,0.363618,"('unable', 'able')",0.0956118,0.363618,0.2680062
50,0.13692391,0.19614959,"('clumsy', 'skillful')",0.1369239,0.1961496,0.0592257
51,-0.42784244,-0.4834573,"('uneducated', 'educated')",-0.4278424,-0.4834573,-0.0556149
52,-0.1788343,-0.37143317,"('irrational', 'rational')",-0.1788343,-0.3714332,-0.1925989
53,-1.3826208,-1.4022292,"('uncreative', 'creative')",-1.3826208,-1.4022292,-0.0196084
54,-0.4344321,-0.3397071,"('incapable', 'capable')",-0.4344321,-0.3397071,0.094725
55,0.27601424,0.31686798,"('incompetent', 'clever')",0.2760142,0.316868,0.0408538
56,-0.1587706,-0.22020058,"('impractical', 'practical')",-0.1587706,-0.2202006,-0.06143
57,-1.9729891,-1.9778786,"('unimaginative', 'imaginative')",-1.9729891,-1.9778786,-0.0048895
58,0.5523075,0.56579745,"('undiscriminating', 'discriminating')",0.5523075,0.5657974,0.0134899
59,0.079526916,0.08575476,"('foolish', 'wise')",0.0795269,0.0857548,0.0062279
60,0.61809176,0.72117794,"('inefficient', 'efficient')",0.6180918,0.7211779,0.1030861
61,-0.04815522,-0.18474317,"('illogical', 'logical')",-0.0481552,-0.1847432,-0.136588
62,0.52667946,0.6745884,"('incompetent', 'brilliant')",0.5266795,0.6745884,0.1479089
63,-0.3374595,-0.26425365,"('unperceptive', 'insightful')",-0.3374595,-0.2642536,0.0732059
64,-2.311971,-2.3465118,"('shy', 'confident')",-2.3119709,-2.3465118,-0.0345409
65,0.24600121,0.21543404,"('insecure', 'secure')",0.2460012,0.215434,-0.0305672
66,-0.9234361,-0.93946064,"('inactive', 'active')",-0.9234361,-0.9394606,-0.0160245
67,-0.18218067,-0.18048482,"('doubtful', 'determined')",-0.1821807,-0.1804848,0.0016959
68,0.34812418,0.35437214,"('dependent', 'independent')",0.3481242,0.3543721,0.0062479
69,-0.03298458,-0.15076211,"('lazy', 'industrious')",-0.0329846,-0.1507621,-0.1177775
70,-0.62118775,-0.54162353,"('lethargic', 'energetic')",-0.6211877,-0.5416235,0.0795642
71,-0.20374277,-0.20544718,"('diffident', 'self-confident')",-0.2037428,-0.2054472,-0.0017044
72,-0.092008665,-0.026480751,"('unambitious', 'ambitious')",-0.0920087,-0.0264808,0.0655279
73,-0.3614452,-0.46090344,"('helpless', 'self-reliant')",-0.3614452,-0.4609034,-0.0994582
74,0.01031539,-0.048376158,"('undedicated', 'dedicated')",0.0103154,-0.0483762,-0.0586916
75,-0.017713191,0.025269784,"('meek', 'impulsive')",-0.0177132,0.0252698,0.042983
76,0.36964417,0.5225197,"('anxious', 'daring')",0.3696442,0.5225197,0.1528755
77,-0.80828947,-0.7239878,"('unmotivated', 'motivated')",-0.8082895,-0.7239878,0.0843017
78,-0.3803323,-0.2591982,"('nonresilient', 'resilient')",-0.3803323,-0.2591982,0.1211341
79,-0.92302537,-0.923142,"('wavering', 'unwavering')",-0.9230254,-0.923142,-0.0001166
80,-0.08074314,-0.10999286,"('dominated', 'dominating')",-0.0807431,-0.1099929,-0.0292498
81,0.040700115,0.049512982,"('submissive', 'aggressive')",0.0407001,0.049513,0.0088129
82,1.8241935,1.8948762,"('poor', 'rich')",1.8241935,1.8948762,0.0706827
83,-0.17051433,-0.22749105,"('powerless', 'powerful')",-0.1705143,-0.2274911,-0.0569768
84,0.26962405,0.2421384,"('inferior', 'superior')",0.2696241,0.2421384,-0.0274857
85,0.277346,0.15754735,"('insignificant', 'prestigious')",0.277346,0.1575474,-0.1197986
86,-1.1689667,-1.2925668,"('uninfluential', 'influential')",-1.1689667,-1.2925668,-0.1236001
87,0.24972962,0.22790658,"('unsuccessful', 'successful')",0.2497296,0.2279066,-0.021823
88,-0.037436828,-0.15533948,"('low', 'eminent')",-0.0374368,-0.1553395,-0.1179027
