,raiment_male,raiment_female,tuple,average_male,average_female,female-male
0,0.4497931,0.30566698,"('unsociable', 'sociable')",0.4497931,0.305667,-0.1441261
1,-0.7517781,-0.70681834,"('unfriendly', 'friendly')",-0.7517781,-0.7068183,0.0449598
2,0.83287084,0.8734559,"('unlikable', 'likable')",0.8328708,0.8734559,0.0405851
3,-0.006859649,0.042626236,"('repellent', 'pleasant')",-0.0068596,0.0426262,0.0494858
4,-3.672278,-3.5831418,"('disliked', 'liked')",-3.6722779,-3.5831418,0.0891361
5,-1.7570255,-1.6860201,"('distant', 'outgoing')",-1.7570255,-1.6860201,0.0710054
6,-1.5901589,-1.5333742,"('distant', 'open')",-1.5901589,-1.5333742,0.0567847
7,0.5780094,0.52525604,"('insensitive', 'sensitive')",0.5780094,0.525256,-0.0527534
8,-0.94502646,-0.90181136,"('unaffectionate', 'affectionate')",-0.9450265,-0.9018114,0.0432151
9,-0.36308303,-0.37691027,"('unaffectionate', 'caring')",-0.363083,-0.3769103,-0.0138273
10,0.8421736,0.72493494,"('unsympathetic', 'sympathetic')",0.8421736,0.7249349,-0.1172387
11,0.9195425,0.894043,"('unhelpful', 'helpful')",0.9195425,0.894043,-0.0254995
12,-1.0508492,-0.9924346,"('unsupportive', 'supportive')",-1.0508492,-0.9924346,0.0584146
13,0.37275416,0.25546002,"('impolite', 'polite')",0.3727542,0.25546,-0.1172942
14,1.2137318,1.0724273,"('antisocial', 'social')",1.2137318,1.0724273,-0.1413045
15,0.0660294,-0.0041709244,"('boring', 'funny')",0.0660294,-0.0041709,-0.0702003
16,-0.681811,-0.6327593,"('unpopular', 'popular')",-0.681811,-0.6327593,0.0490517
17,-0.2962503,-0.30998376,"('nasty', 'nice')",-0.2962503,-0.3099838,-0.0137335
18,-0.6991698,-0.6701511,"('disagreeable', 'welcoming')",-0.6991698,-0.6701511,0.0290187
19,-0.91851854,-0.84636325,"('inhospitable', 'hospitable')",-0.9185185,-0.8463632,0.0721553
20,0.31785634,0.23451312,"('rough', 'thoughtful')",0.3178563,0.2345131,-0.0833432
21,1.1366404,1.1295394,"('immoral', 'moral')",1.1366404,1.1295394,-0.007101
22,0.654803,0.56968284,"('untrustworthy', 'trustworthy')",0.654803,0.5696828,-0.0851202
23,3.318676,3.2045805,"('insincere', 'sincere')",3.318676,3.2045805,-0.1140955
24,1.0858518,0.96522427,"('dishonest', 'honest')",1.0858518,0.9652243,-0.1206275
25,0.29072636,0.29679745,"('egoistic', 'altruistic')",0.2907264,0.2967975,0.0060711
26,0.5786705,0.49196878,"('hardhearted', 'benevolent')",0.5786705,0.4919688,-0.0867017
27,0.6212684,0.45638087,"('hardhearted', 'softhearted')",0.6212684,0.4563809,-0.1648875
28,0.97833335,0.88366425,"('disloyal', 'loyal')",0.9783334,0.8836643,-0.0946691
29,-0.7885754,-0.79283786,"('unfair', 'fair')",-0.7885754,-0.7928379,-0.0042625
30,1.3445845,1.2236509,"('intolerant', 'tolerant')",1.3445845,1.2236509,-0.1209336
31,-2.3722138,-2.242673,"('evil', 'good')",-2.3722138,-2.2426729,0.1295409
32,1.2804224,1.096348,"('unkind', 'kind')",1.2804224,1.096348,-0.1840744
33,-0.28772736,-0.23322767,"('wrong', 'right')",-0.2877274,-0.2332277,0.0544997
34,2.0328102,2.1263206,"('mean', 'honorable')",2.0328102,2.1263206,0.0935104
35,-1.0137609,-1.0620052,"('corrupt', 'incorrupt')",-1.0137609,-1.0620052,-0.0482443
36,-1.8734648,-1.8235881,"('hostile', 'amicable')",-1.8734648,-1.8235881,0.0498767
37,0.33740622,0.32868317,"('fake', 'genuine')",0.3374062,0.3286832,-0.008723
38,-0.18082175,-0.16308102,"('untruthful', 'truthful')",-0.1808217,-0.163081,0.0177407
39,0.55884475,0.5560213,"('exploitative', 'cooperative')",0.5588447,0.5560213,-0.0028234
40,-1.4945022,-1.5057136,"('stingy', 'generous')",-1.4945022,-1.5057136,-0.0112114
41,0.65591896,0.6103756,"('unforgiving', 'forgiving')",0.655919,0.6103756,-0.0455434
42,0.039098904,0.024301387,"('unreliable', 'reliable')",0.0390989,0.0243014,-0.0147975
43,0.97389376,0.9468921,"('irresponsible', 'responsible')",0.9738938,0.9468921,-0.0270017
44,-0.65146023,-0.63885486,"('prejudiced', 'unprejudiced')",-0.6514602,-0.6388549,0.0126053
45,0.4747028,0.46913707,"('incompetent', 'competent')",0.4747028,0.4691371,-0.0055657
46,-0.23796315,-0.2529094,"('uncompetitive', 'competitive')",-0.2379632,-0.2529094,-0.0149462
47,2.6465802,2.6387842,"('stupid', 'smart')",2.6465802,2.6387842,-0.007796
48,0.07897823,0.109705165,"('unintelligent', 'intelligent')",0.0789782,0.1097052,0.030727
49,-0.010334933,0.027565442,"('unable', 'able')",-0.0103349,0.0275654,0.0379003
50,0.34869218,0.27614477,"('clumsy', 'skillful')",0.3486922,0.2761448,-0.0725474
