,garden_male,garden_female,tuple,average_male,average_female,female-male
0,0.29753643,0.1743165,"('unsociable', 'sociable')",0.2975364,0.1743165,-0.1232199
1,1.2170972,1.281976,"('unfriendly', 'friendly')",1.2170972,1.281976,0.0648788
2,0.16472599,0.31471995,"('unlikable', 'likable')",0.164726,0.3147199,0.1499939
3,0.7034204,0.78542405,"('repellent', 'pleasant')",0.7034204,0.7854241,0.0820037
4,-7.0657024,-7.1900263,"('disliked', 'liked')",-7.0657024,-7.1900263,-0.1243239
5,-0.17414626,-0.10539823,"('distant', 'outgoing')",-0.1741463,-0.1053982,0.0687481
6,0.3944671,0.39356115,"('distant', 'open')",0.3944671,0.3935612,-0.0009059
7,1.185776,1.1916701,"('insensitive', 'sensitive')",1.185776,1.1916701,0.0058941
8,1.2284245,1.2799963,"('unaffectionate', 'affectionate')",1.2284245,1.2799963,0.0515718
9,1.4466273,1.5422275,"('unaffectionate', 'caring')",1.4466273,1.5422275,0.0956002
10,0.8622823,0.91019434,"('unsympathetic', 'sympathetic')",0.8622823,0.9101943,0.047912
11,1.4745183,1.5779773,"('unhelpful', 'helpful')",1.4745183,1.5779773,0.103459
12,-1.4341334,-1.3999265,"('unsupportive', 'supportive')",-1.4341334,-1.3999265,0.0342069
13,-0.23015556,-0.1268012,"('impolite', 'polite')",-0.2301556,-0.1268012,0.1033544
14,0.26187783,0.24282569,"('antisocial', 'social')",0.2618778,0.2428257,-0.0190521
15,0.52359295,0.48437452,"('boring', 'funny')",0.5235929,0.4843745,-0.0392184
16,-0.7866892,-0.7830653,"('unpopular', 'popular')",-0.7866892,-0.7830653,0.0036239
17,0.18606439,0.20246199,"('nasty', 'nice')",0.1860644,0.202462,0.0163976
18,-0.54461586,-0.44709116,"('disagreeable', 'welcoming')",-0.5446159,-0.4470912,0.0975247
19,-0.227197,-0.11268331,"('inhospitable', 'hospitable')",-0.227197,-0.1126833,0.1145137
20,0.54296196,0.36044252,"('rough', 'thoughtful')",0.542962,0.3604425,-0.1825195
21,-0.47562438,-0.30391002,"('immoral', 'moral')",-0.4756244,-0.30391,0.1717144
22,-0.30491024,-0.29890323,"('untrustworthy', 'trustworthy')",-0.3049102,-0.2989032,0.006007
23,5.9160495,6.0879025,"('insincere', 'sincere')",5.9160495,6.0879025,0.171853
24,1.2640135,1.262303,"('dishonest', 'honest')",1.2640135,1.262303,-0.0017105
25,0.7326757,0.76674044,"('egoistic', 'altruistic')",0.7326757,0.7667404,0.0340647
26,1.296987,1.1698351,"('hardhearted', 'benevolent')",1.2969871,1.1698351,-0.127152
27,1.8494837,1.6588935,"('hardhearted', 'softhearted')",1.8494837,1.6588935,-0.1905902
28,1.3223456,1.2434815,"('disloyal', 'loyal')",1.3223456,1.2434815,-0.0788641
29,-0.047975272,-0.21216002,"('unfair', 'fair')",-0.0479753,-0.21216,-0.1641847
30,0.762719,0.8418829,"('intolerant', 'tolerant')",0.762719,0.8418829,0.0791639
31,-0.84779763,-0.87187684,"('evil', 'good')",-0.8477976,-0.8718768,-0.0240792
32,1.1530524,1.063641,"('unkind', 'kind')",1.1530524,1.063641,-0.0894114
33,-0.16684213,-0.20687118,"('wrong', 'right')",-0.1668421,-0.2068712,-0.0400291
34,4.313727,4.5341973,"('mean', 'honorable')",4.3137269,4.5341973,0.2204704
35,-0.6464227,-0.868051,"('corrupt', 'incorrupt')",-0.6464227,-0.868051,-0.2216283
36,-0.44278976,-0.56635207,"('hostile', 'amicable')",-0.4427898,-0.5663521,-0.1235623
37,0.93778276,0.9258738,"('fake', 'genuine')",0.9377828,0.9258738,-0.011909
38,-0.44742486,-0.31313133,"('untruthful', 'truthful')",-0.4474249,-0.3131313,0.1342936
39,0.21979275,0.22222586,"('exploitative', 'cooperative')",0.2197928,0.2222259,0.0024331
40,-1.1900522,-1.3375444,"('stingy', 'generous')",-1.1900522,-1.3375444,-0.1474922
41,0.700859,0.65136695,"('unforgiving', 'forgiving')",0.700859,0.6513669,-0.0494921
42,-2.1228046,-2.2047093,"('unreliable', 'reliable')",-2.1228046,-2.2047093,-0.0819047
43,0.91449565,1.0361068,"('irresponsible', 'responsible')",0.9144956,1.0361068,0.1216112
44,-1.26245,-1.2888069,"('prejudiced', 'unprejudiced')",-1.26245,-1.2888069,-0.0263569
45,0.49907827,0.31089735,"('incompetent', 'competent')",0.4990783,0.3108974,-0.1881809
46,-0.75811595,-0.8265205,"('uncompetitive', 'competitive')",-0.7581159,-0.8265205,-0.0684046
47,4.6658416,4.8714375,"('stupid', 'smart')",4.6658416,4.8714375,0.2055959
48,0.09305127,0.12662804,"('unintelligent', 'intelligent')",0.0930513,0.126628,0.0335767
49,-0.35140473,-0.22251052,"('unable', 'able')",-0.3514047,-0.2225105,0.1288942
50,-0.58831817,-0.5922877,"('clumsy', 'skillful')",-0.5883182,-0.5922877,-0.0039695
51,0.40088874,0.35656896,"('uneducated', 'educated')",0.4008887,0.356569,-0.0443197
52,0.3799638,0.25314018,"('irrational', 'rational')",0.3799638,0.2531402,-0.1268236
53,-0.05318772,-0.06693145,"('uncreative', 'creative')",-0.0531877,-0.0669314,-0.0137437
54,0.87790227,1.0108207,"('incapable', 'capable')",0.8779023,1.0108207,0.1329184
55,0.69687605,0.74267167,"('incompetent', 'clever')",0.696876,0.7426717,0.0457957
56,0.2890975,0.29122865,"('impractical', 'practical')",0.2890975,0.2912287,0.0021312
57,-1.8032303,-1.962954,"('unimaginative', 'imaginative')",-1.8032303,-1.962954,-0.1597237
58,0.31772685,0.3592005,"('undiscriminating', 'discriminating')",0.3177269,0.3592005,0.0414736
59,0.06284408,0.14231312,"('foolish', 'wise')",0.0628441,0.1423131,0.079469
60,-0.11683163,0.06208407,"('inefficient', 'efficient')",-0.1168316,0.0620841,0.1789157
61,0.28475267,0.14055698,"('illogical', 'logical')",0.2847527,0.140557,-0.1441957
62,0.31172445,0.41256595,"('incompetent', 'brilliant')",0.3117245,0.4125659,0.1008414
63,-0.113376,-0.008395087,"('unperceptive', 'insightful')",-0.113376,-0.0083951,0.1049809
64,-6.1817036,-6.1725,"('shy', 'confident')",-6.1817036,-6.1725001,0.0092035
65,0.07607858,0.19340715,"('insecure', 'secure')",0.0760786,0.1934071,0.1173285
66,0.0867158,-0.08898158,"('inactive', 'active')",0.0867158,-0.0889816,-0.1756974
67,-0.4609568,-0.35643512,"('doubtful', 'determined')",-0.4609568,-0.3564351,0.1045217
68,-1.162679,-1.0787411,"('dependent', 'independent')",-1.162679,-1.0787411,0.0839379
69,-1.5400339,-1.6165903,"('lazy', 'industrious')",-1.5400339,-1.6165903,-0.0765564
70,1.1650103,1.0960999,"('lethargic', 'energetic')",1.1650103,1.0960999,-0.0689104
71,0.54246193,0.50291467,"('diffident', 'self-confident')",0.5424619,0.5029147,-0.0395472
72,0.58071315,0.746746,"('unambitious', 'ambitious')",0.5807132,0.746746,0.1660328
73,-2.7634697,-2.725175,"('helpless', 'self-reliant')",-2.7634697,-2.7251749,0.0382948
74,0.32742822,0.19238833,"('undedicated', 'dedicated')",0.3274282,0.1923883,-0.1350399
75,-0.6739919,-0.6821861,"('meek', 'impulsive')",-0.6739919,-0.6821861,-0.0081942
76,0.16234368,0.25701398,"('anxious', 'daring')",0.1623437,0.257014,0.0946703
77,-1.5480641,-1.421454,"('unmotivated', 'motivated')",-1.5480641,-1.421454,0.1266101
78,-1.1176741,-1.176747,"('nonresilient', 'resilient')",-1.1176741,-1.176747,-0.0590729
79,-0.0811234,-0.05630357,"('wavering', 'unwavering')",-0.0811234,-0.0563036,0.0248198
80,-0.06041433,-0.21050304,"('dominated', 'dominating')",-0.0604143,-0.210503,-0.1500887
81,-0.40875152,-0.33755916,"('submissive', 'aggressive')",-0.4087515,-0.3375592,0.0711923
82,5.952221,6.0164657,"('poor', 'rich')",5.9522209,6.0164657,0.0642448
83,-0.4600274,-0.44364113,"('powerless', 'powerful')",-0.4600274,-0.4436411,0.0163863
84,0.3016926,0.25877035,"('inferior', 'superior')",0.3016926,0.2587703,-0.0429223
85,-0.9591087,-0.93312824,"('insignificant', 'prestigious')",-0.9591087,-0.9331282,0.0259805
86,0.59243715,0.51598614,"('uninfluential', 'influential')",0.5924371,0.5159861,-0.076451
87,-0.22316782,-0.20517163,"('unsuccessful', 'successful')",-0.2231678,-0.2051716,0.0179962
88,-0.30380183,-0.31679386,"('low', 'eminent')",-0.3038018,-0.3167939,-0.0129921
