,bank_male,bank_female,tuple,of_male,of_female,new_male,new_female,york_male,york_female,mellon_male,mellon_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.066022694,-0.081627406,"('unsociable', 'sociable')",-0.7653334,-0.798024,-1.3301904,-1.3853586,-0.917924,-1.0791991,-1.2444204,-1.3449585,-0.31651282,-0.407495,-0.7734006,-0.8494438,-0.0760432
1,1.0700954,1.0228636,"('unfriendly', 'friendly')",-1.3766462,-1.3005697,-0.9180966,-0.9442526,-0.8774905,-0.9228494,2.6025953,2.52958,1.7950677,1.6959122,0.3825875,0.3467807,-0.0358068
2,1.9278935,1.9876977,"('unlikable', 'likable')",0.9715228,1.1292212,0.7749367,0.7936343,1.9245185,1.9117534,1.8996611,1.9193856,0.6737136,0.7409714,1.362041,1.4137772,0.0517362
3,-0.490554,-0.36694643,"('repellent', 'pleasant')",-0.53333825,-0.37919092,-1.4627141,-1.3732178,-0.5753082,-0.46676505,-1.9967685,-1.8981578,0.71890527,0.6769667,-0.7232962,-0.6345518,0.0887444
4,-0.24921948,-0.3491497,"('disliked', 'liked')",0.9079144,0.8969228,0.5585156,0.6740897,-0.5519338,-0.50676805,0.19666877,0.18591051,-7.0623302,-7.1724086,-1.0333974,-1.0452339,-0.0118365
5,0.8043592,0.76388717,"('distant', 'outgoing')",-1.0599833,-0.9868759,1.3247297,1.3329815,0.3267408,0.3552067,2.8489938,2.8645194,-0.62254965,-0.59475,0.6037151,0.6224948,0.0187797
6,0.6173676,0.64953274,"('distant', 'open')",-1.4600958,-1.3185699,1.2942677,1.3227092,0.20482308,0.26029342,3.1004102,3.1182387,-0.16463315,-0.14180359,0.59869,0.6484001,0.0497101
7,0.42009088,0.6092444,"('insensitive', 'sensitive')",-0.14219312,-0.18950196,-1.2910539,-1.426562,-0.81193644,-0.87615913,-0.7549702,-0.71187544,0.58796114,0.6082064,-0.3320169,-0.331108,0.0009089
8,0.8337545,0.75848013,"('unaffectionate', 'affectionate')",-0.54376936,-0.47736052,-0.30734023,-0.27762023,-0.35541043,-0.32296145,3.2347546,3.185035,0.93288547,0.8617765,0.6324791,0.6212249,-0.0112542
9,1.4054409,1.3770567,"('unaffectionate', 'caring')",-1.0954038,-1.0742761,-0.42298484,-0.4629981,0.031117573,-0.010837674,3.4181101,3.3845248,1.4802558,1.4868771,0.802756,0.7833912,-0.0193648
10,-0.7235377,-0.5445374,"('unsympathetic', 'sympathetic')",-1.2388145,-1.2477639,-1.8892474,-1.9571967,-0.77174073,-0.78953683,-2.1917732,-2.1951056,0.12057772,0.083177045,-1.115756,-1.1084939,0.0072621
11,0.3974879,0.4756201,"('unhelpful', 'helpful')",-0.32628182,-0.4702475,-1.1958418,-1.3092958,0.5060613,0.41892,-0.042178787,-0.01366232,2.2202628,2.3203967,0.2599183,0.2369552,-0.0229631
12,0.8274779,1.0086944,"('unsupportive', 'supportive')",-0.02757553,0.1472464,-0.050226893,-0.00197386,0.78706115,0.89343613,0.8972767,0.9816066,-1.681182,-1.6533262,0.1254719,0.2292806,0.1038087
13,0.67112905,0.7516385,"('impolite', 'polite')",0.06147277,-0.029814769,-0.34411433,-0.5323983,-0.104898155,-0.3093749,-0.8957994,-0.9264077,-0.9363607,-0.9028404,-0.2580951,-0.3248663,-0.0667712
14,0.8496029,0.92096823,"('antisocial', 'social')",0.8027514,0.7929546,-0.14966832,-0.270516,0.39173415,0.23956399,-0.73249954,-0.7728795,-0.4442321,-0.47427854,0.1196147,0.0726355,-0.0469792
15,1.3771462,1.261772,"('boring', 'funny')",0.7231113,0.51306784,0.89804196,0.8323697,0.28715074,0.195386,1.4406036,1.4030957,-0.040872656,0.011517197,0.7808635,0.7028681,-0.0779954
16,-0.37738812,-0.41502982,"('unpopular', 'popular')",-0.8391802,-0.8912065,-0.7047324,-0.66738874,-1.3194104,-1.2710019,-0.8851149,-0.939364,-0.39792776,-0.47589713,-0.7539589,-0.776648,-0.0226891
17,0.2403878,0.28127888,"('nasty', 'nice')",-0.3865639,-0.39267358,0.047020547,0.14356524,-0.40733382,-0.31193638,0.043094575,0.048421074,-0.980408,-0.91200656,-0.2406338,-0.1905586,0.0500752
18,-0.042846695,-0.0067681894,"('disagreeable', 'welcoming')",0.7736223,1.0363613,1.3265978,1.4112648,0.43730277,0.58974415,0.6438616,0.71825385,-0.59921163,-0.61662424,0.423221,0.5220386,0.0988176
19,-0.10204269,-0.10035184,"('inhospitable', 'hospitable')",-1.0780743,-0.980072,-0.068146355,0.0076282695,0.18236497,0.27338552,1.2442687,1.2236744,-0.7472426,-0.6943272,-0.0948121,-0.0450105,0.0498016
20,-0.061799116,0.01935739,"('rough', 'thoughtful')",-0.5758405,-0.5586564,-0.37256056,-0.35408413,-0.3308822,-0.28081158,0.13317856,0.2011332,0.6456707,0.6599466,-0.0937055,-0.0521858,0.0415197
