,csx_male,csx_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.78709275,-0.8629553,"('unsociable', 'sociable')",-0.07599817,-0.2550389,-0.4315455,-0.5589971,-0.1274516
1,-0.6370762,-1.1523384,"('unfriendly', 'friendly')",0.54301065,0.28936866,-0.0470328,-0.4314849,-0.3844521
2,0.80990046,0.66363627,"('unlikable', 'likable')",1.0665406,1.008798,0.9382205,0.8362172,-0.1020033
3,-0.45674056,-0.27638298,"('repellent', 'pleasant')",0.8499972,0.7400009,0.1966283,0.231809,0.0351807
4,-0.2466332,-0.40648326,"('disliked', 'liked')",-5.996886,-6.0129046,-3.1217594,-3.2096939,-0.0879345
5,-0.28512487,-0.51853365,"('distant', 'outgoing')",-1.0561448,-0.9688101,-0.6706349,-0.7436719,-0.073037
6,-0.38170522,-0.6719159,"('distant', 'open')",-1.138917,-1.0965307,-0.7603111,-0.8842233,-0.1239122
7,-0.5232334,-0.39548397,"('insensitive', 'sensitive')",-0.0462202,-0.08354201,-0.2847268,-0.239513,0.0452138
8,-0.40059608,-0.7693305,"('unaffectionate', 'affectionate')",0.071019895,-0.066364124,-0.1647881,-0.4178473,-0.2530592
9,-0.3106808,-0.64200675,"('unaffectionate', 'caring')",0.49338838,0.39723608,0.0913538,-0.1223853,-0.2137391
10,-0.9320336,-0.9081858,"('unsympathetic', 'sympathetic')",-0.3351148,-0.48703963,-0.6335742,-0.6976127,-0.0640385
11,-0.8593959,-0.77593136,"('unhelpful', 'helpful')",1.9523358,2.0309255,0.5464699,0.6274971,0.0810272
12,-0.2998331,-0.21092196,"('unsupportive', 'supportive')",-1.9681125,-1.9211583,-1.1339728,-1.0660402,0.0679326
13,-1.5776796,-1.4149327,"('impolite', 'polite')",-0.8853038,-0.8032857,-1.2314917,-1.1091092,0.1223825
14,-0.13684645,0.053801063,"('antisocial', 'social')",0.17900096,0.02635606,0.0210773,0.0400786,0.0190013
15,0.7492731,0.46727222,"('boring', 'funny')",0.05353362,0.016765598,0.4014034,0.2420189,-0.1593845
16,0.060132567,-0.06552242,"('unpopular', 'popular')",0.5349387,0.4242983,0.2975356,0.1793879,-0.1181477
17,-0.4619529,-0.40203744,"('nasty', 'nice')",-0.6693108,-0.63452744,-0.5656319,-0.5182824,0.0473495
18,-0.9483141,-1.065082,"('disagreeable', 'welcoming')",-0.7875352,-0.90844107,-0.8679246,-0.9867615,-0.1188369
19,-1.0043176,-1.2095058,"('inhospitable', 'hospitable')",-0.8470142,-0.8044432,-0.9256659,-1.0069745,-0.0813086
20,0.061975714,0.20683019,"('rough', 'thoughtful')",1.044764,0.926376,0.5533699,0.5666031,0.0132332
21,-0.007910173,-0.043628655,"('immoral', 'moral')",-0.16203742,-0.24021271,-0.0849738,-0.1419207,-0.0569469
22,-0.844133,-0.84042007,"('untrustworthy', 'trustworthy')",-0.9026586,-1.0678461,-0.8733958,-0.954133,-0.0807372
23,-0.6390379,-0.6857437,"('insincere', 'sincere')",5.2816367,5.148894,2.3212993,2.231575,-0.0897243
24,0.03890618,-0.03046529,"('dishonest', 'honest')",0.73215157,0.69530004,0.3855289,0.3324174,-0.0531115
25,0.23078299,-0.03132588,"('egoistic', 'altruistic')",0.71303624,0.55140907,0.4719096,0.2600416,-0.211868
26,0.14676581,-0.23768447,"('hardhearted', 'benevolent')",1.4477007,1.1236728,0.7972333,0.4429942,-0.3542391
27,-1.1384088,-0.95782995,"('hardhearted', 'softhearted')",0.43767744,0.36957297,-0.3503657,-0.2941285,0.0562372
28,-0.2681181,-0.43676382,"('disloyal', 'loyal')",1.0932052,0.90902495,0.4125435,0.2361306,-0.1764129
29,-0.065134816,-0.129892,"('unfair', 'fair')",-0.30514985,-0.4196209,-0.1851423,-0.2747565,-0.0896142
30,0.09656437,0.16534452,"('intolerant', 'tolerant')",0.8120208,0.8084885,0.4542926,0.4869165,0.0326239
31,-0.5032892,-0.8076645,"('evil', 'good')",-1.2477669,-1.3898933,-0.875528,-1.098779,-0.223251
32,-0.10186733,-0.21694706,"('unkind', 'kind')",0.70318633,0.4056126,0.3006595,0.0943328,-0.2063267
33,0.31895232,0.01740562,"('wrong', 'right')",-1.070021,-1.0809246,-0.3755344,-0.5317595,-0.1562251
34,-0.6179961,-0.44122615,"('mean', 'honorable')",5.173243,5.45314,2.2776234,2.5059569,0.2283335
35,-0.6290774,-0.8488447,"('corrupt', 'incorrupt')",-0.7035347,-0.80606574,-0.666306,-0.8274552,-0.1611492
36,-0.612602,-1.1148012,"('hostile', 'amicable')",-0.4428774,-0.6668238,-0.5277397,-0.8908125,-0.3630728
37,-0.33951014,-0.33388823,"('fake', 'genuine')",0.028752659,0.08653802,-0.1553787,-0.1236751,0.0317036
38,-1.1470573,-1.2165515,"('untruthful', 'truthful')",-0.15059477,-0.0046122596,-0.648826,-0.6105819,0.0382441
39,0.94890124,0.99818814,"('exploitative', 'cooperative')",-0.09493317,-0.033262864,0.426984,0.4824626,0.0554786
40,0.35417548,0.33866304,"('stingy', 'generous')",-1.7350637,-1.9059551,-0.6904441,-0.783646,-0.0932019
41,-0.51923674,-0.60591877,"('unforgiving', 'forgiving')",0.08596462,-0.020972261,-0.2166361,-0.3134455,-0.0968094
42,-0.0013133213,0.15567699,"('unreliable', 'reliable')",-2.8871226,-2.7951727,-1.4442179,-1.3197478,0.1244701
43,-0.9382174,-0.78417933,"('irresponsible', 'responsible')",0.39864147,0.41006416,-0.269788,-0.1870576,0.0827304
44,-0.7796782,-0.65916175,"('prejudiced', 'unprejudiced')",-1.1515353,-1.2081249,-0.9656067,-0.9336433,0.0319634
45,-0.88533366,-0.7773727,"('incompetent', 'competent')",0.19992103,0.108822435,-0.3427063,-0.3342751,0.0084312
46,-0.07927923,0.076116666,"('uncompetitive', 'competitive')",-0.35118654,-0.29474774,-0.2152329,-0.1093155,0.1059174
47,-0.19452287,-0.07467149,"('stupid', 'smart')",4.8596344,4.974455,2.3325558,2.4498918,0.117336
48,-0.20842618,-0.113390595,"('unintelligent', 'intelligent')",0.85472155,0.8506389,0.3231477,0.3686242,0.0454765
49,-0.3283032,-0.17843798,"('unable', 'able')",-0.39181107,-0.2630515,-0.3600571,-0.2207447,0.1393124
50,-0.13698849,-0.13234626,"('clumsy', 'skillful')",0.017324187,-0.09182979,-0.0598322,-0.112088,-0.0522558
51,-0.7854345,-0.6961967,"('uneducated', 'educated')",0.9408541,0.85719675,0.0777098,0.0805,0.0027902
52,0.63896936,0.17747068,"('irrational', 'rational')",-0.22732475,-0.4336537,0.2058223,-0.1280915,-0.3339138
53,0.4222752,0.07261139,"('uncreative', 'creative')",0.61546814,0.44317323,0.5188717,0.2578923,-0.2609794
54,-0.6065512,-0.7993822,"('incapable', 'capable')",0.4393614,0.41353866,-0.0835949,-0.1929218,-0.1093269
55,-0.58259946,-0.33455527,"('incompetent', 'clever')",0.711973,0.67425627,0.0646868,0.1698505,0.1051637
56,0.15427518,0.22260883,"('impractical', 'practical')",-0.14083447,-0.036822967,0.0067204,0.0928929,0.0861725
57,-0.8883553,-1.0598629,"('unimaginative', 'imaginative')",-2.6649451,-2.7404234,-1.7766502,-1.9001431,-0.1234929
58,-0.032431222,-0.20047134,"('undiscriminating', 'discriminating')",0.5002143,0.49503657,0.2338915,0.1472826,-0.0866089
59,0.3986999,0.16945107,"('foolish', 'wise')",-0.239086,-0.2250699,0.079807,-0.0278094,-0.1076164
60,-0.39526692,0.0065389206,"('inefficient', 'efficient')",0.035497367,0.3973623,-0.1798848,0.2019506,0.3818354
61,0.64520335,0.48458976,"('illogical', 'logical')",0.7655655,0.576363,0.7053844,0.5304764,-0.174908
62,-0.1865624,0.18106961,"('incompetent', 'brilliant')",0.69050664,0.9552699,0.2519721,0.5681697,0.3161976
63,-0.37933224,-0.2395042,"('unperceptive', 'insightful')",0.69406307,0.8133237,0.1573654,0.2869097,0.1295443
64,-0.23288214,-0.120601594,"('shy', 'confident')",-5.536438,-5.4270954,-2.88466,-2.7738485,0.1108115
65,-0.24804676,-0.16258472,"('insecure', 'secure')",-0.05460455,-0.0073933154,-0.1513257,-0.084989,0.0663367
66,-0.20091861,-0.35412943,"('inactive', 'active')",0.2815355,0.23395406,0.0403084,-0.0600877,-0.1003961
67,0.9588221,0.9045297,"('doubtful', 'determined')",-0.16706778,-0.19215766,0.3958772,0.356186,-0.0396912
68,-0.7069683,-0.6298357,"('dependent', 'independent')",-0.39099237,-0.27682075,-0.5489804,-0.4533283,0.0956521
69,0.3645936,0.25083265,"('lazy', 'industrious')",-1.2161096,-1.0543015,-0.425758,-0.4017344,0.0240236
70,-1.0463002,-0.8203781,"('lethargic', 'energetic')",0.19490871,0.31923574,-0.4256957,-0.2505712,0.1751245
71,0.74098444,0.6266338,"('diffident', 'self-confident')",0.12229502,-0.004337292,0.4316397,0.3111483,-0.1204914
72,-0.4423681,-0.34065318,"('unambitious', 'ambitious')",-0.47690514,-0.4717986,-0.4596366,-0.4062259,0.0534107
73,-0.06149441,-0.10437015,"('helpless', 'self-reliant')",-3.283713,-3.1685476,-1.6726037,-1.6364589,0.0361448
74,0.31803864,0.31592035,"('undedicated', 'dedicated')",-0.079971194,-0.2821519,0.1190337,0.0168842,-0.1021495
75,-0.45008266,-0.45746017,"('meek', 'impulsive')",-0.35507274,-0.2323016,-0.4025777,-0.3448809,0.0576968
76,0.07285961,0.45961058,"('anxious', 'daring')",0.19078913,0.24312332,0.1318244,0.3513669,0.2195425
77,-0.2591214,-0.0874851,"('unmotivated', 'motivated')",-0.9183644,-0.73718256,-0.5887429,-0.4123338,0.1764091
78,-0.18367632,-0.00057743303,"('nonresilient', 'resilient')",0.0012155259,0.0010921154,-0.0912304,0.0002573,0.0914877
79,-0.66702706,-0.9238995,"('wavering', 'unwavering')",-0.6669983,-0.7146611,-0.6670127,-0.8192803,-0.1522676
80,0.4392459,0.5690751,"('dominated', 'dominating')",-0.272156,-0.29012796,0.083545,0.1394736,0.0559286
81,-0.36936638,-0.08535398,"('submissive', 'aggressive')",-0.508777,-0.2520467,-0.4390717,-0.1687003,0.2703714
82,-0.19704106,-0.17432588,"('poor', 'rich')",6.4853334,6.408774,3.1441462,3.117224,-0.0269222
83,0.47911045,0.30323127,"('powerless', 'powerful')",-0.5224265,-0.57340455,-0.021658,-0.1350866,-0.1134286
84,1.199624,1.071232,"('inferior', 'superior')",1.1459976,1.2294812,1.1728108,1.1503565,-0.0224543
85,0.31518742,-0.090687886,"('insignificant', 'prestigious')",-0.39281335,-0.5971772,-0.038813,-0.3439325,-0.3051195
86,-0.50857145,-0.77592975,"('uninfluential', 'influential')",-0.042542424,-0.17629895,-0.2755569,-0.4761143,-0.2005574
87,0.48060554,0.39638388,"('unsuccessful', 'successful')",1.1635158,1.0528252,0.8220607,0.7246045,-0.0974562
88,-0.07244413,-0.30086252,"('low', 'eminent')",-0.21324226,-0.36387488,-0.1428432,-0.3323687,-0.1895255
