,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
0,-1.0359817,-1.0325117,"('unsociable', 'sociable')",-1.0359817,-1.0325117,0.00347
1,0.6543572,0.29530206,"('unfriendly', 'friendly')",0.6543572,0.2953021,-0.3590551
2,0.6548105,0.71537423,"('unlikable', 'likable')",0.6548105,0.7153742,0.0605637
3,-0.7185805,-0.6026694,"('repellent', 'pleasant')",-0.7185805,-0.6026694,0.1159111
4,-0.7084269,-0.6658003,"('disliked', 'liked')",-0.7084269,-0.6658003,0.0426266
5,1.1616578,1.0389167,"('distant', 'outgoing')",1.1616578,1.0389167,-0.1227411
6,1.0356681,0.87571675,"('distant', 'open')",1.0356681,0.8757167,-0.1599514
7,-1.058077,-0.9760978,"('insensitive', 'sensitive')",-1.058077,-0.9760978,0.0819792
8,-0.4474904,-0.6812388,"('unaffectionate', 'affectionate')",-0.4474904,-0.6812388,-0.2337484
9,-0.34182176,-0.56265694,"('unaffectionate', 'caring')",-0.3418218,-0.5626569,-0.2208351
10,-2.415569,-2.3889756,"('unsympathetic', 'sympathetic')",-2.4155691,-2.3889756,0.0265935
11,-1.2151759,-1.205903,"('unhelpful', 'helpful')",-1.2151759,-1.2059031,0.0092728
12,-1.2926537,-1.2796136,"('unsupportive', 'supportive')",-1.2926537,-1.2796136,0.0130401
13,-1.512398,-1.390369,"('impolite', 'polite')",-1.512398,-1.3903691,0.1220289
14,-0.6999713,-0.6537506,"('antisocial', 'social')",-0.6999713,-0.6537506,0.0462207
15,0.30779764,0.1846338,"('boring', 'funny')",0.3077976,0.1846338,-0.1231638
16,0.08014299,0.04840121,"('unpopular', 'popular')",0.080143,0.0484012,-0.0317418
17,0.047350414,0.13742186,"('nasty', 'nice')",0.0473504,0.1374219,0.0900715
18,-0.6666574,-0.68185675,"('disagreeable', 'welcoming')",-0.6666574,-0.6818568,-0.0151994
19,-0.58564955,-0.56123203,"('inhospitable', 'hospitable')",-0.5856495,-0.561232,0.0244175
20,-0.6549837,-0.6763555,"('rough', 'thoughtful')",-0.6549837,-0.6763555,-0.0213718
21,-1.2726828,-1.1614078,"('immoral', 'moral')",-1.2726828,-1.1614078,0.111275
22,-0.43877938,-0.46273726,"('untrustworthy', 'trustworthy')",-0.4387794,-0.4627373,-0.0239579
23,0.3249913,0.2419517,"('insincere', 'sincere')",0.3249913,0.2419517,-0.0830396
24,-0.31449944,-0.4064258,"('dishonest', 'honest')",-0.3144994,-0.4064258,-0.0919264
25,0.31699196,0.20063065,"('egoistic', 'altruistic')",0.316992,0.2006306,-0.1163614
26,0.43021894,0.18354157,"('hardhearted', 'benevolent')",0.4302189,0.1835416,-0.2466773
27,0.17308858,0.08619897,"('hardhearted', 'softhearted')",0.1730886,0.086199,-0.0868896
28,-0.46172538,-0.6582927,"('disloyal', 'loyal')",-0.4617254,-0.6582927,-0.1965673
29,-0.07681669,-0.14576489,"('unfair', 'fair')",-0.0768167,-0.1457649,-0.0689482
30,-1.203684,-1.0980374,"('intolerant', 'tolerant')",-1.203684,-1.0980374,0.1056466
31,0.44193166,0.40781355,"('evil', 'good')",0.4419317,0.4078135,-0.0341182
32,0.22033225,0.12621021,"('unkind', 'kind')",0.2203322,0.1262102,-0.094122
33,0.8934066,0.78857994,"('wrong', 'right')",0.8934066,0.7885799,-0.1048267
34,0.5206504,0.64164406,"('mean', 'honorable')",0.5206504,0.6416441,0.1209937
35,1.3191608,1.1274104,"('corrupt', 'incorrupt')",1.3191608,1.1274104,-0.1917504
36,0.6884541,0.5215948,"('hostile', 'amicable')",0.6884541,0.5215948,-0.1668593
37,-0.14833257,-0.13615498,"('fake', 'genuine')",-0.1483326,-0.136155,0.0121776
38,-0.29701895,-0.34494582,"('untruthful', 'truthful')",-0.2970189,-0.3449458,-0.0479269
