,conocophillips_male,conocophillips_female,tuple,average_male,average_female,female-male
39,0.24509108,0.36475942,"('exploitative', 'cooperative')",0.2450911,0.3647594,0.1196683
40,-0.121467575,-0.18929169,"('stingy', 'generous')",-0.1214676,-0.1892917,-0.0678241
41,-0.39272967,-0.45418963,"('unforgiving', 'forgiving')",-0.3927297,-0.4541896,-0.0614599
42,-0.48516268,-0.31763282,"('unreliable', 'reliable')",-0.4851627,-0.3176328,0.1675299
43,-1.2140591,-1.1848575,"('irresponsible', 'responsible')",-1.2140591,-1.1848575,0.0292016
44,0.29150486,0.42379898,"('prejudiced', 'unprejudiced')",0.2915049,0.423799,0.1322941
45,-1.4188566,-1.3955585,"('incompetent', 'competent')",-1.4188566,-1.3955585,0.0232981
46,-1.8165185,-1.697953,"('uncompetitive', 'competitive')",-1.8165185,-1.697953,0.1185655
47,0.7845837,0.8181574,"('stupid', 'smart')",0.7845837,0.8181574,0.0335737
48,-1.3032511,-1.302213,"('unintelligent', 'intelligent')",-1.3032511,-1.302213,0.0010381
49,-0.52488613,-0.38851058,"('unable', 'able')",-0.5248861,-0.3885106,0.1363755
50,0.24706334,0.16732666,"('clumsy', 'skillful')",0.2470633,0.1673267,-0.0797366
51,-1.3129481,-1.2529281,"('uneducated', 'educated')",-1.3129481,-1.2529281,0.06002
52,0.15754548,-0.06471723,"('irrational', 'rational')",0.1575455,-0.0647172,-0.2222627
53,-0.10238821,-0.24973753,"('uncreative', 'creative')",-0.1023882,-0.2497375,-0.1473493
54,-0.04016939,-0.11706397,"('incapable', 'capable')",-0.0401694,-0.117064,-0.0768946
55,-1.6881899,-1.5246013,"('incompetent', 'clever')",-1.6881899,-1.5246013,0.1635886
56,-0.59194773,-0.50331044,"('impractical', 'practical')",-0.5919477,-0.5033104,0.0886373
57,-1.5380735,-1.5389122,"('unimaginative', 'imaginative')",-1.5380735,-1.5389122,-0.0008387
58,-0.37585276,-0.48468128,"('undiscriminating', 'discriminating')",-0.3758528,-0.4846813,-0.1088285
59,0.42484123,0.31712416,"('foolish', 'wise')",0.4248412,0.3171242,-0.107717
60,-0.9411541,-0.72891724,"('inefficient', 'efficient')",-0.9411541,-0.7289172,0.2122369
61,-0.29053196,-0.39361528,"('illogical', 'logical')",-0.290532,-0.3936153,-0.1030833
62,-0.98045605,-0.811165,"('incompetent', 'brilliant')",-0.9804561,-0.811165,0.1692911
63,-0.8709289,-0.87898666,"('unperceptive', 'insightful')",-0.8709289,-0.8789867,-0.0080578
64,-1.5013853,-1.3496866,"('shy', 'confident')",-1.5013853,-1.3496866,0.1516987
65,-1.0181801,-0.93130475,"('insecure', 'secure')",-1.0181801,-0.9313048,0.0868753
66,0.51490724,0.461699,"('inactive', 'active')",0.5149072,0.461699,-0.0532082
67,0.26475793,0.32247573,"('doubtful', 'determined')",0.2647579,0.3224757,0.0577178
68,-0.48474687,-0.45957696,"('dependent', 'independent')",-0.4847469,-0.459577,0.0251699
69,1.9336671,1.901434,"('lazy', 'industrious')",1.9336671,1.9014339,-0.0322332
70,-1.3469734,-1.2583337,"('lethargic', 'energetic')",-1.3469734,-1.2583337,0.0886397
71,0.17356774,0.118720785,"('diffident', 'self-confident')",0.1735677,0.1187208,-0.0548469
72,-0.24962527,-0.2555548,"('unambitious', 'ambitious')",-0.2496253,-0.2555548,-0.0059295
73,0.0761493,0.10231183,"('helpless', 'self-reliant')",0.0761493,0.1023118,0.0261625
74,-0.14446905,-0.21151744,"('undedicated', 'dedicated')",-0.1444691,-0.2115174,-0.0670483
75,0.58135986,0.5862997,"('meek', 'impulsive')",0.5813599,0.5862997,0.0049398
76,-0.62447894,-0.45711386,"('anxious', 'daring')",-0.6244789,-0.4571139,0.167365
77,-0.72752535,-0.62235564,"('unmotivated', 'motivated')",-0.7275254,-0.6223556,0.1051698
78,-0.519931,-0.5741193,"('nonresilient', 'resilient')",-0.519931,-0.5741193,-0.0541883
79,0.77040154,0.64706963,"('wavering', 'unwavering')",0.7704015,0.6470696,-0.1233319
80,-0.6424242,-0.49533436,"('dominated', 'dominating')",-0.6424242,-0.4953344,0.1470898
81,-1.2109449,-1.0247978,"('submissive', 'aggressive')",-1.2109449,-1.0247978,0.1861471
82,0.5687231,0.5636652,"('poor', 'rich')",0.5687231,0.5636652,-0.0050579
83,-0.681402,-0.66776884,"('powerless', 'powerful')",-0.681402,-0.6677688,0.0136332
84,-0.5431423,-0.61469203,"('inferior', 'superior')",-0.5431423,-0.614692,-0.0715497
85,1.2232744,1.0730083,"('insignificant', 'prestigious')",1.2232744,1.0730083,-0.1502661
86,-1.4095662,-1.5175112,"('uninfluential', 'influential')",-1.4095662,-1.5175112,-0.107945
87,0.41097632,0.48132035,"('unsuccessful', 'successful')",0.4109763,0.4813204,0.0703441
88,-0.33367035,-0.38609412,"('low', 'eminent')",-0.3336703,-0.3860941,-0.0524238
