,wabtec_male,wabtec_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.9304794,-1.0517135,"('unsociable', 'sociable')",-0.09192155,-0.27701855,-0.5112005,-0.664366,-0.1531655
1,-0.6062262,-0.69187105,"('unfriendly', 'friendly')",1.3810765,1.2465141,0.3874251,0.2773215,-0.1101036
2,1.188825,1.2134283,"('unlikable', 'likable')",0.9126278,0.9392493,1.0507264,1.0763388,0.0256124
3,-0.58353776,-0.5082065,"('repellent', 'pleasant')",0.51900154,0.5604246,-0.0322681,0.0261091,0.0583772
4,0.52736735,0.4779393,"('disliked', 'liked')",-5.9804344,-6.0620036,-2.7265334,-2.7920322,-0.0654988
5,-0.24317983,-0.21073571,"('distant', 'outgoing')",-0.70139426,-0.6727298,-0.4722871,-0.4417328,0.0305543
6,-0.5205804,-0.49154854,"('distant', 'open')",-0.72356427,-0.7367126,-0.6220723,-0.6141306,0.0079417
7,-0.7040297,-0.66290754,"('insensitive', 'sensitive')",0.13290921,0.09366978,-0.2855603,-0.2846189,0.0009414
8,-1.3541135,-1.4048437,"('unaffectionate', 'affectionate')",0.35114464,0.2946932,-0.5014844,-0.5550752,-0.0535908
9,-1.0994451,-1.1889582,"('unaffectionate', 'caring')",0.80458057,0.7546671,-0.1474323,-0.2171455,-0.0697132
10,-2.1092846,-2.1391623,"('unsympathetic', 'sympathetic')",-1.0115112,-1.0476248,-1.5603979,-1.5933936,-0.0329957
11,-1.0152013,-1.0799813,"('unhelpful', 'helpful')",1.3959143,1.3542786,0.1903565,0.1371486,-0.0532079
12,-0.57570773,-0.52180326,"('unsupportive', 'supportive')",-2.187041,-2.2238936,-1.3813744,-1.3728485,0.0085259
13,-0.37838998,-0.3993842,"('impolite', 'polite')",-0.9827223,-1.0100216,-0.6805561,-0.7047029,-0.0241468
14,0.051680245,0.023798553,"('antisocial', 'social')",0.18030481,0.0881183,0.1159925,0.0559584,-0.0600341
15,0.8981326,0.77057356,"('boring', 'funny')",0.5212719,0.5153273,0.7097023,0.6429504,-0.0667519
16,0.06543352,0.007017143,"('unpopular', 'popular')",0.74981236,0.6479631,0.4076229,0.3274901,-0.0801328
17,-0.26536328,-0.23331776,"('nasty', 'nice')",-0.3066737,-0.2998951,-0.2860185,-0.2666065,0.019412
18,-0.30776238,-0.3218657,"('disagreeable', 'welcoming')",-0.52416414,-0.5966784,-0.4159633,-0.459272,-0.0433087
19,-0.5354619,-0.51745373,"('inhospitable', 'hospitable')",-0.3607564,-0.3439857,-0.4481091,-0.4307197,0.0173894
20,0.13721995,0.15233338,"('rough', 'thoughtful')",0.77421385,0.7570791,0.4557169,0.4547063,-0.0010106
21,-0.2180988,-0.22961174,"('immoral', 'moral')",-0.5554188,-0.558897,-0.3867588,-0.3942544,-0.0074956
22,-0.49793348,-0.53239167,"('untrustworthy', 'trustworthy')",-0.86452615,-0.9485526,-0.6812298,-0.7404721,-0.0592423
23,-0.9306732,-1.0095997,"('insincere', 'sincere')",5.3234906,5.197441,2.1964087,2.0939207,-0.102488
24,-0.36314726,-0.426267,"('dishonest', 'honest')",0.34613678,0.29941243,-0.0085052,-0.0634273,-0.0549221
25,0.4469338,0.42347968,"('egoistic', 'altruistic')",1.264535,1.2731107,0.8557343,0.8482952,-0.0074391
26,0.10431722,0.057192273,"('hardhearted', 'benevolent')",2.0367098,1.9822336,1.0705135,1.0197129,-0.0508006
27,-0.50110126,-0.48865885,"('hardhearted', 'softhearted')",0.8779973,0.8101479,0.188448,0.1607445,-0.0277035
28,-0.728035,-0.9075462,"('disloyal', 'loyal')",1.0461129,0.8933548,0.159039,-0.0070957,-0.1661347
29,-0.38768187,-0.39525834,"('unfair', 'fair')",-0.26593363,-0.38534847,-0.3268077,-0.3903034,-0.0634957
30,0.73976356,0.64311737,"('intolerant', 'tolerant')",0.9928164,0.8971293,0.86629,0.7701234,-0.0961666
31,0.16811235,0.22912389,"('evil', 'good')",-0.513743,-0.5708371,-0.1728153,-0.1708566,0.0019587
32,-0.4771899,-0.582289,"('unkind', 'kind')",0.64511836,0.44813627,0.0839642,-0.0670764,-0.1510406
33,0.771968,0.73083895,"('wrong', 'right')",-0.53265893,-0.57646406,0.1196545,0.0771874,-0.0424671
34,0.21830699,0.3111016,"('mean', 'honorable')",5.415591,5.52825,2.8169489,2.9196758,0.1027269
35,0.6704761,0.6262121,"('corrupt', 'incorrupt')",-0.12602612,-0.14607877,0.272225,0.2400667,-0.0321583
36,0.4130616,0.3415236,"('hostile', 'amicable')",0.23230337,0.101062834,0.3226825,0.2212932,-0.1013893
37,-0.20782952,-0.22013028,"('fake', 'genuine')",-0.41988945,-0.41883853,-0.3138595,-0.3194844,-0.0056249
38,-0.97233623,-1.0148441,"('untruthful', 'truthful')",-0.17972979,-0.15240201,-0.576033,-0.5836231,-0.0075901
