,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,female-male
0,-0.09177682,-0.263886,"('unsociable', 'sociable')",-0.08179358,-0.25541058,-0.050855517,-0.21285067,-0.0748086,-0.2440491,-0.1692405
1,0.81452876,0.7502342,"('unfriendly', 'friendly')",1.1791275,1.0957388,1.1805578,1.0074471,1.0580713,0.9511401,-0.1069312
2,-0.39789996,-0.33241218,"('unlikable', 'likable')",-0.4485212,-0.38372448,0.88990766,0.977486,0.0144955,0.0871164,0.0726209
3,-1.3123443,-1.2521904,"('repellent', 'pleasant')",-1.3724115,-1.3874815,0.7733627,0.77896816,-0.6371311,-0.6202346,0.0168965
4,-0.439366,-0.37966898,"('disliked', 'liked')",0.11535588,0.14320853,-6.2856207,-6.315883,-2.2032102,-2.1841145,0.0190957
5,0.5688462,0.708808,"('distant', 'outgoing')",0.6569397,0.80425817,-0.9869326,-0.8799921,0.0796178,0.2110247,0.1314069
6,-0.06829018,0.0935089,"('distant', 'open')",0.6324382,0.7941182,-1.0994653,-1.0305728,-0.1784391,-0.0476485,0.1307906
7,0.10426899,0.04009027,"('insensitive', 'sensitive')",-0.54874194,-0.65684265,-0.042917162,-0.0810069,-0.1624634,-0.2325864,-0.070123
8,1.0542965,1.1313143,"('unaffectionate', 'affectionate')",1.7774302,1.7451816,-0.20397153,-0.33858612,0.8759183,0.8459699,-0.0299484
9,1.5927051,1.6151967,"('unaffectionate', 'caring')",1.6466551,1.6167237,0.44593853,0.3509119,1.228433,1.1942774,-0.0341556
10,-0.43018493,-0.5431385,"('unsympathetic', 'sympathetic')",-1.107844,-1.3416576,-0.49035087,-0.6433618,-0.6761266,-0.8427193,-0.1665927
11,1.1261375,1.0249319,"('unhelpful', 'helpful')",-0.030815002,-0.04239782,2.6728065,2.5561259,1.256043,1.1795533,-0.0764897
12,0.6833467,0.71763843,"('unsupportive', 'supportive')",0.86894524,0.80730426,-1.9504387,-1.9537451,-0.1327156,-0.1429342,-0.0102186
13,-0.5997761,-0.7440523,"('impolite', 'polite')",-0.75465155,-0.91507435,0.05783303,-0.021590538,-0.4321982,-0.5602391,-0.1280409
14,-0.7125186,-0.90614593,"('antisocial', 'social')",-0.6961897,-0.9033272,-0.2428563,-0.346984,-0.5505215,-0.7188191,-0.1682976
15,1.4682417,1.4451599,"('boring', 'funny')",1.761112,1.7459605,1.1070114,1.1532649,1.4454551,1.4481284,0.0026733
16,0.84699845,0.9407536,"('unpopular', 'popular')",1.3210799,1.4552686,0.32809377,0.31669384,0.8320574,0.9042387,0.0721813
17,0.17431799,0.2780006,"('nasty', 'nice')",0.108582675,0.23093854,-0.09176519,-0.012326783,0.0637118,0.1655375,0.1018257
18,0.064690076,0.110294655,"('disagreeable', 'welcoming')",0.6360905,0.5758612,-1.3255699,-1.4070058,-0.2082631,-0.2402833,-0.0320202
19,-0.10647607,-0.04669626,"('inhospitable', 'hospitable')",0.24712092,0.31593484,-0.23195893,-0.2104089,-0.030438,0.0196099,0.0500479
