,fedelini_male,fedelini_female,tuple,average_male,average_female,female-male
0,0.091188855,-0.022799253,"('unsociable', 'sociable')",0.0911889,-0.0227993,-0.1139882
1,-1.026144,-1.1117433,"('unfriendly', 'friendly')",-1.026144,-1.1117433,-0.0855993
2,1.2765542,1.2624948,"('unlikable', 'likable')",1.2765542,1.2624948,-0.0140594
3,0.10296553,0.1419508,"('repellent', 'pleasant')",0.1029655,0.1419508,0.0389853
4,-1.7244078,-1.9391001,"('disliked', 'liked')",-1.7244078,-1.9391001,-0.2146923
5,-0.94181573,-1.0099748,"('distant', 'outgoing')",-0.9418157,-1.0099748,-0.0681591
6,-1.5250945,-1.570053,"('distant', 'open')",-1.5250945,-1.570053,-0.0449585
7,-0.53876585,-0.50547814,"('insensitive', 'sensitive')",-0.5387658,-0.5054781,0.0332877
8,-0.5087495,-0.5969633,"('unaffectionate', 'affectionate')",-0.5087495,-0.5969633,-0.0882138
9,-0.5750271,-0.6367759,"('unaffectionate', 'caring')",-0.5750271,-0.6367759,-0.0617488
10,-0.14795226,-0.107898474,"('unsympathetic', 'sympathetic')",-0.1479523,-0.1078985,0.0400538
11,0.73925006,0.79740757,"('unhelpful', 'helpful')",0.7392501,0.7974076,0.0581575
12,-0.42509535,-0.44609407,"('unsupportive', 'supportive')",-0.4250953,-0.4460941,-0.0209988
13,0.0082918145,-0.02260289,"('impolite', 'polite')",0.0082918,-0.0226029,-0.0308947
14,0.80456084,0.84102523,"('antisocial', 'social')",0.8045608,0.8410252,0.0364644
15,0.013706101,-0.083439626,"('boring', 'funny')",0.0137061,-0.0834396,-0.0971457
16,-0.15688932,-0.22894856,"('unpopular', 'popular')",-0.1568893,-0.2289486,-0.0720593
17,-0.29008096,-0.25736383,"('nasty', 'nice')",-0.290081,-0.2573638,0.0327172
18,-0.5004327,-0.47025445,"('disagreeable', 'welcoming')",-0.5004327,-0.4702545,0.0301782
19,-0.9412581,-0.9847586,"('inhospitable', 'hospitable')",-0.9412581,-0.9847586,-0.0435005
20,0.7518409,0.6771745,"('rough', 'thoughtful')",0.7518409,0.6771745,-0.0746664
21,0.71147066,0.6977627,"('immoral', 'moral')",0.7114707,0.6977627,-0.013708
22,0.09022084,0.082366295,"('untrustworthy', 'trustworthy')",0.0902208,0.0823663,-0.0078545
23,1.5327452,1.6387553,"('insincere', 'sincere')",1.5327452,1.6387553,0.1060101
24,-0.119695,-0.16210008,"('dishonest', 'honest')",-0.119695,-0.1621001,-0.0424051
25,-0.4811757,-0.5712573,"('egoistic', 'altruistic')",-0.4811757,-0.5712573,-0.0900816
26,-0.051688995,-0.19646885,"('hardhearted', 'benevolent')",-0.051689,-0.1964688,-0.1447798
27,-0.451708,-0.4048935,"('hardhearted', 'softhearted')",-0.451708,-0.4048935,0.0468145
28,0.1979517,0.092202164,"('disloyal', 'loyal')",0.1979517,0.0922022,-0.1057495
29,-0.7700989,-0.7796135,"('unfair', 'fair')",-0.7700989,-0.7796135,-0.0095146
30,0.8794683,0.9285628,"('intolerant', 'tolerant')",0.8794683,0.9285628,0.0490945
31,-1.6499704,-1.6408807,"('evil', 'good')",-1.6499704,-1.6408807,0.0090897
32,0.60393244,0.48752916,"('unkind', 'kind')",0.6039324,0.4875292,-0.1164032
33,-0.22386894,-0.36849123,"('wrong', 'right')",-0.2238689,-0.3684912,-0.1446223
34,1.1122338,1.3494664,"('mean', 'honorable')",1.1122338,1.3494664,0.2372326
35,-1.0914953,-1.2627053,"('corrupt', 'incorrupt')",-1.0914953,-1.2627053,-0.17121
36,-1.1501138,-1.2797362,"('hostile', 'amicable')",-1.1501138,-1.2797362,-0.1296224
37,0.21362773,0.122060604,"('fake', 'genuine')",0.2136277,0.1220606,-0.0915671
38,0.21824653,0.20562854,"('untruthful', 'truthful')",0.2182465,0.2056285,-0.012618
39,0.024381917,0.025495833,"('exploitative', 'cooperative')",0.0243819,0.0254958,0.0011139
40,-0.95213646,-1.0060486,"('stingy', 'generous')",-0.9521365,-1.0060486,-0.0539121
41,0.40865,0.49523845,"('unforgiving', 'forgiving')",0.40865,0.4952385,0.0865885
42,-0.3767581,-0.30638763,"('unreliable', 'reliable')",-0.3767581,-0.3063876,0.0703705
43,0.40200338,0.4310502,"('irresponsible', 'responsible')",0.4020034,0.4310502,0.0290468
44,-0.5250667,-0.5704907,"('prejudiced', 'unprejudiced')",-0.5250667,-0.5704907,-0.045424
45,0.02410347,0.096850544,"('incompetent', 'competent')",0.0241035,0.0968505,0.072747
46,0.32116267,0.28116918,"('uncompetitive', 'competitive')",0.3211627,0.2811692,-0.0399935
47,1.3460957,1.5338428,"('stupid', 'smart')",1.3460957,1.5338428,0.1877471
48,-0.04977964,0.029895972,"('unintelligent', 'intelligent')",-0.0497796,0.029896,0.0796756
49,0.25291252,0.43910715,"('unable', 'able')",0.2529125,0.4391071,0.1861946
50,0.3794872,0.35323992,"('clumsy', 'skillful')",0.3794872,0.3532399,-0.0262473
51,0.35875887,0.3479786,"('uneducated', 'educated')",0.3587589,0.3479786,-0.0107803
52,-1.2129662,-1.3789908,"('irrational', 'rational')",-1.2129662,-1.3789908,-0.1660246
53,-1.3382477,-1.3761451,"('uncreative', 'creative')",-1.3382477,-1.3761451,-0.0378974
54,0.12553395,0.13907197,"('incapable', 'capable')",0.125534,0.139072,0.013538
55,0.99991256,1.1012225,"('incompetent', 'clever')",0.9999126,1.1012225,0.1013099
56,1.2025206,1.1733742,"('impractical', 'practical')",1.2025206,1.1733742,-0.0291464
57,-0.8143508,-0.91825473,"('unimaginative', 'imaginative')",-0.8143508,-0.9182547,-0.1039039
58,-0.12821211,-0.1276623,"('undiscriminating', 'discriminating')",-0.1282121,-0.1276623,0.0005498
59,-0.5284844,-0.5168869,"('foolish', 'wise')",-0.5284844,-0.5168869,0.0115975
60,1.2431349,1.4087332,"('inefficient', 'efficient')",1.2431349,1.4087332,0.1655983
61,-0.65308905,-0.78310806,"('illogical', 'logical')",-0.653089,-0.7831081,-0.1300191
62,1.0825815,1.2585988,"('incompetent', 'brilliant')",1.0825815,1.2585988,0.1760173
63,-0.07826361,-0.01600166,"('unperceptive', 'insightful')",-0.0782636,-0.0160017,0.0622619
64,-1.1983643,-1.3435647,"('shy', 'confident')",-1.1983643,-1.3435647,-0.1452004
65,0.25146085,0.3187068,"('insecure', 'secure')",0.2514609,0.3187068,0.0672459
66,-0.9328219,-0.99318844,"('inactive', 'active')",-0.9328219,-0.9931884,-0.0603665
67,0.74680346,0.71737033,"('doubtful', 'determined')",0.7468035,0.7173703,-0.0294332
68,-0.47579256,-0.47775924,"('dependent', 'independent')",-0.4757926,-0.4777592,-0.0019666
69,-0.29569322,-0.43625835,"('lazy', 'industrious')",-0.2956932,-0.4362583,-0.1405651
70,0.2146891,0.31846163,"('lethargic', 'energetic')",0.2146891,0.3184616,0.1037725
71,-0.5673243,-0.62731963,"('diffident', 'self-confident')",-0.5673243,-0.6273196,-0.0599953
72,0.024413008,0.12630232,"('unambitious', 'ambitious')",0.024413,0.1263023,0.1018893
73,-0.3281651,-0.47807044,"('helpless', 'self-reliant')",-0.3281651,-0.4780704,-0.1499053
74,0.26345256,0.14936703,"('undedicated', 'dedicated')",0.2634526,0.149367,-0.1140856
75,0.055697583,0.07103913,"('meek', 'impulsive')",0.0556976,0.0710391,0.0153415
76,0.45457983,0.62633586,"('anxious', 'daring')",0.4545798,0.6263359,0.1717561
77,0.042323064,0.069701664,"('unmotivated', 'motivated')",0.0423231,0.0697017,0.0273786
78,0.20089218,0.22070388,"('nonresilient', 'resilient')",0.2008922,0.2207039,0.0198117
79,-0.8739745,-0.90016747,"('wavering', 'unwavering')",-0.8739745,-0.9001675,-0.026193
80,0.19270256,0.09437839,"('dominated', 'dominating')",0.1927026,0.0943784,-0.0983242
81,0.98115927,1.102628,"('submissive', 'aggressive')",0.9811593,1.102628,0.1214687
82,1.3694205,1.5449758,"('poor', 'rich')",1.3694205,1.5449758,0.1755553
83,0.360132,0.24062929,"('powerless', 'powerful')",0.360132,0.2406293,-0.1195027
84,0.59388167,0.5012217,"('inferior', 'superior')",0.5938817,0.5012217,-0.09266
85,-0.7108502,-0.8977327,"('insignificant', 'prestigious')",-0.7108502,-0.8977327,-0.1868825
86,-0.6170727,-0.7407054,"('uninfluential', 'influential')",-0.6170727,-0.7407054,-0.1236327
87,0.33869344,0.23750326,"('unsuccessful', 'successful')",0.3386934,0.2375033,-0.1011901
88,-0.028600799,-0.20624252,"('low', 'eminent')",-0.0286008,-0.2062425,-0.1776417
