,nxp_male,nxp_female,tuple,semiconductors_male,semiconductors_female,n_male,n_female,v_male,v_female,average_male,average_female,female-male
0,-0.60956496,-0.77756995,"('unsociable', 'sociable')",-0.00434196,-0.11044434,0.8077436,0.67214644,0.5258899,0.49314356,0.1799316,0.0693189,-0.1106127
1,-2.1510243,-2.2883573,"('unfriendly', 'friendly')",-0.035129845,-0.43702814,-1.3677477,-1.360662,0.029523492,-0.27578604,-0.8810946,-1.0904583,-0.2093637
2,0.9588955,0.9648193,"('unlikable', 'likable')",1.3429326,1.3308246,1.273746,1.3740593,0.9269328,0.9835923,1.1256268,1.1633239,0.0376971
3,0.39096665,0.34239253,"('repellent', 'pleasant')",-0.2788727,-0.24532825,1.5550188,1.5434977,0.3022031,0.5281575,0.4923289,0.5421798,0.0498509
4,0.20713177,0.23267868,"('disliked', 'liked')",-0.15157443,-0.11580481,0.30550513,0.5853505,-3.9063282,-3.9533048,-0.8863164,-0.8127701,0.0735463
5,-1.0135436,-0.89939207,"('distant', 'outgoing')",-1.0750152,-1.031409,-1.0219877,-0.72867215,-1.2104104,-1.1994593,-1.0802392,-0.9647332,0.115506
6,-1.3799145,-1.2234526,"('distant', 'open')",-1.2577269,-1.2652532,-0.9385315,-0.5912526,-0.5613891,-0.6517773,-1.0343904,-0.9329339,0.1014565
7,-0.8338209,-0.9081716,"('insensitive', 'sensitive')",-0.40992877,-0.38187912,-0.91506594,-0.8919967,-0.064921826,-0.042970896,-0.5559344,-0.5562546,-0.0003202
8,-1.6069268,-1.7445285,"('unaffectionate', 'affectionate')",-0.19399105,-0.45982155,-1.1162496,-1.1750299,-0.48709399,-0.8878945,-0.8510653,-1.0668186,-0.2157533
9,-1.5183617,-1.7051091,"('unaffectionate', 'caring')",-0.020169169,-0.32334948,-0.51102996,-0.56817496,0.6249843,0.34685695,-0.3561441,-0.5624441,-0.2063
10,-1.1338652,-1.3340005,"('unsympathetic', 'sympathetic')",-1.1406146,-1.245021,0.26257318,0.1161686,0.24661137,0.1800408,-0.4413238,-0.570703,-0.1293792
11,0.58938646,0.4961084,"('unhelpful', 'helpful')",1.1016632,1.1017002,1.216749,1.1007512,2.5065088,2.4244914,1.3535769,1.2807628,-0.0728141
12,-0.5716723,-0.6001601,"('unsupportive', 'supportive')",-0.10702019,-0.040191457,0.12599331,0.25816312,-0.53347665,-0.5560103,-0.271544,-0.2345497,0.0369943
