,jones_male,jones_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,0.3031454,0.107926235,"('unsociable', 'sociable')",0.46733874,0.22327764,-0.38677055,-0.60524994,0.1279045,-0.0913487,-0.2192532
1,1.1195343,0.97761977,"('unfriendly', 'friendly')",0.06686437,-0.05837048,1.942539,1.7561817,1.0429792,0.8918103,-0.1511689
2,1.0874554,1.187042,"('unlikable', 'likable')",1.3819494,1.428876,0.6521097,0.73977023,1.0405048,1.1185628,0.078058
3,-0.20812634,0.04095405,"('repellent', 'pleasant')",0.33517691,0.39323547,-0.062393278,0.041302454,0.0215524,0.1584973,0.1369449
4,0.21373087,0.17566632,"('disliked', 'liked')",-0.2086279,-0.23454902,-6.166551,-6.246535,-2.053816,-2.1018058,-0.0479898
5,0.33867553,0.3509236,"('distant', 'outgoing')",-1.1912007,-1.131357,0.10276613,0.10246632,-0.2499197,-0.225989,0.0239307
6,0.8599448,0.93004036,"('distant', 'open')",-1.3899418,-1.3263105,0.5013107,0.4447806,-0.0095621,0.0161701,0.0257322
7,0.45125765,0.5641668,"('insensitive', 'sensitive')",0.2852322,0.3123858,0.8727798,0.82047135,0.5364232,0.5656746,0.0292514
8,0.4306542,0.376242,"('unaffectionate', 'affectionate')",-0.07037532,-0.03867735,0.7324394,0.63707715,0.3642394,0.3248806,-0.0393588
9,1.0631007,1.0773402,"('unaffectionate', 'caring')",0.25105667,0.25902468,1.4733242,1.4177262,0.9291605,0.9180304,-0.0111301
10,-0.18962725,-0.062060308,"('unsympathetic', 'sympathetic')",0.1632267,0.13767517,-0.042823043,-0.1487854,-0.0230745,-0.0243902,-0.0013157
11,-0.22291897,-0.16328165,"('unhelpful', 'helpful')",-0.11811374,-0.17725672,2.2011428,2.1613286,0.6200367,0.6069301,-0.0131066
12,1.9299829,2.012753,"('unsupportive', 'supportive')",1.4695151,1.5843563,-1.2010887,-1.2650466,0.7328031,0.7773542,0.0445511
13,0.33195418,0.23316346,"('impolite', 'polite')",0.07082925,-0.06351074,-0.08588344,-0.16972321,0.1056333,-2.35e-05,-0.1056568
14,0.8633972,0.7903568,"('antisocial', 'social')",1.1727899,1.124295,-0.6711345,-0.70813656,0.4550176,0.4021718,-0.0528458
15,0.25874838,0.112231605,"('boring', 'funny')",-1.0890973,-1.1473353,0.37133768,0.33067292,-0.1530037,-0.2348103,-0.0818066
16,-0.896883,-0.8288165,"('unpopular', 'popular')",-0.2188377,-0.15377286,0.6683471,0.67928344,-0.1491245,-0.101102,0.0480225
17,0.3115145,0.37220442,"('nasty', 'nice')",-0.72140515,-0.67083263,-0.21910536,-0.2057696,-0.2096653,-0.1681326,0.0415327
18,0.17696196,0.14648378,"('disagreeable', 'welcoming')",0.037656724,0.01731059,-0.41789716,-0.5283855,-0.0677595,-0.1215304,-0.0537709
19,0.23927478,0.2745389,"('inhospitable', 'hospitable')",-1.1813248,-1.225018,0.1317856,0.10753312,-0.2700882,-0.280982,-0.0108938
20,-0.2945168,-0.26417845,"('rough', 'thoughtful')",1.2766447,1.2775251,1.1269338,1.1208481,0.7030206,0.7113983,0.0083777
21,0.46639806,0.50205445,"('immoral', 'moral')",0.3900517,0.34316707,-0.8138171,-0.8097731,0.0142109,0.0118161,-0.0023948
22,0.31052667,0.3047121,"('untrustworthy', 'trustworthy')",0.6377559,0.54574025,-1.3140677,-1.3890809,-0.1219284,-0.1795429,-0.0576145
23,-0.35589978,-0.31928393,"('insincere', 'sincere')",0.40782487,0.32566452,6.000094,5.9237614,2.0173397,1.976714,-0.0406257
24,0.5777405,0.5986616,"('dishonest', 'honest')",-0.18261914,-0.22199723,0.6446556,0.5468538,0.3465923,0.3078394,-0.0387529
25,1.1576548,1.1237702,"('egoistic', 'altruistic')",-0.111129045,-0.09337265,1.1967543,1.1266018,0.74776,0.7189998,-0.0287602
26,0.91869664,0.7368908,"('hardhearted', 'benevolent')",1.2052996,1.1437607,1.597844,1.4972064,1.2406135,1.1259526,-0.1146609
27,1.0949683,1.0204344,"('hardhearted', 'softhearted')",0.11731936,0.19325507,1.7008275,1.6045679,0.9710383,0.9394191,-0.0316192
28,-0.20988235,-0.27767035,"('disloyal', 'loyal')",-0.18639234,-0.31257337,0.7565044,0.6115165,0.1200766,0.0070909,-0.1129857
