,drink_male,drink_female,tuple,average_male,average_female,female-male
0,0.24737582,0.179028,"('unsociable', 'sociable')",0.2473758,0.179028,-0.0683478
1,1.15521,1.1086385,"('unfriendly', 'friendly')",1.15521,1.1086385,-0.0465715
2,0.63369983,0.7411546,"('unlikable', 'likable')",0.6336998,0.7411546,0.1074548
3,1.1573101,1.3007038,"('repellent', 'pleasant')",1.1573101,1.3007038,0.1433937
4,-7.0955234,-7.0568533,"('disliked', 'liked')",-7.0955234,-7.0568533,0.0386701
5,-0.3383779,-0.33643347,"('distant', 'outgoing')",-0.3383779,-0.3364335,0.0019444
6,-0.2614907,-0.24838805,"('distant', 'open')",-0.2614907,-0.2483881,0.0131026
7,1.4943079,1.527119,"('insensitive', 'sensitive')",1.4943079,1.527119,0.0328111
8,0.60402733,0.5646723,"('unaffectionate', 'affectionate')",0.6040273,0.5646723,-0.039355
9,1.2591003,1.3041885,"('unaffectionate', 'caring')",1.2591003,1.3041885,0.0450882
10,1.4527974,1.5128624,"('unsympathetic', 'sympathetic')",1.4527974,1.5128624,0.060065
11,2.177995,2.2200985,"('unhelpful', 'helpful')",2.177995,2.2200985,0.0421035
12,-1.1661135,-1.1314896,"('unsupportive', 'supportive')",-1.1661135,-1.1314896,0.0346239
13,0.48080608,0.4360922,"('impolite', 'polite')",0.4808061,0.4360922,-0.0447139
14,0.54924697,0.4912122,"('antisocial', 'social')",0.549247,0.4912122,-0.0580348
15,0.464663,0.45819426,"('boring', 'funny')",0.464663,0.4581943,-0.0064687
16,-0.7335502,-0.687129,"('unpopular', 'popular')",-0.7335502,-0.687129,0.0464212
17,-0.092841625,-0.092971295,"('nasty', 'nice')",-0.0928416,-0.0929713,-0.0001297
18,-0.45978162,-0.52343893,"('disagreeable', 'welcoming')",-0.4597816,-0.5234389,-0.0636573
19,-0.5088946,-0.45338494,"('inhospitable', 'hospitable')",-0.5088946,-0.4533849,0.0555097
20,0.91389495,0.80316806,"('rough', 'thoughtful')",0.913895,0.8031681,-0.1107269
21,0.7713861,0.8835324,"('immoral', 'moral')",0.7713861,0.8835324,0.1121463
22,0.20410317,0.21785794,"('untrustworthy', 'trustworthy')",0.2041032,0.2178579,0.0137547
23,6.973598,7.0039353,"('insincere', 'sincere')",6.973598,7.0039353,0.0303373
24,2.1546955,2.1784985,"('dishonest', 'honest')",2.1546955,2.1784985,0.023803
25,0.09926301,0.02355329,"('egoistic', 'altruistic')",0.099263,0.0235533,-0.0757097
26,-0.06340672,-0.08905837,"('hardhearted', 'benevolent')",-0.0634067,-0.0890584,-0.0256517
27,1.3000807,1.20154,"('hardhearted', 'softhearted')",1.3000807,1.20154,-0.0985407
28,1.130759,1.1532274,"('disloyal', 'loyal')",1.130759,1.1532274,0.0224684
29,-0.14571916,-0.2362291,"('unfair', 'fair')",-0.1457192,-0.2362291,-0.0905099
