,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.2546023,-0.4271393,"('unsociable', 'sociable')",1.7835493,1.6646719,0.33994526,0.19368482,0.6229641,0.4770725,-0.1458916
1,-1.4272298,-1.4104917,"('unfriendly', 'friendly')",0.028316917,-0.085262865,0.82976663,0.6845185,-0.1897154,-0.270412,-0.0806966
2,1.3310579,1.2844143,"('unlikable', 'likable')",0.9337133,0.90153867,1.0358115,1.0791554,1.1001943,1.0883694,-0.0118249
3,0.06615709,-0.026672952,"('repellent', 'pleasant')",-0.02284288,0.009847691,1.3543403,1.2757154,0.4658848,0.41963,-0.0462548
4,-0.12335528,-0.096834876,"('disliked', 'liked')",-0.39280337,-0.2979505,-7.6173105,-7.6509337,-2.7111565,-2.6819064,0.0292501
5,-1.3635836,-1.1469061,"('distant', 'outgoing')",-1.3397514,-1.141782,-1.0866008,-1.0172722,-1.2633119,-1.1019868,0.1613251
6,-1.8468088,-1.6127899,"('distant', 'open')",-1.1672657,-1.0233549,-1.1281536,-1.0842209,-1.3807427,-1.2401218,0.1406209
7,-0.20431945,-0.19395895,"('insensitive', 'sensitive')",0.9646006,1.0547433,0.47979048,0.5009126,0.4133572,0.453899,0.0405418
8,-1.1125047,-1.1973692,"('unaffectionate', 'affectionate')",-0.5805874,-0.7028189,-0.14590292,-0.13165362,-0.6129983,-0.6772806,-0.0642823
9,-0.7026807,-0.8461076,"('unaffectionate', 'caring')",0.4691345,0.386456,0.714202,0.7402272,0.1602186,0.0935252,-0.0666934
10,0.03807019,-0.2569824,"('unsympathetic', 'sympathetic')",0.63018227,0.5497336,0.3947281,0.36383379,0.3543268,0.2188617,-0.1354651
11,0.32925084,0.16774273,"('unhelpful', 'helpful')",0.9043346,0.8031433,2.712884,2.7608829,1.3154898,1.2439229,-0.0715669
12,-0.0812594,-0.09008953,"('unsupportive', 'supportive')",0.6628761,0.86066127,-2.1810005,-2.1195178,-0.5331279,-0.4496487,0.0834792
13,0.048530795,-0.010081416,"('impolite', 'polite')",1.9987998,1.9290421,0.09560585,0.1428497,0.7143122,0.6872702,-0.027042
14,0.9638655,0.9326185,"('antisocial', 'social')",2.2729897,2.2939212,0.8027927,0.7231977,1.3465494,1.3165791,-0.0299703
15,-0.062031634,-0.11942634,"('boring', 'funny')",0.36433816,0.30638143,-0.30997372,-0.2795102,-0.0025557,-0.0308517,-0.028296
16,-0.9318198,-1.0085788,"('unpopular', 'popular')",-1.1470695,-1.1756381,0.13398762,0.073189884,-0.6483006,-0.7036757,-0.0553751
17,0.16897126,0.25933468,"('nasty', 'nice')",-0.21170218,-0.0931211,-0.7326696,-0.7017008,-0.2584668,-0.1784957,0.0799711
18,-1.1833726,-1.1320654,"('disagreeable', 'welcoming')",-0.9566853,-0.80923283,-0.8347082,-0.81998014,-0.9915888,-0.9204261,0.0711627
19,-1.1920698,-1.1622063,"('inhospitable', 'hospitable')",-0.8234804,-0.8155699,-0.96660256,-0.8809318,-0.9940509,-0.9529026,0.0411483
20,-0.54084235,-0.5426645,"('rough', 'thoughtful')",-0.23478267,-0.2300016,0.657315,0.66543984,-0.0394367,-0.0357421,0.0036946
21,0.9720909,0.71241915,"('immoral', 'moral')",1.1539106,1.0473964,0.45247573,0.4152496,0.8594925,0.7250217,-0.1344708
22,-0.050421674,-0.12517121,"('untrustworthy', 'trustworthy')",-0.22835723,-0.23818544,-0.3978029,-0.43789575,-0.2255273,-0.2670841,-0.0415568
23,-0.30225366,-0.5257804,"('insincere', 'sincere')",1.7686024,1.6650718,7.0705824,6.962496,2.8456437,2.7005959,-0.1450478
24,0.17517616,0.11725165,"('dishonest', 'honest')",0.9030075,0.8732505,0.93748796,1.0095211,0.6718906,0.6666745,-0.0052161
25,-0.03280565,-0.07963957,"('egoistic', 'altruistic')",0.48962888,0.42042312,0.7068399,0.6132523,0.3878877,0.3180119,-0.0698758
26,-0.22411636,-0.2704472,"('hardhearted', 'benevolent')",1.8711354,1.7570739,1.0568411,0.97815484,0.9012868,0.8215938,-0.079693
27,-0.6213015,-0.43619806,"('hardhearted', 'softhearted')",0.07330052,0.13019672,0.38912186,0.37684098,-0.0529597,0.0236132,0.0765729
28,0.0740863,-0.13508706,"('disloyal', 'loyal')",1.3565103,1.2017093,1.6398394,1.4475656,1.0234787,0.8380626,-0.1854161
29,-0.7790079,-0.62917054,"('unfair', 'fair')",-0.83001,-0.72596216,-0.5056808,-0.614385,-0.7048995,-0.6565059,0.0483936
30,1.1559259,1.058241,"('intolerant', 'tolerant')",0.9141923,0.97277826,1.1023598,1.2003427,1.0574927,1.0771206,0.0196279
31,-1.2689322,-1.0006298,"('evil', 'good')",-2.3359005,-2.1505632,-2.0159574,-2.0652986,-1.8735967,-1.7388306,0.1347661
32,0.6454288,0.39366856,"('unkind', 'kind')",1.2733878,1.063087,1.425407,1.2982254,1.1147412,0.918327,-0.1964142
33,-0.1858135,-0.1883098,"('wrong', 'right')",0.049951136,0.06942806,-1.1597526,-1.2160482,-0.4318717,-0.4449766,-0.0131049
