,calendar_male,calendar_female,tuple,average_male,average_female,female-male
0,0.3391471,0.18565756,"('unsociable', 'sociable')",0.3391471,0.1856576,-0.1534895
1,1.7389643,1.7774912,"('unfriendly', 'friendly')",1.7389643,1.7774912,0.0385269
2,0.6782617,0.7338254,"('unlikable', 'likable')",0.6782617,0.7338254,0.0555637
3,0.9190344,0.98776335,"('repellent', 'pleasant')",0.9190344,0.9877633,0.0687289
4,-7.428684,-7.455826,"('disliked', 'liked')",-7.4286842,-7.4558258,-0.0271416
5,-0.18194823,-0.30277157,"('distant', 'outgoing')",-0.1819482,-0.3027716,-0.1208234
6,-0.2180902,-0.27767307,"('distant', 'open')",-0.2180902,-0.2776731,-0.0595829
7,1.6237572,1.6298385,"('insensitive', 'sensitive')",1.6237572,1.6298385,0.0060813
8,1.1845686,1.1556358,"('unaffectionate', 'affectionate')",1.1845686,1.1556358,-0.0289328
9,1.4857081,1.5845691,"('unaffectionate', 'caring')",1.4857081,1.5845691,0.098861
10,1.0710064,1.0628874,"('unsympathetic', 'sympathetic')",1.0710064,1.0628874,-0.008119
11,2.0414433,2.0918672,"('unhelpful', 'helpful')",2.0414433,2.0918672,0.0504239
12,-0.89862204,-0.94755167,"('unsupportive', 'supportive')",-0.898622,-0.9475517,-0.0489297
13,0.03685915,-0.1243512,"('impolite', 'polite')",0.0368592,-0.1243512,-0.1612104
14,0.28983867,0.20608553,"('antisocial', 'social')",0.2898387,0.2060855,-0.0837532
15,-0.27404463,-0.32751024,"('boring', 'funny')",-0.2740446,-0.3275102,-0.0534656
16,-0.7519349,-0.70615727,"('unpopular', 'popular')",-0.7519349,-0.7061573,0.0457776
17,-0.61670244,-0.6615343,"('nasty', 'nice')",-0.6167024,-0.6615343,-0.0448319
18,-0.17310035,-0.31946272,"('disagreeable', 'welcoming')",-0.1731004,-0.3194627,-0.1463623
19,-0.041672643,0.012855693,"('inhospitable', 'hospitable')",-0.0416726,0.0128557,0.0545283
20,1.0897326,1.0587285,"('rough', 'thoughtful')",1.0897326,1.0587285,-0.0310041
21,0.028758395,-0.046964508,"('immoral', 'moral')",0.0287584,-0.0469645,-0.0757229
22,0.028720036,-0.10886195,"('untrustworthy', 'trustworthy')",0.02872,-0.108862,-0.137582
23,7.0603313,7.0742497,"('insincere', 'sincere')",7.0603313,7.0742497,0.0139184
24,2.1253846,2.0587728,"('dishonest', 'honest')",2.1253846,2.0587728,-0.0666118
25,0.34082147,0.29420415,"('egoistic', 'altruistic')",0.3408215,0.2942041,-0.0466174
26,0.18320924,0.30652732,"('hardhearted', 'benevolent')",0.1832092,0.3065273,0.1233181
27,1.3833016,1.2475963,"('hardhearted', 'softhearted')",1.3833016,1.2475963,-0.1357053
28,1.2182021,1.1391443,"('disloyal', 'loyal')",1.2182021,1.1391443,-0.0790578
29,0.20766196,0.076819226,"('unfair', 'fair')",0.207662,0.0768192,-0.1308428
30,1.026093,0.9084534,"('intolerant', 'tolerant')",1.026093,0.9084534,-0.1176396
31,-1.3888174,-1.3841053,"('evil', 'good')",-1.3888174,-1.3841053,0.0047121
32,1.3530458,1.1521113,"('unkind', 'kind')",1.3530458,1.1521113,-0.2009345
33,-0.39996222,-0.28096557,"('wrong', 'right')",-0.3999622,-0.2809656,0.1189966
34,4.6199975,4.751182,"('mean', 'honorable')",4.6199975,4.7511821,0.1311846
35,-1.0272148,-1.1555498,"('corrupt', 'incorrupt')",-1.0272148,-1.1555498,-0.128335
36,-1.0256661,-0.9768265,"('hostile', 'amicable')",-1.0256661,-0.9768265,0.0488396
37,0.8400271,0.7292752,"('fake', 'genuine')",0.8400271,0.7292752,-0.1107519
38,0.4627365,0.5627272,"('untruthful', 'truthful')",0.4627365,0.5627272,0.0999907
39,0.08015731,0.025871776,"('exploitative', 'cooperative')",0.0801573,0.0258718,-0.0542855
40,-1.188834,-1.3359464,"('stingy', 'generous')",-1.188834,-1.3359464,-0.1471124
41,0.3682057,0.3960395,"('unforgiving', 'forgiving')",0.3682057,0.3960395,0.0278338
42,-1.918024,-1.9787694,"('unreliable', 'reliable')",-1.9180239,-1.9787694,-0.0607455
43,1.8008771,1.704643,"('irresponsible', 'responsible')",1.8008771,1.704643,-0.0962341
44,-1.6500219,-1.8019927,"('prejudiced', 'unprejudiced')",-1.6500219,-1.8019927,-0.1519708
