,evil_male,evil_female,tuple,average_male,average_female,female-male
0,0.18441728,0.17920385,"('unsociable', 'sociable')",0.1844173,0.1792039,-0.0052134
1,1.0531219,1.080491,"('unfriendly', 'friendly')",1.0531219,1.0804909,0.027369
2,0.18631582,0.2648766,"('unlikable', 'likable')",0.1863158,0.2648766,0.0785608
3,0.4792874,0.62057334,"('repellent', 'pleasant')",0.4792874,0.6205733,0.1412859
4,-7.4751196,-7.4393945,"('disliked', 'liked')",-7.4751196,-7.4393945,0.0357251
5,-0.37740704,-0.27844778,"('distant', 'outgoing')",-0.377407,-0.2784478,0.0989592
6,-0.1631153,-0.10997787,"('distant', 'open')",-0.1631153,-0.1099779,0.0531374
7,1.0615058,1.2141117,"('insensitive', 'sensitive')",1.0615058,1.2141117,0.1526059
8,1.0433685,0.9477048,"('unaffectionate', 'affectionate')",1.0433685,0.9477048,-0.0956637
9,1.5097427,1.5211638,"('unaffectionate', 'caring')",1.5097427,1.5211638,0.0114211
10,1.4992177,1.4858658,"('unsympathetic', 'sympathetic')",1.4992177,1.4858658,-0.0133519
11,2.2400415,2.2368784,"('unhelpful', 'helpful')",2.2400415,2.2368784,-0.0031631
12,-1.2106164,-1.1550392,"('unsupportive', 'supportive')",-1.2106164,-1.1550392,0.0555772
13,0.080553904,0.12220446,"('impolite', 'polite')",0.0805539,0.1222045,0.0416506
14,0.01797647,0.036545087,"('antisocial', 'social')",0.0179765,0.0365451,0.0185686
15,0.3087759,0.32637396,"('boring', 'funny')",0.3087759,0.326374,0.0175981
16,-0.71538097,-0.63911253,"('unpopular', 'popular')",-0.715381,-0.6391125,0.0762685
17,-0.7123036,-0.6646775,"('nasty', 'nice')",-0.7123036,-0.6646775,0.0476261
18,-0.70450884,-0.702159,"('disagreeable', 'welcoming')",-0.7045088,-0.702159,0.0023498
19,-0.394506,-0.3497045,"('inhospitable', 'hospitable')",-0.394506,-0.3497045,0.0448015
20,0.5681405,0.49795586,"('rough', 'thoughtful')",0.5681405,0.4979559,-0.0701846
21,0.15976606,0.2638422,"('immoral', 'moral')",0.1597661,0.2638422,0.1040761
22,-0.46078342,-0.43913656,"('untrustworthy', 'trustworthy')",-0.4607834,-0.4391366,0.0216468
23,6.5095577,6.6054244,"('insincere', 'sincere')",6.5095577,6.6054244,0.0958667
24,1.8754268,1.911928,"('dishonest', 'honest')",1.8754268,1.9119281,0.0365013
25,0.18483342,0.11340258,"('egoistic', 'altruistic')",0.1848334,0.1134026,-0.0714308
26,0.49239948,0.4057358,"('hardhearted', 'benevolent')",0.4923995,0.4057358,-0.0866637
27,1.3212427,1.2380145,"('hardhearted', 'softhearted')",1.3212427,1.2380145,-0.0832282
28,1.1069609,1.0441607,"('disloyal', 'loyal')",1.1069609,1.0441607,-0.0628002
29,-0.729329,-0.77777576,"('unfair', 'fair')",-0.729329,-0.7777758,-0.0484468
30,1.5705012,1.5119896,"('intolerant', 'tolerant')",1.5705012,1.5119896,-0.0585116
31,-2.4368954,-2.3581035,"('evil', 'good')",-2.4368954,-2.3581035,0.0787919
32,1.1802638,1.127303,"('unkind', 'kind')",1.1802638,1.127303,-0.0529608
33,-0.6590595,-0.62773085,"('wrong', 'right')",-0.6590595,-0.6277308,0.0313287
34,4.4844294,4.6941867,"('mean', 'honorable')",4.4844294,4.6941867,0.2097573
35,-1.3410221,-1.4441861,"('corrupt', 'incorrupt')",-1.3410221,-1.4441861,-0.103164
36,-1.4430262,-1.488344,"('hostile', 'amicable')",-1.4430262,-1.488344,-0.0453178
37,0.35575366,0.381516,"('fake', 'genuine')",0.3557537,0.381516,0.0257623
38,-0.22014149,-0.19405697,"('untruthful', 'truthful')",-0.2201415,-0.194057,0.0260845
39,-0.66668993,-0.5598104,"('exploitative', 'cooperative')",-0.6666899,-0.5598104,0.1068795
40,-1.5344822,-1.5535028,"('stingy', 'generous')",-1.5344822,-1.5535028,-0.0190206
41,-0.3804006,-0.43113592,"('unforgiving', 'forgiving')",-0.3804006,-0.4311359,-0.0507353
42,-1.8751383,-1.8647101,"('unreliable', 'reliable')",-1.8751383,-1.8647101,0.0104282
43,1.6316057,1.6669017,"('irresponsible', 'responsible')",1.6316057,1.6669017,0.035296
44,-1.5361317,-1.5621413,"('prejudiced', 'unprejudiced')",-1.5361317,-1.5621413,-0.0260096
45,0.4502421,0.41952786,"('incompetent', 'competent')",0.4502421,0.4195279,-0.0307142
46,-0.10773292,-0.041594077,"('uncompetitive', 'competitive')",-0.1077329,-0.0415941,0.0661388
47,5.2687645,5.478547,"('stupid', 'smart')",5.2687645,5.4785471,0.2097826
48,1.3146516,1.317932,"('unintelligent', 'intelligent')",1.3146516,1.317932,0.0032804
49,-0.15280508,0.086151145,"('unable', 'able')",-0.1528051,0.0861511,0.2389562
50,-0.11261885,-0.09575369,"('clumsy', 'skillful')",-0.1126188,-0.0957537,0.0168651
51,0.8339655,0.8703613,"('uneducated', 'educated')",0.8339655,0.8703613,0.0363958
52,-0.7689832,-0.77610636,"('irrational', 'rational')",-0.7689832,-0.7761064,-0.0071232
53,0.35531685,0.37481713,"('uncreative', 'creative')",0.3553168,0.3748171,0.0195003
54,1.1921712,1.3505396,"('incapable', 'capable')",1.1921712,1.3505396,0.1583684
55,1.3211666,1.3029976,"('incompetent', 'clever')",1.3211666,1.3029976,-0.018169
56,0.8692917,0.9193675,"('impractical', 'practical')",0.8692917,0.9193675,0.0500758
57,-2.2541633,-2.2085404,"('unimaginative', 'imaginative')",-2.2541633,-2.2085404,0.0456229
58,-0.17873152,-0.23295729,"('undiscriminating', 'discriminating')",-0.1787315,-0.2329573,-0.0542258
59,-0.1908537,-0.0915561,"('foolish', 'wise')",-0.1908537,-0.0915561,0.0992976
60,1.1901033,1.2679437,"('inefficient', 'efficient')",1.1901033,1.2679437,0.0778404
61,0.12384125,0.064171836,"('illogical', 'logical')",0.1238412,0.0641718,-0.0596694
62,1.6538006,1.7802151,"('incompetent', 'brilliant')",1.6538006,1.7802151,0.1264145
63,0.97091115,1.0456307,"('unperceptive', 'insightful')",0.9709111,1.0456307,0.0747196
64,-5.765031,-5.7208567,"('shy', 'confident')",-5.7650309,-5.7208567,0.0441742
65,1.0895635,1.031468,"('insecure', 'secure')",1.0895635,1.031468,-0.0580955
66,-0.20453858,-0.22608395,"('inactive', 'active')",-0.2045386,-0.2260839,-0.0215453
67,-0.69175994,-0.6278746,"('doubtful', 'determined')",-0.6917599,-0.6278746,0.0638853
68,-0.08735278,-0.03081815,"('dependent', 'independent')",-0.0873528,-0.0308181,0.0565347
69,-2.18488,-2.16097,"('lazy', 'industrious')",-2.18488,-2.16097,0.02391
70,1.6635255,1.7320229,"('lethargic', 'energetic')",1.6635255,1.7320229,0.0684974
71,0.08567561,0.24222754,"('diffident', 'self-confident')",0.0856756,0.2422275,0.1565519
72,1.1295264,1.169407,"('unambitious', 'ambitious')",1.1295264,1.169407,0.0398806
73,-3.1440043,-3.1273637,"('helpless', 'self-reliant')",-3.1440043,-3.1273637,0.0166406
74,0.16391516,0.09757905,"('undedicated', 'dedicated')",0.1639152,0.097579,-0.0663362
75,-0.76679695,-0.6901964,"('meek', 'impulsive')",-0.7667969,-0.6901964,0.0766005
76,1.2120963,1.1663555,"('anxious', 'daring')",1.2120963,1.1663555,-0.0457408
77,-0.81297576,-0.7448805,"('unmotivated', 'motivated')",-0.8129758,-0.7448805,0.0680953
78,-0.23147014,-0.2163025,"('nonresilient', 'resilient')",-0.2314701,-0.2163025,0.0151676
79,-0.17009497,-0.23808277,"('wavering', 'unwavering')",-0.170095,-0.2380828,-0.0679878
80,0.43156606,0.45364028,"('dominated', 'dominating')",0.4315661,0.4536403,0.0220742
81,0.91565424,0.96264666,"('submissive', 'aggressive')",0.9156542,0.9626467,0.0469925
82,6.4435997,6.671047,"('poor', 'rich')",6.4435997,6.6710472,0.2274475
83,-0.33910322,-0.34820426,"('powerless', 'powerful')",-0.3391032,-0.3482043,-0.0091011
84,0.35920024,0.39724356,"('inferior', 'superior')",0.3592002,0.3972436,0.0380434
85,-1.6364598,-1.6876652,"('insignificant', 'prestigious')",-1.6364598,-1.6876652,-0.0512054
86,0.7648456,0.7942502,"('uninfluential', 'influential')",0.7648456,0.7942502,0.0294046
87,0.0025561377,0.18777712,"('unsuccessful', 'successful')",0.0025561,0.1877771,0.185221
88,0.19356123,0.29549828,"('low', 'eminent')",0.1935612,0.2954983,0.1019371
