,decadence_male,decadence_female,tuple,average_male,average_female,female-male
0,-0.6925185,-0.7355997,"('unsociable', 'sociable')",-0.6925185,-0.7355997,-0.0430812
1,1.3029826,1.1294729,"('unfriendly', 'friendly')",1.3029826,1.1294729,-0.1735097
2,0.5781529,0.5721714,"('unlikable', 'likable')",0.5781529,0.5721714,-0.0059815
3,-0.72349185,-0.60907954,"('repellent', 'pleasant')",-0.7234918,-0.6090795,0.1144123
4,-3.124263,-3.0990498,"('disliked', 'liked')",-3.124263,-3.0990498,0.0252132
5,0.26253727,0.17250146,"('distant', 'outgoing')",0.2625373,0.1725015,-0.0900358
6,0.10204752,0.03516969,"('distant', 'open')",0.1020475,0.0351697,-0.0668778
7,-0.15440693,0.038547814,"('insensitive', 'sensitive')",-0.1544069,0.0385478,0.1929547
8,0.5542682,0.3850609,"('unaffectionate', 'affectionate')",0.5542682,0.3850609,-0.1692073
9,0.34189883,0.26970226,"('unaffectionate', 'caring')",0.3418988,0.2697023,-0.0721965
10,-1.3811128,-1.254199,"('unsympathetic', 'sympathetic')",-1.3811128,-1.254199,0.1269138
11,0.46511376,0.53225696,"('unhelpful', 'helpful')",0.4651138,0.532257,0.0671432
12,-1.5271268,-1.442815,"('unsupportive', 'supportive')",-1.5271268,-1.4428149,0.0843119
13,-1.100498,-1.1349949,"('impolite', 'polite')",-1.100498,-1.1349949,-0.0344969
14,-0.90280074,-0.8851788,"('antisocial', 'social')",-0.9028007,-0.8851788,0.0176219
15,0.71896267,0.5265536,"('boring', 'funny')",0.7189627,0.5265536,-0.1924091
16,0.010254674,-0.008638125,"('unpopular', 'popular')",0.0102547,-0.0086381,-0.0188928
17,-0.64286655,-0.5701284,"('nasty', 'nice')",-0.6428666,-0.5701284,0.0727382
18,-0.42287892,-0.45180407,"('disagreeable', 'welcoming')",-0.4228789,-0.4518041,-0.0289252
19,-0.04032168,-0.09878064,"('inhospitable', 'hospitable')",-0.0403217,-0.0987806,-0.0584589
20,0.51354414,0.4844997,"('rough', 'thoughtful')",0.5135441,0.4844997,-0.0290444
21,-0.8901537,-0.83143556,"('immoral', 'moral')",-0.8901537,-0.8314356,0.0587181
22,-0.6323155,-0.56674117,"('untrustworthy', 'trustworthy')",-0.6323155,-0.5667412,0.0655743
23,2.5742521,2.5185635,"('insincere', 'sincere')",2.5742521,2.5185635,-0.0556886
24,-0.38635018,-0.38426417,"('dishonest', 'honest')",-0.3863502,-0.3842642,0.002086
25,1.0676858,0.97172254,"('egoistic', 'altruistic')",1.0676858,0.9717225,-0.0959633
26,1.1107057,0.86996406,"('hardhearted', 'benevolent')",1.1107057,0.8699641,-0.2407416
27,0.6976631,0.6721123,"('hardhearted', 'softhearted')",0.6976631,0.6721123,-0.0255508
28,0.25807193,0.25598335,"('disloyal', 'loyal')",0.2580719,0.2559834,-0.0020885
29,-0.77535486,-0.84972954,"('unfair', 'fair')",-0.7753549,-0.8497295,-0.0743746
30,-0.18499301,-0.19739558,"('intolerant', 'tolerant')",-0.184993,-0.1973956,-0.0124026
31,-0.9927471,-1.1564089,"('evil', 'good')",-0.9927471,-1.1564089,-0.1636618
