,continuity_male,continuity_female,tuple,average_male,average_female,female-male
0,-0.032222312,-0.10695709,"('unsociable', 'sociable')",-0.0322223,-0.1069571,-0.0747348
1,1.5233248,1.4614476,"('unfriendly', 'friendly')",1.5233248,1.4614476,-0.0618772
2,0.45030832,0.55767745,"('unlikable', 'likable')",0.4503083,0.5576774,0.1073691
3,0.3266893,0.42214766,"('repellent', 'pleasant')",0.3266893,0.4221477,0.0954584
4,-7.538582,-7.5371284,"('disliked', 'liked')",-7.5385818,-7.5371284,0.0014534
5,-0.30855116,-0.25746232,"('distant', 'outgoing')",-0.3085512,-0.2574623,0.0510889
6,0.07754482,0.069735795,"('distant', 'open')",0.0775448,0.0697358,-0.007809
7,0.8699456,0.890803,"('insensitive', 'sensitive')",0.8699456,0.890803,0.0208574
8,1.480747,1.3919193,"('unaffectionate', 'affectionate')",1.480747,1.3919193,-0.0888277
9,2.0038643,1.9941204,"('unaffectionate', 'caring')",2.0038643,1.9941204,-0.0097439
10,0.795368,0.8198897,"('unsympathetic', 'sympathetic')",0.795368,0.8198897,0.0245217
11,1.9318093,1.9642662,"('unhelpful', 'helpful')",1.9318093,1.9642662,0.0324569
12,-1.3479986,-1.293765,"('unsupportive', 'supportive')",-1.3479986,-1.2937649,0.0542337
13,-0.066408806,-0.059892185,"('impolite', 'polite')",-0.0664088,-0.0598922,0.0065166
14,-0.12124114,-0.11421543,"('antisocial', 'social')",-0.1212411,-0.1142154,0.0070257
15,0.41221082,0.4242118,"('boring', 'funny')",0.4122108,0.4242118,0.012001
16,-0.36404788,-0.2719007,"('unpopular', 'popular')",-0.3640479,-0.2719007,0.0921472
17,0.07810146,0.13661212,"('nasty', 'nice')",0.0781015,0.1366121,0.0585106
18,-0.80006075,-0.79706407,"('disagreeable', 'welcoming')",-0.8000607,-0.7970641,0.0029966
19,-0.36749688,-0.307371,"('inhospitable', 'hospitable')",-0.3674969,-0.307371,0.0601259
20,0.7287262,0.6501813,"('rough', 'thoughtful')",0.7287262,0.6501813,-0.0785449
