,zebra_male,zebra_female,tuple,technologies_male,technologies_female,corp_male,corp_female,average_male,average_female,female-male
0,0.782919,0.75726867,"('unsociable', 'sociable')",-0.10195585,-0.18632185,-0.0722124,-0.21618915,0.2029169,0.1182526,-0.0846643
1,-0.9043267,-0.89070183,"('unfriendly', 'friendly')",-0.31719828,-0.4382384,0.973086,0.9151252,-0.082813,-0.1379384,-0.0551254
2,0.101782985,0.058930174,"('unlikable', 'likable')",-0.024867035,0.02258101,0.93942994,0.9558553,0.338782,0.3457888,0.0070068
3,0.12037736,0.27772194,"('repellent', 'pleasant')",0.12472689,0.17641671,0.83549905,0.7921532,0.3602011,0.4154306,0.0552295
4,-1.6653938,-1.7752992,"('disliked', 'liked')",-0.5983672,-0.5901106,-6.5932016,-6.9775057,-2.9523207,-3.1143052,-0.1619845
5,-0.9365901,-0.95652777,"('distant', 'outgoing')",-0.6646075,-0.5682575,-0.81446624,-0.63937324,-0.8052212,-0.7213862,0.083835
6,-1.0630298,-1.0743867,"('distant', 'open')",-0.9865906,-0.92732453,-0.7838885,-0.562598,-0.944503,-0.8547698,0.0897332
7,1.4575597,1.5004342,"('insensitive', 'sensitive')",0.42352468,0.43042737,-0.06534225,-0.078581035,0.6052474,0.6174268,0.0121794
8,-0.32548603,-0.35404116,"('unaffectionate', 'affectionate')",-0.26533002,-0.32404748,0.16018723,0.27069926,-0.1435429,-0.1357965,0.0077464
9,0.78064287,0.80898327,"('unaffectionate', 'caring')",-0.40370294,-0.4190243,0.84617364,1.0023959,0.4077045,0.4641183,0.0564138
10,1.0644883,1.1516279,"('unsympathetic', 'sympathetic')",-0.6818762,-0.6904452,-0.5358126,-0.5124162,-0.0510668,-0.0170778,0.033989
11,0.51207316,0.5567958,"('unhelpful', 'helpful')",1.1348718,1.1439266,2.128995,2.1038945,1.2586466,1.2682056,0.009559
12,0.04411775,0.1872647,"('unsupportive', 'supportive')",0.12472893,0.33638668,-2.4024394,-2.3936362,-0.7445309,-0.6233283,0.1212026
13,0.49974227,0.50697637,"('impolite', 'polite')",-0.29434082,-0.2721177,-0.5227661,-0.48776627,-0.1057882,-0.0843025,0.0214857
14,1.1843588,1.2186059,"('antisocial', 'social')",1.0602335,1.0839555,0.221098,-0.0040238854,0.8218967,0.7661792,-0.0557175
15,1.0098801,0.85642123,"('boring', 'funny')",-0.0038177185,-0.13006847,0.32316577,0.2147985,0.4430761,0.3137171,-0.129359
16,-1.5001869,-1.5439821,"('unpopular', 'popular')",-0.1614115,-0.20526513,0.6470803,0.5695326,-0.3381727,-0.3932382,-0.0550655
17,-0.9518378,-0.903802,"('nasty', 'nice')",-1.0168754,-0.9206537,-0.25728926,-0.22405538,-0.7420008,-0.682837,0.0591638
18,-0.8146858,-0.8032657,"('disagreeable', 'welcoming')",0.3746565,0.43861315,-0.6201342,-0.67637247,-0.3533878,-0.3470083,0.0063795
