,glance_male,glance_female,tuple,average_male,average_female,female-male
0,-0.17530936,-0.10615762,"('unsociable', 'sociable')",-0.1753094,-0.1061576,0.0691518
1,1.3416073,1.3751464,"('unfriendly', 'friendly')",1.3416073,1.3751464,0.0335391
2,0.2265624,0.42163265,"('unlikable', 'likable')",0.2265624,0.4216326,0.1950702
3,0.93733925,0.99389905,"('repellent', 'pleasant')",0.9373392,0.993899,0.0565598
4,-7.282102,-7.2769656,"('disliked', 'liked')",-7.2821021,-7.2769656,0.0051365
5,-0.30077153,-0.16924402,"('distant', 'outgoing')",-0.3007715,-0.169244,0.1315275
6,0.18928492,0.25254214,"('distant', 'open')",0.1892849,0.2525421,0.0632572
7,0.85194266,1.0521531,"('insensitive', 'sensitive')",0.8519427,1.0521531,0.2002104
8,1.2240049,1.3362309,"('unaffectionate', 'affectionate')",1.2240049,1.3362309,0.112226
9,1.2942508,1.5470356,"('unaffectionate', 'caring')",1.2942508,1.5470356,0.2527848
10,1.1671866,1.2578249,"('unsympathetic', 'sympathetic')",1.1671866,1.2578249,0.0906383
11,1.5264612,1.7520627,"('unhelpful', 'helpful')",1.5264612,1.7520627,0.2256015
12,-1.7318138,-1.5430936,"('unsupportive', 'supportive')",-1.7318138,-1.5430936,0.1887202
13,0.014239699,0.06110981,"('impolite', 'polite')",0.0142397,0.0611098,0.0468701
14,0.03249487,-0.029878508,"('antisocial', 'social')",0.0324949,-0.0298785,-0.0623734
15,0.34704596,0.44593954,"('boring', 'funny')",0.347046,0.4459395,0.0988935
16,-0.50684166,-0.39813668,"('unpopular', 'popular')",-0.5068417,-0.3981367,0.108705
17,-0.47820553,-0.33916083,"('nasty', 'nice')",-0.4782055,-0.3391608,0.1390447
18,-0.26205143,-0.40040338,"('disagreeable', 'welcoming')",-0.2620514,-0.4004034,-0.138352
19,-0.43435654,-0.25361866,"('inhospitable', 'hospitable')",-0.4343565,-0.2536187,0.1807378
20,0.8991856,0.76287967,"('rough', 'thoughtful')",0.8991856,0.7628797,-0.1363059
21,-0.20085853,-0.015352048,"('immoral', 'moral')",-0.2008585,-0.015352,0.1855065
