,smuggling_male,smuggling_female,tuple,average_male,average_female,female-male
0,0.2643057,0.23191498,"('unsociable', 'sociable')",0.2643057,0.231915,-0.0323907
1,1.1025037,0.8722942,"('unfriendly', 'friendly')",1.1025037,0.8722942,-0.2302095
2,-0.051196054,-0.026226886,"('unlikable', 'likable')",-0.0511961,-0.0262269,0.0249692
3,0.13141946,0.37132418,"('repellent', 'pleasant')",0.1314195,0.3713242,0.2399047
4,-7.9500375,-8.181944,"('disliked', 'liked')",-7.9500375,-8.1819439,-0.2319064
5,-0.86112595,-0.91879976,"('distant', 'outgoing')",-0.8611259,-0.9187998,-0.0576739
6,-0.52898026,-0.58105344,"('distant', 'open')",-0.5289803,-0.5810534,-0.0520731
7,0.6304793,0.81967485,"('insensitive', 'sensitive')",0.6304793,0.8196748,0.1891955
8,1.4548535,1.2216623,"('unaffectionate', 'affectionate')",1.4548535,1.2216623,-0.2331912
9,2.1536105,2.0546849,"('unaffectionate', 'caring')",2.1536105,2.0546849,-0.0989256
10,1.1328506,1.3392715,"('unsympathetic', 'sympathetic')",1.1328506,1.3392715,0.2064209
11,2.0333521,2.141744,"('unhelpful', 'helpful')",2.0333521,2.1417439,0.1083918
12,-1.7225122,-1.749022,"('unsupportive', 'supportive')",-1.7225122,-1.749022,-0.0265098
13,0.0150352195,0.03582281,"('impolite', 'polite')",0.0150352,0.0358228,0.0207876
14,-0.044793613,-0.0041127577,"('antisocial', 'social')",-0.0447936,-0.0041128,0.0406808
15,-0.080170825,-0.22065869,"('boring', 'funny')",-0.0801708,-0.2206587,-0.1404879
16,-0.635983,-0.55523235,"('unpopular', 'popular')",-0.635983,-0.5552323,0.0807507
17,-1.0403571,-0.8785993,"('nasty', 'nice')",-1.0403571,-0.8785993,0.1617578
18,-0.85957295,-0.85485184,"('disagreeable', 'welcoming')",-0.8595729,-0.8548518,0.0047211
19,-1.3776277,-1.3419834,"('inhospitable', 'hospitable')",-1.3776277,-1.3419834,0.0356443
20,0.51907045,0.6150158,"('rough', 'thoughtful')",0.5190704,0.6150158,0.0959454
21,-0.5761883,-0.26605672,"('immoral', 'moral')",-0.5761883,-0.2660567,0.3101316
22,-0.5568013,-0.5093385,"('untrustworthy', 'trustworthy')",-0.5568013,-0.5093385,0.0474628
23,6.3632607,6.591107,"('insincere', 'sincere')",6.3632607,6.5911069,0.2278462
