,public_male,public_female,tuple,storage_male,storage_female,average_male,average_female,female-male
0,0.7865692,0.5942151,"('unsociable', 'sociable')",0.8311321,0.63318986,0.8088506,0.6137025,-0.1951481
1,-0.9815492,-0.85871685,"('unfriendly', 'friendly')",-0.01592571,-0.08300163,-0.4987375,-0.4708592,0.0278783
2,0.9275332,1.1440474,"('unlikable', 'likable')",0.36130276,0.44889784,0.644418,0.7964726,0.1520546
3,0.086431295,0.20712864,"('repellent', 'pleasant')",0.62453675,0.8408784,0.355484,0.5240035,0.1685195
4,0.29964647,0.23080006,"('disliked', 'liked')",-6.7421556,-7.010039,-3.2212546,-3.3896194,-0.1683648
5,-1.4004779,-1.1952356,"('distant', 'outgoing')",-1.7545805,-1.8061111,-1.5775292,-1.5006733,0.0768559
6,-1.437984,-1.197097,"('distant', 'open')",-1.3259121,-1.3767915,-1.381948,-1.2869442,0.0950038
7,0.6438208,0.6912365,"('insensitive', 'sensitive')",1.9650122,2.0191784,1.3044165,1.3552074,0.0507909
8,-1.1505896,-0.94765425,"('unaffectionate', 'affectionate')",-0.46275073,-0.53939384,-0.8066702,-0.7435241,0.0631461
9,-0.6906167,-0.481296,"('unaffectionate', 'caring')",0.43330517,0.43449953,-0.1286558,-0.0233982,0.1052576
10,-0.59636635,-0.5927339,"('unsympathetic', 'sympathetic')",1.1202054,1.0639539,0.2619195,0.23561,-0.0263095
11,1.3810533,1.3377823,"('unhelpful', 'helpful')",2.6873133,2.603148,2.0341833,1.9704652,-0.0637181
12,0.64883095,0.7922564,"('unsupportive', 'supportive')",-1.0638515,-1.0630277,-0.2075103,-0.1353857,0.0721246
13,1.138783,1.1470397,"('impolite', 'polite')",0.5134266,0.55228055,0.8261048,0.8496601,0.0235553
14,2.7886472,2.465203,"('antisocial', 'social')",1.5439612,1.472394,2.1663041,1.9687985,-0.1975056
15,0.9164083,0.7452011,"('boring', 'funny')",0.47994637,0.2983321,0.6981773,0.5217666,-0.1764107
16,-0.7225609,-0.7116165,"('unpopular', 'popular')",-0.7466617,-0.6164848,-0.7346113,-0.6640507,0.0705606
17,-0.40907073,-0.30461633,"('nasty', 'nice')",-0.60314,-0.6066937,-0.5061054,-0.455655,0.0504504
18,-0.45367467,-0.04669141,"('disagreeable', 'welcoming')",-1.2247641,-1.1052133,-0.8392194,-0.5759524,0.263267
19,-1.4679,-1.2507842,"('inhospitable', 'hospitable')",-1.3990943,-1.2999399,-1.4334972,-1.275362,0.1581352
20,0.016921788,0.07955477,"('rough', 'thoughtful')",0.5523781,0.7268816,0.28465,0.4032182,0.1185682
21,1.28616,1.334466,"('immoral', 'moral')",0.97786844,1.12574,1.1320143,1.230103,0.0980887
22,0.98245656,1.0363679,"('untrustworthy', 'trustworthy')",0.65325546,0.7111093,0.817856,0.8737386,0.0558826
23,1.1985148,1.2344705,"('insincere', 'sincere')",6.067479,6.136834,3.632997,3.6856523,0.0526553
24,0.50920093,0.67761266,"('dishonest', 'honest')",1.161494,1.1627309,0.8353475,0.9201718,0.0848243
25,-0.4854642,-0.3437184,"('egoistic', 'altruistic')",0.2085701,0.16775677,-0.138447,-0.0879808,0.0504662
26,2.0644786,1.8691409,"('hardhearted', 'benevolent')",1.4092526,1.2074739,1.7368656,1.5383074,-0.1985582
27,-0.90026397,-0.7118079,"('hardhearted', 'softhearted')",-0.37620997,-0.3817123,-0.638237,-0.5467601,0.0914769
