,equinix_male,equinix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.3889315,-1.6026589,"('unsociable', 'sociable')",-0.43577132,-0.6277456,-0.9123514,-1.1152022,-0.2028508
1,-1.2689279,-1.3792382,"('unfriendly', 'friendly')",1.8443197,1.634769,0.2876959,0.1277654,-0.1599305
2,-0.3084068,-0.13693562,"('unlikable', 'likable')",0.61537,0.6699202,0.1534816,0.2664923,0.1130107
3,-0.63392985,-0.48344567,"('repellent', 'pleasant')",-0.14753945,-0.05795078,-0.3907346,-0.2706982,0.1200364
4,-0.11212754,-0.12201262,"('disliked', 'liked')",-6.116198,-6.1042633,-3.1141629,-3.113138,0.0010249
5,-0.47058284,-0.43819952,"('distant', 'outgoing')",0.14687306,0.1053153,-0.1618549,-0.1664421,-0.0045872
6,-0.50551075,-0.4394466,"('distant', 'open')",0.36628294,0.27517125,-0.0696139,-0.0821377,-0.0125238
7,-1.2332702,-1.1767851,"('insensitive', 'sensitive')",0.29947594,0.3186438,-0.4668971,-0.4290707,0.0378264
8,-0.2845849,-0.28160176,"('unaffectionate', 'affectionate')",0.6521319,0.5421566,0.1837735,0.1302774,-0.0534961
9,-1.0675082,-1.0885143,"('unaffectionate', 'caring')",0.9645706,0.91208184,-0.0514688,-0.0882162,-0.0367474
10,-1.4357083,-1.3688481,"('unsympathetic', 'sympathetic')",-0.6951177,-0.7464755,-1.065413,-1.0576618,0.0077512
11,-0.71604466,-0.72274894,"('unhelpful', 'helpful')",1.7457978,1.8195277,0.5148765,0.5483894,0.0335129
12,-0.91798013,-0.87119156,"('unsupportive', 'supportive')",-1.8033097,-1.7694036,-1.3606449,-1.3202976,0.0403473
13,-0.80844927,-0.9433618,"('impolite', 'polite')",-0.28388214,-0.30903554,-0.5461657,-0.6261986,-0.0800329
14,-0.8142221,-0.8377832,"('antisocial', 'social')",-0.6892684,-0.7410476,-0.7517452,-0.7894154,-0.0376702
15,0.611752,0.5602847,"('boring', 'funny')",0.55945754,0.52689695,0.5856048,0.5435908,-0.042014
16,-0.24810807,-0.14601366,"('unpopular', 'popular')",0.7127007,0.74719155,0.2322963,0.3005889,0.0682926
17,0.03546575,0.19058593,"('nasty', 'nice')",-0.24429087,-0.1660021,-0.1044126,0.0122919,0.1167045
18,-0.26919416,-0.26437306,"('disagreeable', 'welcoming')",-0.27522042,-0.39056593,-0.2722073,-0.3274695,-0.0552622
19,-0.822713,-0.7894168,"('inhospitable', 'hospitable')",0.075801924,0.120343365,-0.3734556,-0.3345367,0.0389189
20,0.20875181,0.26100767,"('rough', 'thoughtful')",1.2513119,1.2013249,0.7300318,0.7311663,0.0011345
21,-0.659016,-0.70451987,"('immoral', 'moral')",-0.3743583,-0.35941684,-0.5166872,-0.5319684,-0.0152812
22,-0.567661,-0.61934084,"('untrustworthy', 'trustworthy')",-1.0460252,-1.165437,-0.806843,-0.8923889,-0.0855459
23,-1.1931627,-1.2388352,"('insincere', 'sincere')",5.5461984,5.501661,2.176518,2.1314127,-0.0451053
24,-0.8061314,-0.860424,"('dishonest', 'honest')",0.7178575,0.63606644,-0.044137,-0.1121788,-0.0680418
25,-0.21864516,-0.2040333,"('egoistic', 'altruistic')",1.3606606,1.2813523,0.5710077,0.5386595,-0.0323482
26,-0.09829552,-0.2112818,"('hardhearted', 'benevolent')",1.5161747,1.3652288,0.7089396,0.5769735,-0.1319661
27,-0.51010334,-0.4358405,"('hardhearted', 'softhearted')",1.3432728,1.2625843,0.4165847,0.4133719,-0.0032128
28,-0.79340196,-0.92165774,"('disloyal', 'loyal')",0.88272685,0.76689684,0.0446624,-0.0773804,-0.1220428
29,0.027306186,-0.0127411205,"('unfair', 'fair')",-0.42461818,-0.6250453,-0.198656,-0.3188932,-0.1202372
30,0.08593636,0.0567094,"('intolerant', 'tolerant')",1.5753316,1.4651853,0.8306339,0.7609473,-0.0696866
31,-0.664919,-0.6829552,"('evil', 'good')",-0.92545867,-1.1210914,-0.7951888,-0.9020233,-0.1068345
32,-0.73334265,-0.75048083,"('unkind', 'kind')",0.610104,0.48903373,-0.0616193,-0.1307236,-0.0691043
33,-0.3125281,-0.4166468,"('wrong', 'right')",-0.25601748,-0.29600036,-0.2842728,-0.3563236,-0.0720508
34,-0.099262744,0.03387048,"('mean', 'honorable')",6.0387855,6.11351,2.9697614,3.0736904,0.103929
35,0.23323184,0.23663485,"('corrupt', 'incorrupt')",0.016589602,-0.1377638,0.1249107,0.0494355,-0.0754752
36,-0.40625167,-0.40131223,"('hostile', 'amicable')",0.20429389,-0.020116702,-0.1009789,-0.2107145,-0.1097356
37,-0.63279665,-0.526943,"('fake', 'genuine')",0.19342439,0.16653433,-0.2196861,-0.1802043,0.0394818
38,-0.93680334,-0.9412289,"('untruthful', 'truthful')",0.19083038,0.28543016,-0.3729865,-0.3278994,0.0450871
39,0.30506983,0.2658177,"('exploitative', 'cooperative')",0.15750583,0.18887664,0.2312878,0.2273472,-0.0039406
40,-0.12049398,-0.1383526,"('stingy', 'generous')",-1.5116646,-1.6609681,-0.8160793,-0.8996603,-0.083581
41,-0.6330556,-0.62626046,"('unforgiving', 'forgiving')",0.15607905,0.023877345,-0.2384883,-0.3011916,-0.0627033
42,-0.014096513,0.17088713,"('unreliable', 'reliable')",-2.999892,-2.9034648,-1.5069942,-1.3662888,0.1407054
43,-0.74693084,-0.69105434,"('irresponsible', 'responsible')",0.37018174,0.34419817,-0.1883745,-0.1734281,0.0149464
44,0.9065387,0.9621194,"('prejudiced', 'unprejudiced')",-1.290735,-1.2397083,-0.1920981,-0.1387945,0.0533036
45,-1.5098923,-1.4797436,"('incompetent', 'competent')",-0.29015863,-0.33799496,-0.9000255,-0.9088693,-0.0088438
46,-1.2307527,-1.1669475,"('uncompetitive', 'competitive')",-0.79244447,-0.7768641,-1.0115986,-0.9719058,0.0396928
47,-0.031230517,0.055665143,"('stupid', 'smart')",5.358985,5.3662605,2.6638772,2.7109628,0.0470856
48,-0.21816169,-0.33442968,"('unintelligent', 'intelligent')",1.1646329,1.1091342,0.4732356,0.3873523,-0.0858833
49,0.47256592,0.64357704,"('unable', 'able')",0.17373751,0.3460102,0.3231517,0.4947936,0.1716419
50,0.14696346,0.34168866,"('clumsy', 'skillful')",0.24778146,0.2575062,0.1973725,0.2995974,0.1022249
51,-0.8203075,-0.925549,"('uneducated', 'educated')",0.61949885,0.5500636,-0.1004043,-0.1877427,-0.0873384
52,-0.4399745,-0.6066338,"('irrational', 'rational')",0.25596946,0.12741865,-0.0920025,-0.2396076,-0.1476051
53,-1.1411076,-1.1427906,"('uncreative', 'creative')",0.65259856,0.54909635,-0.2442545,-0.2968471,-0.0525926
54,-0.05080735,-0.078857854,"('incapable', 'capable')",1.0672463,1.1625668,0.5082195,0.5418544,0.0336349
55,-0.753085,-0.8015476,"('incompetent', 'clever')",-0.019101407,-0.04312438,-0.3860932,-0.422336,-0.0362428
56,0.35937265,0.28797513,"('impractical', 'practical')",0.08434363,0.10946078,0.2218581,0.198718,-0.0231401
57,-0.9259488,-1.0470799,"('unimaginative', 'imaginative')",-2.7350693,-2.8054838,-1.8305091,-1.9262819,-0.0957728
58,-1.2633055,-1.3451747,"('undiscriminating', 'discriminating')",-0.020346401,-0.14592002,-0.641826,-0.7455474,-0.1037214
59,0.4623481,0.44588953,"('foolish', 'wise')",0.61791885,0.6149132,0.5401335,0.5304013,-0.0097322
60,-0.041801095,-0.017632961,"('inefficient', 'efficient')",0.11404294,0.25853586,0.0361209,0.1204515,0.0843306
61,-1.2856112,-1.4511638,"('illogical', 'logical')",0.30011263,0.13914561,-0.4927493,-0.6560091,-0.1632598
62,-0.5799575,-0.46147907,"('incompetent', 'brilliant')",0.36244816,0.6161827,-0.1087547,0.0773518,0.1861065
63,-1.1554544,-1.092845,"('unperceptive', 'insightful')",0.98299867,1.0690247,-0.0862279,-0.0119101,0.0743178
64,-0.6260245,-0.7059659,"('shy', 'confident')",-6.4237185,-6.3478484,-3.5248713,-3.5269072,-0.0020359
65,-0.72818625,-0.8734314,"('insecure', 'secure')",-0.52812874,-0.55560553,-0.6281575,-0.7145184,-0.0863609
66,-1.1246963,-1.0222421,"('inactive', 'active')",0.5186024,0.47890496,-0.3030469,-0.2716686,0.0313783
67,0.22988285,0.20483021,"('doubtful', 'determined')",-0.22307086,-0.21708009,0.003406,-0.0061249,-0.0095309
68,-0.44554502,-0.5226288,"('dependent', 'independent')",-0.15443072,-0.24897076,-0.2999879,-0.3857998,-0.0858119
69,0.7620129,0.8898121,"('lazy', 'industrious')",-0.26632833,-0.25170162,0.2478423,0.3190553,0.071213
70,-0.30679068,-0.19547862,"('lethargic', 'energetic')",0.33029625,0.39854193,0.0117528,0.1015317,0.0897789
71,-0.021051526,-0.032257967,"('diffident', 'self-confident')",0.5010128,0.5011802,0.2399806,0.2344611,-0.0055195
72,-0.539744,-0.5371558,"('unambitious', 'ambitious')",-0.8620469,-0.7811768,-0.7008954,-0.6591663,0.0417291
