,exelon_male,exelon_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.853653,-2.094097,"('unsociable', 'sociable')",-0.31365892,-0.5107812,-1.083656,-1.3024391,-0.2187831
1,-0.6904239,-1.005532,"('unfriendly', 'friendly')",1.5673382,1.303136,0.4384572,0.148802,-0.2896552
2,0.9741018,0.89280975,"('unlikable', 'likable')",0.77464604,0.7833,0.8743739,0.8380549,-0.036319
3,-0.5291287,-0.45671678,"('repellent', 'pleasant')",0.97242004,1.0132381,0.2216457,0.2782606,0.0566149
4,-0.16465603,-0.17966622,"('disliked', 'liked')",-6.4724197,-6.414154,-3.318538,-3.29691,0.021628
5,0.017564476,-0.04586765,"('distant', 'outgoing')",-0.29732347,-0.2974011,-0.1398795,-0.1716344,-0.0317549
6,-0.27996257,-0.42066115,"('distant', 'open')",-0.2644561,-0.370423,-0.2722093,-0.3955421,-0.1233328
7,-0.8839467,-0.8931995,"('insensitive', 'sensitive')",0.39401472,0.29895478,-0.244966,-0.2971224,-0.0521564
8,-0.20694113,-0.33202568,"('unaffectionate', 'affectionate')",0.95888895,0.7827042,0.3759739,0.2253392,-0.1506347
9,-0.7526194,-0.9830142,"('unaffectionate', 'caring')",1.2038095,1.0379,0.2255951,0.0274429,-0.1981522
10,-2.1326861,-2.2432175,"('unsympathetic', 'sympathetic')",-0.75064915,-0.9080538,-1.4416677,-1.5756357,-0.133968
11,-0.9530482,-0.9402899,"('unhelpful', 'helpful')",1.0269688,1.154114,0.0369603,0.106912,0.0699517
12,-0.99761426,-1.0090623,"('unsupportive', 'supportive')",-2.1368241,-2.1892905,-1.5672193,-1.5991764,-0.0319571
13,-1.8156333,-1.7915254,"('impolite', 'polite')",-1.1890861,-1.1260178,-1.5023596,-1.4587716,0.043588
14,-0.92264676,-0.8730006,"('antisocial', 'social')",0.029543485,-0.05354019,-0.4465517,-0.4632704,-0.0167187
15,0.067869626,-0.020467933,"('boring', 'funny')",0.12108516,0.108963475,0.0944774,0.0442478,-0.0502296
16,-0.30720633,-0.29523626,"('unpopular', 'popular')",0.15412527,0.20654547,-0.0765405,-0.0443454,0.0321951
17,-0.27080786,-0.07079678,"('nasty', 'nice')",-0.4469917,-0.36886027,-0.3588998,-0.2198285,0.1390713
