,fleece_male,fleece_female,tuple,average_male,average_female,female-male
0,-0.678183,-0.7398634,"('unsociable', 'sociable')",-0.678183,-0.7398634,-0.0616804
1,-1.4039289,-1.476351,"('unfriendly', 'friendly')",-1.4039289,-1.476351,-0.0724221
2,0.4252017,0.5039078,"('unlikable', 'likable')",0.4252017,0.5039078,0.0787061
3,-0.8537858,-0.797873,"('repellent', 'pleasant')",-0.8537858,-0.797873,0.0559128
4,-1.9100521,-1.7912235,"('disliked', 'liked')",-1.9100521,-1.7912235,0.1188286
5,-0.65813637,-0.6349837,"('distant', 'outgoing')",-0.6581364,-0.6349837,0.0231527
6,-1.2974072,-1.2609353,"('distant', 'open')",-1.2974072,-1.2609353,0.0364719
7,-0.09535455,-0.036979627,"('insensitive', 'sensitive')",-0.0953545,-0.0369796,0.0583749
8,-0.652894,-0.7684812,"('unaffectionate', 'affectionate')",-0.652894,-0.7684812,-0.1155872
9,-0.3626863,-0.45308065,"('unaffectionate', 'caring')",-0.3626863,-0.4530807,-0.0903944
10,0.056714077,0.070637465,"('unsympathetic', 'sympathetic')",0.0567141,0.0706375,0.0139234
11,0.12900689,0.16749856,"('unhelpful', 'helpful')",0.1290069,0.1674986,0.0384917
12,-0.45477882,-0.35475138,"('unsupportive', 'supportive')",-0.4547788,-0.3547514,0.1000274
13,-0.38199133,-0.45531183,"('impolite', 'polite')",-0.3819913,-0.4553118,-0.0733205
14,0.19733027,0.0924319,"('antisocial', 'social')",0.1973303,0.0924319,-0.1048984
15,0.2075066,0.17744936,"('boring', 'funny')",0.2075066,0.1774494,-0.0300572
16,-0.3692592,-0.28599626,"('unpopular', 'popular')",-0.3692592,-0.2859963,0.0832629
17,0.21951076,0.25019762,"('nasty', 'nice')",0.2195108,0.2501976,0.0306868
18,-0.9765223,-0.9861264,"('disagreeable', 'welcoming')",-0.9765223,-0.9861264,-0.0096041
19,-1.0946169,-0.9999487,"('inhospitable', 'hospitable')",-1.0946169,-0.9999487,0.0946682
20,0.46565968,0.46584448,"('rough', 'thoughtful')",0.4656597,0.4658445,0.0001848
21,0.2422714,0.30930397,"('immoral', 'moral')",0.2422714,0.309304,0.0670326
22,-0.21894076,-0.28829575,"('untrustworthy', 'trustworthy')",-0.2189408,-0.2882957,-0.0693549
