,nyse_male,nyse_female,tuple,euronext_male,euronext_female,average_male,average_female,female-male
0,-0.7281171,-0.8138373,"('unsociable', 'sociable')",-1.7269043,-1.7112728,-1.2275107,-1.2625551,-0.0350444
1,0.5815061,0.40433052,"('unfriendly', 'friendly')",0.8361553,0.6895986,0.7088307,0.5469646,-0.1618661
2,1.8441342,1.8352561,"('unlikable', 'likable')",1.1600516,1.1782691,1.5020928,1.5067626,0.0046698
3,-0.73391014,-0.5779193,"('repellent', 'pleasant')",-0.31566238,-0.22271332,-0.5247862,-0.4003163,0.1244699
4,-0.0739889,-0.20976378,"('disliked', 'liked')",-1.7621727,-1.8109428,-0.9180808,-1.0103533,-0.0922725
5,1.6108578,1.5444888,"('distant', 'outgoing')",1.123386,1.0711507,1.3671219,1.3078197,-0.0593022
6,1.8687738,1.7918257,"('distant', 'open')",1.5789481,1.5030775,1.723861,1.6474516,-0.0764094
7,-1.224355,-1.1518058,"('insensitive', 'sensitive')",-1.0426295,-0.9253409,-1.1334922,-1.0385733,0.0949189
8,-0.4114849,-0.51156735,"('unaffectionate', 'affectionate')",0.22809438,0.08244487,-0.0916953,-0.2145612,-0.1228659
9,-0.53205186,-0.6442407,"('unaffectionate', 'caring')",-0.05212781,-0.13754438,-0.2920898,-0.3908925,-0.0988027
10,-2.5376277,-2.473493,"('unsympathetic', 'sympathetic')",-2.668947,-2.5489073,-2.6032872,-2.5112002,0.092087
11,-1.9493966,-1.9289758,"('unhelpful', 'helpful')",-0.90441406,-0.8253798,-1.4269054,-1.3771778,0.0497276
12,-0.8102071,-0.84403217,"('unsupportive', 'supportive')",-1.2497298,-1.2142731,-1.0299685,-1.0291526,0.0008159
13,-1.6649169,-1.59643,"('impolite', 'polite')",-1.660287,-1.5269889,-1.6626019,-1.5617094,0.1008925
14,-0.39325297,-0.36542177,"('antisocial', 'social')",-1.0493985,-0.97303694,-0.7213258,-0.6692294,0.0520964
15,1.309803,1.2838733,"('boring', 'funny')",1.113788,1.0328934,1.2117956,1.1583834,-0.0534122
16,0.36823258,0.34953848,"('unpopular', 'popular')",0.088198796,0.02470243,0.2282157,0.1871205,-0.0410952
17,-0.28445593,-0.2060984,"('nasty', 'nice')",-0.51173514,-0.43272334,-0.3980955,-0.3194109,0.0786846
18,0.85869896,0.8730562,"('disagreeable', 'welcoming')",-0.054125063,-0.0756879,0.4022869,0.3986841,-0.0036028
19,-0.22053464,-0.2450673,"('inhospitable', 'hospitable')",-0.1627208,-0.16825312,-0.1916277,-0.2066602,-0.0150325
