,bagpipe_male,bagpipe_female,tuple,average_male,average_female,female-male
0,0.14640208,0.059029464,"('unsociable', 'sociable')",0.1464021,0.0590295,-0.0873726
1,-0.1846771,-0.34989122,"('unfriendly', 'friendly')",-0.1846771,-0.3498912,-0.1652141
2,-0.095908,-0.03229864,"('unlikable', 'likable')",-0.095908,-0.0322986,0.0636094
3,-0.73997504,-0.51557493,"('repellent', 'pleasant')",-0.739975,-0.5155749,0.2244001
4,-1.9915365,-1.9959679,"('disliked', 'liked')",-1.9915365,-1.9959679,-0.0044314
5,-0.10985425,-0.15767333,"('distant', 'outgoing')",-0.1098543,-0.1576733,-0.047819
6,0.08764703,-0.001712855,"('distant', 'open')",0.087647,-0.0017129,-0.0893599
7,0.7878938,0.85550404,"('insensitive', 'sensitive')",0.7878938,0.855504,0.0676102
8,0.41573542,0.17297804,"('unaffectionate', 'affectionate')",0.4157354,0.172978,-0.2427574
9,0.49485615,0.33095208,"('unaffectionate', 'caring')",0.4948561,0.3309521,-0.163904
10,-0.5931902,-0.5409808,"('unsympathetic', 'sympathetic')",-0.5931902,-0.5409808,0.0522094
11,-0.42210603,-0.26047856,"('unhelpful', 'helpful')",-0.422106,-0.2604786,0.1616274
12,-0.9538025,-0.90358067,"('unsupportive', 'supportive')",-0.9538025,-0.9035807,0.0502218
13,-0.25939766,-0.25492507,"('impolite', 'polite')",-0.2593977,-0.2549251,0.0044726
14,0.034338333,0.10290266,"('antisocial', 'social')",0.0343383,0.1029027,0.0685644
15,0.87204254,0.7136755,"('boring', 'funny')",0.8720425,0.7136755,-0.158367
16,0.27992162,0.14484279,"('unpopular', 'popular')",0.2799216,0.1448428,-0.1350788
17,-0.35015175,-0.2958888,"('nasty', 'nice')",-0.3501517,-0.2958888,0.0542629
18,-0.8602256,-0.8262359,"('disagreeable', 'welcoming')",-0.8602256,-0.8262359,0.0339897
19,-0.48822796,-0.48194888,"('inhospitable', 'hospitable')",-0.488228,-0.4819489,0.0062791
20,-0.47226578,-0.3794939,"('rough', 'thoughtful')",-0.4722658,-0.3794939,0.0927719
21,-0.78950244,-0.67771643,"('immoral', 'moral')",-0.7895024,-0.6777164,0.111786
22,0.050726272,0.104346715,"('untrustworthy', 'trustworthy')",0.0507263,0.1043467,0.0536204
23,1.4974139,1.6271967,"('insincere', 'sincere')",1.4974139,1.6271967,0.1297828
24,0.44329473,0.4316112,"('dishonest', 'honest')",0.4432947,0.4316112,-0.0116835
25,0.8323302,0.69296366,"('egoistic', 'altruistic')",0.8323302,0.6929637,-0.1393665
26,1.1231133,0.9798681,"('hardhearted', 'benevolent')",1.1231133,0.9798681,-0.1432452
27,0.3688354,0.14644401,"('hardhearted', 'softhearted')",0.3688354,0.146444,-0.2223914
28,1.2050338,1.0420194,"('disloyal', 'loyal')",1.2050338,1.0420194,-0.1630144
29,-0.09784688,-0.16213028,"('unfair', 'fair')",-0.0978469,-0.1621303,-0.0642834
30,0.107408606,0.22429779,"('intolerant', 'tolerant')",0.1074086,0.2242978,0.1168892
31,-0.043827955,0.027917631,"('evil', 'good')",-0.043828,0.0279176,0.0717456
32,0.7493797,0.64890313,"('unkind', 'kind')",0.7493797,0.6489031,-0.1004766
33,0.4626388,0.32922006,"('wrong', 'right')",0.4626388,0.3292201,-0.1334187
34,1.4125525,1.6118034,"('mean', 'honorable')",1.4125525,1.6118034,0.1992509
35,1.0777112,0.88592863,"('corrupt', 'incorrupt')",1.0777112,0.8859286,-0.1917826
36,0.08027254,-0.07414398,"('hostile', 'amicable')",0.0802725,-0.074144,-0.1544165
37,0.5071053,0.59129167,"('fake', 'genuine')",0.5071053,0.5912917,0.0841864
38,0.1801006,0.20612173,"('untruthful', 'truthful')",0.1801006,0.2061217,0.0260211
39,0.39891866,0.53658855,"('exploitative', 'cooperative')",0.3989187,0.5365885,0.1376698
40,-0.560974,-0.57926446,"('stingy', 'generous')",-0.560974,-0.5792645,-0.0182905
41,0.29887664,0.32747212,"('unforgiving', 'forgiving')",0.2988766,0.3274721,0.0285955
42,-1.313452,-1.1377816,"('unreliable', 'reliable')",-1.313452,-1.1377816,0.1756704
43,-0.4020722,-0.29270118,"('irresponsible', 'responsible')",-0.4020722,-0.2927012,0.109371
44,-1.6886227,-1.5558773,"('prejudiced', 'unprejudiced')",-1.6886227,-1.5558773,0.1327454
45,0.5888297,0.7216203,"('incompetent', 'competent')",0.5888297,0.7216203,0.1327906
46,-0.5831754,-0.47768107,"('uncompetitive', 'competitive')",-0.5831754,-0.4776811,0.1054943
47,2.0218086,2.1307065,"('stupid', 'smart')",2.0218086,2.1307065,0.1088979
48,-0.80633295,-0.7961189,"('unintelligent', 'intelligent')",-0.8063329,-0.7961189,0.010214
49,-0.23932338,-0.19635803,"('unable', 'able')",-0.2393234,-0.196358,0.0429654
50,-0.40300104,-0.45336062,"('clumsy', 'skillful')",-0.403001,-0.4533606,-0.0503596
51,-1.0638982,-0.99508923,"('uneducated', 'educated')",-1.0638982,-0.9950892,0.068809
52,-0.8447096,-1.0108846,"('irrational', 'rational')",-0.8447096,-1.0108846,-0.166175
53,0.14634737,-0.03771086,"('uncreative', 'creative')",0.1463474,-0.0377109,-0.1840583
54,0.02640434,-0.06998264,"('incapable', 'capable')",0.0264043,-0.0699826,-0.0963869
55,0.5245241,0.6271624,"('incompetent', 'clever')",0.5245241,0.6271624,0.1026383
56,0.74970436,0.88883126,"('impractical', 'practical')",0.7497044,0.8888313,0.1391269
57,-1.2109889,-1.2486651,"('unimaginative', 'imaginative')",-1.2109889,-1.2486651,-0.0376762
58,0.6563922,0.68228054,"('undiscriminating', 'discriminating')",0.6563922,0.6822805,0.0258883
59,0.23537639,0.2017842,"('foolish', 'wise')",0.2353764,0.2017842,-0.0335922
60,-0.41724274,-0.1651035,"('inefficient', 'efficient')",-0.4172427,-0.1651035,0.2521392
61,0.22471732,0.04215969,"('illogical', 'logical')",0.2247173,0.0421597,-0.1825576
62,-0.7644999,-0.5625323,"('incompetent', 'brilliant')",-0.7644999,-0.5625323,0.2019676
63,-0.6005892,-0.4288094,"('unperceptive', 'insightful')",-0.6005892,-0.4288094,0.1717798
64,-2.9136124,-2.723126,"('shy', 'confident')",-2.9136124,-2.7231259,0.1904865
65,-0.08779448,-0.029525578,"('insecure', 'secure')",-0.0877945,-0.0295256,0.0582689
66,-0.059753634,-0.16288477,"('inactive', 'active')",-0.0597536,-0.1628848,-0.1031312
67,0.038673088,0.16056485,"('doubtful', 'determined')",0.0386731,0.1605649,0.1218918
68,-0.73077786,-0.72622114,"('dependent', 'independent')",-0.7307779,-0.7262211,0.0045568
69,0.18901688,0.17851773,"('lazy', 'industrious')",0.1890169,0.1785177,-0.0104992
