,kb_male,kb_female,tuple,home_male,home_female,average_male,average_female,female-male
0,4.4723754,4.249181,"('unsociable', 'sociable')",1.2888305,1.2916327,2.8806028,2.7704067,-0.1101961
1,-2.2734513,-2.2808938,"('unfriendly', 'friendly')",1.1720334,1.038337,-0.5507089,-0.6212784,-0.0705695
2,0.24523176,0.22800955,"('unlikable', 'likable')",-0.13081636,-0.015256867,0.0572077,0.1063763,0.0491686
3,2.2184138,2.140785,"('repellent', 'pleasant')",0.064320594,0.13273214,1.1413672,1.1367586,-0.0046086
4,-2.36512,-2.376638,"('disliked', 'liked')",-6.8297925,-6.666024,-4.597456,-4.5213308,0.0761252
5,-4.633325,-4.6236477,"('distant', 'outgoing')",-1.189709,-1.2758694,-2.9115171,-2.9497585,-0.0382414
6,-5.4930086,-5.508026,"('distant', 'open')",-0.70281625,-0.8265099,-3.0979123,-3.167268,-0.0693557
7,4.277559,4.3613205,"('insensitive', 'sensitive')",1.8985467,2.100877,3.0880527,3.2310987,0.143046
8,-1.7816468,-1.7264011,"('unaffectionate', 'affectionate')",0.4579048,0.34585294,-0.661871,-0.6902741,-0.0284031
9,-0.061984167,0.05063001,"('unaffectionate', 'caring')",1.3438615,1.3526407,0.6409386,0.7016354,0.0606968
10,5.364827,5.333876,"('unsympathetic', 'sympathetic')",0.69213617,0.8946914,3.0284817,3.1142838,0.0858021
11,3.5322452,3.456465,"('unhelpful', 'helpful')",1.9073515,1.9353448,2.7197983,2.695905,-0.0238933
12,3.4044905,3.4730268,"('unsupportive', 'supportive')",-0.9608928,-0.699578,1.2217989,1.3867244,0.1649255
13,3.8262162,3.8099668,"('impolite', 'polite')",0.4444165,0.54452646,2.1353164,2.1772466,0.0419302
14,4.9797196,4.87054,"('antisocial', 'social')",1.1397952,1.2544646,3.0597575,3.0625024,0.0027449
15,-0.16288722,-0.39074904,"('boring', 'funny')",0.084652156,-0.056076437,-0.0391175,-0.2234127,-0.1842952
16,-2.4804542,-2.3621335,"('unpopular', 'popular')",0.030190744,-0.013798267,-1.2251318,-1.1879659,0.0371659
17,-1.2912538,-1.2145479,"('nasty', 'nice')",0.3964924,0.4843365,-0.4473807,-0.3651057,0.082275
18,0.38958547,0.4966284,"('disagreeable', 'welcoming')",0.15514277,0.1694243,0.2723641,0.3330263,0.0606622
19,-2.8533309,-2.742342,"('inhospitable', 'hospitable')",-0.9934675,-1.0414418,-1.9233992,-1.891892,0.0315072
20,0.4845085,0.48821273,"('rough', 'thoughtful')",0.46267715,0.4256344,0.4735928,0.4569236,-0.0166692
