,nursery_male,nursery_female,tuple,average_male,average_female,female-male
0,-0.03587743,-0.04000888,"('unsociable', 'sociable')",-0.0358774,-0.0400089,-0.0041315
1,1.5017929,1.4908544,"('unfriendly', 'friendly')",1.5017929,1.4908544,-0.0109385
2,0.4331627,0.57504183,"('unlikable', 'likable')",0.4331627,0.5750418,0.1418791
3,-0.29950705,-0.1949353,"('repellent', 'pleasant')",-0.2995071,-0.1949353,0.1045718
4,-6.619234,-6.6249504,"('disliked', 'liked')",-6.6192341,-6.6249504,-0.0057163
5,-0.27163327,-0.24476887,"('distant', 'outgoing')",-0.2716333,-0.2447689,0.0268644
6,0.3235847,0.32445425,"('distant', 'open')",0.3235847,0.3244542,0.0008695
7,0.73436177,0.8127526,"('insensitive', 'sensitive')",0.7343618,0.8127526,0.0783908
8,1.6552851,1.5842408,"('unaffectionate', 'affectionate')",1.6552851,1.5842408,-0.0710443
9,2.0007052,1.9991888,"('unaffectionate', 'caring')",2.0007052,1.9991888,-0.0015164
10,0.43489462,0.50397605,"('unsympathetic', 'sympathetic')",0.4348946,0.503976,0.0690814
11,1.5060297,1.674523,"('unhelpful', 'helpful')",1.5060297,1.674523,0.1684933
12,-1.2862337,-1.188264,"('unsupportive', 'supportive')",-1.2862337,-1.188264,0.0979697
13,-0.39444906,-0.26507288,"('impolite', 'polite')",-0.3944491,-0.2650729,0.1293762
14,-0.32430756,-0.28360668,"('antisocial', 'social')",-0.3243076,-0.2836067,0.0407009
15,0.7799077,0.75405836,"('boring', 'funny')",0.7799077,0.7540584,-0.0258493
16,0.063079745,0.09123948,"('unpopular', 'popular')",0.0630797,0.0912395,0.0281598
17,-0.26847306,-0.30828047,"('nasty', 'nice')",-0.2684731,-0.3082805,-0.0398074
18,-0.49825132,-0.45518842,"('disagreeable', 'welcoming')",-0.4982513,-0.4551884,0.0430629
19,-0.44764754,-0.34893608,"('inhospitable', 'hospitable')",-0.4476475,-0.3489361,0.0987114
20,0.54157346,0.4580652,"('rough', 'thoughtful')",0.5415735,0.4580652,-0.0835083
21,-0.672527,-0.38957268,"('immoral', 'moral')",-0.672527,-0.3895727,0.2829543
22,-0.90980446,-0.85047823,"('untrustworthy', 'trustworthy')",-0.9098045,-0.8504782,0.0593263
23,5.535009,5.6857877,"('insincere', 'sincere')",5.5350089,5.6857877,0.1507788
24,0.8728864,0.8312671,"('dishonest', 'honest')",0.8728864,0.8312671,-0.0416193
25,0.77495277,0.6542222,"('egoistic', 'altruistic')",0.7749528,0.6542222,-0.1207306
26,1.8192283,1.8439023,"('hardhearted', 'benevolent')",1.8192283,1.8439023,0.024674
27,1.7285388,1.5303483,"('hardhearted', 'softhearted')",1.7285388,1.5303483,-0.1981905
28,1.1831967,1.1723964,"('disloyal', 'loyal')",1.1831967,1.1723964,-0.0108003
29,-0.32750422,-0.54401505,"('unfair', 'fair')",-0.3275042,-0.544015,-0.2165108
30,0.597602,0.70122147,"('intolerant', 'tolerant')",0.597602,0.7012215,0.1036195
31,-0.8637749,-0.9705468,"('evil', 'good')",-0.8637749,-0.9705468,-0.1067719
32,1.0068861,0.94659376,"('unkind', 'kind')",1.0068861,0.9465938,-0.0602923
33,0.25926462,0.25816295,"('wrong', 'right')",0.2592646,0.2581629,-0.0011017
34,3.8799849,4.061499,"('mean', 'honorable')",3.8799849,4.0614991,0.1815142
35,-0.4793302,-0.7417395,"('corrupt', 'incorrupt')",-0.4793302,-0.7417395,-0.2624093
36,-0.53645205,-0.68409735,"('hostile', 'amicable')",-0.5364521,-0.6840973,-0.1476452
37,0.81411624,0.69434434,"('fake', 'genuine')",0.8141162,0.6943443,-0.1197719
38,0.013312947,0.19194743,"('untruthful', 'truthful')",0.0133129,0.1919474,0.1786345
39,0.10998974,0.12429392,"('exploitative', 'cooperative')",0.1099897,0.1242939,0.0143042
40,-2.0252151,-2.237673,"('stingy', 'generous')",-2.0252151,-2.237673,-0.2124579
41,0.44587505,0.4968249,"('unforgiving', 'forgiving')",0.445875,0.4968249,0.0509499
42,-2.3723338,-2.2544897,"('unreliable', 'reliable')",-2.3723338,-2.2544897,0.1178441
43,1.1744187,1.41202,"('irresponsible', 'responsible')",1.1744187,1.41202,0.2376013
44,-1.0079815,-1.0326701,"('prejudiced', 'unprejudiced')",-1.0079815,-1.0326701,-0.0246886
45,0.4987502,0.5209239,"('incompetent', 'competent')",0.4987502,0.5209239,0.0221737
46,-1.0194824,-0.8253824,"('uncompetitive', 'competitive')",-1.0194824,-0.8253824,0.1941
47,4.6830153,4.975751,"('stupid', 'smart')",4.6830153,4.9757509,0.2927356
48,0.30373484,0.35878322,"('unintelligent', 'intelligent')",0.3037348,0.3587832,0.0550484
49,-0.42257705,-0.23385812,"('unable', 'able')",-0.4225771,-0.2338581,0.188719
50,-0.54710203,-0.5275781,"('clumsy', 'skillful')",-0.547102,-0.5275781,0.0195239
51,-0.76732284,-0.72639513,"('uneducated', 'educated')",-0.7673228,-0.7263951,0.0409277
52,0.048482932,-0.17775926,"('irrational', 'rational')",0.0484829,-0.1777593,-0.2262422
53,0.27260473,0.27743512,"('uncreative', 'creative')",0.2726047,0.2774351,0.0048304
54,1.146996,1.2453583,"('incapable', 'capable')",1.146996,1.2453583,0.0983623
55,0.15350619,0.29199374,"('incompetent', 'clever')",0.1535062,0.2919937,0.1384875
56,0.70389223,0.9223306,"('impractical', 'practical')",0.7038922,0.9223306,0.2184384
57,-2.2410123,-2.1844254,"('unimaginative', 'imaginative')",-2.2410123,-2.1844254,0.0565869
58,-0.106250115,-0.07838887,"('undiscriminating', 'discriminating')",-0.1062501,-0.0783889,0.0278612
59,0.4712366,0.5202118,"('foolish', 'wise')",0.4712366,0.5202118,0.0489752
60,-0.02995091,0.2092904,"('inefficient', 'efficient')",-0.0299509,0.2092904,0.2392413
61,0.21112232,0.14357582,"('illogical', 'logical')",0.2111223,0.1435758,-0.0675465
62,0.5200816,0.7716446,"('incompetent', 'brilliant')",0.5200816,0.7716446,0.251563
63,-0.4160017,-0.26033825,"('unperceptive', 'insightful')",-0.4160017,-0.2603382,0.1556635
64,-6.302835,-6.2640557,"('shy', 'confident')",-6.302835,-6.2640557,0.0387793
65,-0.2270312,-0.04139012,"('insecure', 'secure')",-0.2270312,-0.0413901,0.1856411
66,-0.031184606,-0.18957481,"('inactive', 'active')",-0.0311846,-0.1895748,-0.1583902
