,figure_male,figure_female,tuple,average_male,average_female,female-male
0,-0.31506553,-0.34408462,"('unsociable', 'sociable')",-0.3150655,-0.3440846,-0.0290191
1,1.4870617,1.5134506,"('unfriendly', 'friendly')",1.4870617,1.5134506,0.0263889
2,-0.21537592,-0.14738457,"('unlikable', 'likable')",-0.2153759,-0.1473846,0.0679913
3,0.37533414,0.3667487,"('repellent', 'pleasant')",0.3753341,0.3667487,-0.0085854
4,-7.124035,-7.194633,"('disliked', 'liked')",-7.1240349,-7.194633,-0.0705981
5,-0.603268,-0.5731327,"('distant', 'outgoing')",-0.603268,-0.5731327,0.0301353
6,-0.0659837,-0.10052417,"('distant', 'open')",-0.0659837,-0.1005242,-0.0345405
7,0.7715217,0.8752051,"('insensitive', 'sensitive')",0.7715217,0.8752051,0.1036834
8,1.2343574,1.2118306,"('unaffectionate', 'affectionate')",1.2343574,1.2118306,-0.0225268
9,1.7370803,1.9103336,"('unaffectionate', 'caring')",1.7370803,1.9103336,0.1732533
10,0.7444336,0.7175486,"('unsympathetic', 'sympathetic')",0.7444336,0.7175486,-0.026885
11,1.5366935,1.6862383,"('unhelpful', 'helpful')",1.5366935,1.6862383,0.1495448
12,-1.7532912,-1.6525222,"('unsupportive', 'supportive')",-1.7532912,-1.6525222,0.100769
13,-0.60038006,-0.62524,"('impolite', 'polite')",-0.6003801,-0.62524,-0.0248599
14,-0.15994985,-0.19637942,"('antisocial', 'social')",-0.1599499,-0.1963794,-0.0364295
15,0.12909421,0.13234988,"('boring', 'funny')",0.1290942,0.1323499,0.0032557
16,-0.4878547,-0.4036611,"('unpopular', 'popular')",-0.4878547,-0.4036611,0.0841936
17,-0.53554624,-0.42588553,"('nasty', 'nice')",-0.5355462,-0.4258855,0.1096607
18,-0.12436004,-0.20145822,"('disagreeable', 'welcoming')",-0.12436,-0.2014582,-0.0770982
19,-0.8519547,-0.8026286,"('inhospitable', 'hospitable')",-0.8519547,-0.8026286,0.0493261
20,1.1159424,1.070887,"('rough', 'thoughtful')",1.1159424,1.070887,-0.0450554
21,-0.4855857,-0.41073203,"('immoral', 'moral')",-0.4855857,-0.410732,0.0748537
22,-0.48648646,-0.5104158,"('untrustworthy', 'trustworthy')",-0.4864865,-0.5104158,-0.0239293
23,6.3705263,6.460692,"('insincere', 'sincere')",6.3705263,6.4606919,0.0901656
24,1.509265,1.4626719,"('dishonest', 'honest')",1.5092649,1.4626719,-0.046593
25,1.124718,1.0468807,"('egoistic', 'altruistic')",1.124718,1.0468807,-0.0778373
26,0.94179827,0.94451475,"('hardhearted', 'benevolent')",0.9417983,0.9445148,0.0027165
27,1.6250565,1.489495,"('hardhearted', 'softhearted')",1.6250565,1.489495,-0.1355615
28,1.3513517,1.3402126,"('disloyal', 'loyal')",1.3513517,1.3402126,-0.0111391
29,-0.58193547,-0.70342374,"('unfair', 'fair')",-0.5819355,-0.7034237,-0.1214882
30,0.64240307,0.7006375,"('intolerant', 'tolerant')",0.6424031,0.7006375,0.0582344
31,-1.05551,-1.0126009,"('evil', 'good')",-1.05551,-1.0126009,0.0429091
32,1.1965784,1.2732139,"('unkind', 'kind')",1.1965784,1.2732139,0.0766355
33,-0.47013086,-0.44396678,"('wrong', 'right')",-0.4701309,-0.4439668,0.0261641
34,4.6010756,4.8399506,"('mean', 'honorable')",4.6010756,4.8399506,0.238875
35,-0.5574065,-0.7592426,"('corrupt', 'incorrupt')",-0.5574065,-0.7592426,-0.2018361
36,-0.31526953,-0.36491662,"('hostile', 'amicable')",-0.3152695,-0.3649166,-0.0496471
37,1.0691223,1.054927,"('fake', 'genuine')",1.0691223,1.054927,-0.0141953
38,0.0049118176,0.13863236,"('untruthful', 'truthful')",0.0049118,0.1386324,0.1337206
39,0.12679988,0.060906485,"('exploitative', 'cooperative')",0.1267999,0.0609065,-0.0658934
40,-1.3253046,-1.5607345,"('stingy', 'generous')",-1.3253046,-1.5607345,-0.2354299
41,0.010287948,0.07530719,"('unforgiving', 'forgiving')",0.0102879,0.0753072,0.0650193
42,-2.3550446,-2.474528,"('unreliable', 'reliable')",-2.3550446,-2.4745281,-0.1194835
43,0.8735939,0.94485766,"('irresponsible', 'responsible')",0.8735939,0.9448577,0.0712638
44,-1.0496731,-1.1277263,"('prejudiced', 'unprejudiced')",-1.0496731,-1.1277263,-0.0780532
45,-0.38152388,-0.3289269,"('incompetent', 'competent')",-0.3815239,-0.3289269,0.052597
46,-0.8545151,-0.98404956,"('uncompetitive', 'competitive')",-0.8545151,-0.9840496,-0.1295345
47,4.712436,4.8966756,"('stupid', 'smart')",4.7124362,4.8966756,0.1842394
48,0.55185527,0.5433338,"('unintelligent', 'intelligent')",0.5518553,0.5433338,-0.0085215
49,0.27797732,0.31587222,"('unable', 'able')",0.2779773,0.3158722,0.0378949
50,0.21958429,0.25243264,"('clumsy', 'skillful')",0.2195843,0.2524326,0.0328483
51,0.66022414,0.5898312,"('uneducated', 'educated')",0.6602241,0.5898312,-0.0703929
52,-0.72741,-0.8280523,"('irrational', 'rational')",-0.72741,-0.8280523,-0.1006423
53,0.3108985,0.28637356,"('uncreative', 'creative')",0.3108985,0.2863736,-0.0245249
54,1.0646594,1.0937763,"('incapable', 'capable')",1.0646594,1.0937763,0.0291169
55,0.66112435,0.69585973,"('incompetent', 'clever')",0.6611243,0.6958597,0.0347354
56,0.6259098,0.7274847,"('impractical', 'practical')",0.6259098,0.7274847,0.1015749
57,-2.8190773,-2.814292,"('unimaginative', 'imaginative')",-2.8190773,-2.814292,0.0047853
58,0.24871567,0.26319668,"('undiscriminating', 'discriminating')",0.2487157,0.2631967,0.014481
59,-0.19994093,-0.22266896,"('foolish', 'wise')",-0.1999409,-0.222669,-0.0227281
60,0.4400406,0.5625384,"('inefficient', 'efficient')",0.4400406,0.5625384,0.1224978
61,0.27895755,0.10620133,"('illogical', 'logical')",0.2789575,0.1062013,-0.1727562
62,-0.12528482,-0.02391438,"('incompetent', 'brilliant')",-0.1252848,-0.0239144,0.1013704
63,0.052659974,0.1511828,"('unperceptive', 'insightful')",0.05266,0.1511828,0.0985228
64,-6.3798733,-6.416908,"('shy', 'confident')",-6.3798733,-6.4169078,-0.0370345
65,0.08357313,0.06454801,"('insecure', 'secure')",0.0835731,0.064548,-0.0190251
66,-0.3101887,-0.42424867,"('inactive', 'active')",-0.3101887,-0.4242487,-0.11406
67,-0.45945734,-0.3969182,"('doubtful', 'determined')",-0.4594573,-0.3969182,0.0625391
68,-0.37657762,-0.47290054,"('dependent', 'independent')",-0.3765776,-0.4729005,-0.0963229
69,-1.8598177,-1.8040166,"('lazy', 'industrious')",-1.8598177,-1.8040166,0.0558011
70,0.78048337,0.6936844,"('lethargic', 'energetic')",0.7804834,0.6936844,-0.086799
71,0.7514965,0.8308979,"('diffident', 'self-confident')",0.7514965,0.8308979,0.0794014
72,0.83725685,0.92219305,"('unambitious', 'ambitious')",0.8372568,0.9221931,0.0849363
73,-2.6642382,-2.6207342,"('helpless', 'self-reliant')",-2.6642382,-2.6207342,0.043504
74,0.34452653,0.30606526,"('undedicated', 'dedicated')",0.3445265,0.3060653,-0.0384612
75,-1.0306174,-0.9783923,"('meek', 'impulsive')",-1.0306174,-0.9783923,0.0522251
76,0.6419623,0.53342193,"('anxious', 'daring')",0.6419623,0.5334219,-0.1085404
77,-1.6657276,-1.5241791,"('unmotivated', 'motivated')",-1.6657276,-1.5241791,0.1415485
78,-0.7004954,-0.66218305,"('nonresilient', 'resilient')",-0.7004954,-0.662183,0.0383124
79,-0.029889043,-0.03246629,"('wavering', 'unwavering')",-0.029889,-0.0324663,-0.0025773
80,-0.5616604,-0.6852184,"('dominated', 'dominating')",-0.5616604,-0.6852184,-0.123558
81,-0.14508572,-0.18222472,"('submissive', 'aggressive')",-0.1450857,-0.1822247,-0.037139
82,5.921073,6.00567,"('poor', 'rich')",5.921073,6.0056701,0.0845971
83,-0.13057601,-0.075843856,"('powerless', 'powerful')",-0.130576,-0.0758439,0.0547321
84,0.53818953,0.52666324,"('inferior', 'superior')",0.5381895,0.5266632,-0.0115263
85,-0.046884082,-0.05361314,"('insignificant', 'prestigious')",-0.0468841,-0.0536131,-0.006729
86,0.3866674,0.3733849,"('uninfluential', 'influential')",0.3866674,0.3733849,-0.0132825
87,-0.5035709,-0.3551364,"('unsuccessful', 'successful')",-0.5035709,-0.3551364,0.1484345
88,0.42276666,0.4808126,"('low', 'eminent')",0.4227667,0.4808126,0.0580459
