,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.7169926,-0.75834614,"('unsociable', 'sociable')",-0.13036644,-0.2629403,-0.4236795,-0.5106432,-0.0869637
1,-1.5188587,-1.5263935,"('unfriendly', 'friendly')",1.4242635,1.2481865,-0.0472976,-0.1391035,-0.0918059
2,0.28133747,0.33120525,"('unlikable', 'likable')",0.7039327,0.7217917,0.4926351,0.5264984,0.0338633
3,-0.58605236,-0.4645163,"('repellent', 'pleasant')",0.92420226,0.95365965,0.169075,0.2445717,0.0754967
4,-0.3051537,-0.32980043,"('disliked', 'liked')",-7.1928563,-7.2727814,-3.7490051,-3.801291,-0.0522859
5,-0.9744358,-0.90762246,"('distant', 'outgoing')",-0.5289569,-0.60689414,-0.7516963,-0.7572583,-0.005562
6,-1.5127952,-1.4058783,"('distant', 'open')",-0.39850497,-0.48895198,-0.9556501,-0.9474151,0.008235
7,-0.21310134,-0.14307228,"('insensitive', 'sensitive')",0.4552127,0.49761692,0.1210557,0.1772723,0.0562166
8,-1.151336,-1.2030936,"('unaffectionate', 'affectionate')",0.7911974,0.7059246,-0.1800693,-0.2485845,-0.0685152
9,-1.4196657,-1.4493753,"('unaffectionate', 'caring')",1.181002,1.1433651,-0.1193318,-0.1530051,-0.0336733
10,-1.2207848,-1.185775,"('unsympathetic', 'sympathetic')",-0.26607233,-0.29901242,-0.7434286,-0.7423937,0.0010349
11,-0.54520535,-0.5391583,"('unhelpful', 'helpful')",1.5949779,1.7017436,0.5248863,0.5812926,0.0564063
12,-1.0295223,-0.92190593,"('unsupportive', 'supportive')",-2.1811786,-2.194907,-1.6053505,-1.5584065,0.046944
13,-0.36716592,-0.349681,"('impolite', 'polite')",-0.9224665,-0.89238155,-0.6448162,-0.6210313,0.0237849
14,0.9760024,0.99963915,"('antisocial', 'social')",0.19347246,0.12239626,0.5847374,0.5610177,-0.0237197
15,0.1926975,0.10154273,"('boring', 'funny')",0.10359649,0.08534582,0.148147,0.0934443,-0.0547027
16,-0.919023,-0.93752044,"('unpopular', 'popular')",0.36785498,0.25378403,-0.275584,-0.3418682,-0.0662842
17,-0.44158635,-0.39609396,"('nasty', 'nice')",-0.43342167,-0.40512088,-0.437504,-0.4006074,0.0368966
18,-0.48188066,-0.3649849,"('disagreeable', 'welcoming')",-0.59099716,-0.6579403,-0.5364389,-0.5114626,0.0249763
19,-1.7815847,-1.7220455,"('inhospitable', 'hospitable')",-0.7951301,-0.7551759,-1.2883574,-1.2386107,0.0497467
20,-0.21795008,-0.0898973,"('rough', 'thoughtful')",1.0366857,1.0643656,0.4093678,0.4872342,0.0778664
21,0.61725384,0.6098717,"('immoral', 'moral')",-0.35283017,-0.29322544,0.1322118,0.1583231,0.0261113
22,0.14654735,0.24698664,"('untrustworthy', 'trustworthy')",-0.8526389,-0.88726115,-0.3530458,-0.3201373,0.0329085
23,-0.5754425,-0.5557823,"('insincere', 'sincere')",5.86793,5.8383355,2.6462438,2.6412766,-0.0049672
24,-0.47700846,-0.49495745,"('dishonest', 'honest')",0.544584,0.5518863,0.0337878,0.0284644,-0.0053234
25,-0.52530855,-0.53694654,"('egoistic', 'altruistic')",1.197397,1.1412731,0.3360442,0.3021633,-0.0338809
26,0.3907335,0.35002682,"('hardhearted', 'benevolent')",1.6845993,1.634816,1.0376664,0.9924214,-0.045245
27,-0.647933,-0.57882404,"('hardhearted', 'softhearted')",1.164865,1.0690311,0.258466,0.2451035,-0.0133625
28,-0.31810513,-0.4381426,"('disloyal', 'loyal')",1.2602038,1.1328332,0.4710494,0.3473453,-0.1237041
29,-0.39158642,-0.39174402,"('unfair', 'fair')",-0.4101459,-0.51423085,-0.4008662,-0.4529874,-0.0521212
30,0.5511203,0.57738054,"('intolerant', 'tolerant')",1.0971621,1.1308022,0.8241412,0.8540913,0.0299501
31,-0.9473141,-0.8385675,"('evil', 'good')",-0.8440322,-0.9666082,-0.8956732,-0.9025879,-0.0069147
32,0.3875827,0.30532163,"('unkind', 'kind')",0.7282266,0.57412696,0.5579047,0.4397243,-0.1181804
33,-0.5400466,-0.54876685,"('wrong', 'right')",-0.6845825,-0.7388974,-0.6123145,-0.6438321,-0.0315176
34,-0.2804517,-0.11012448,"('mean', 'honorable')",5.531174,5.7278247,2.6253612,2.80885,0.1834888
35,-0.1179975,-0.20435905,"('corrupt', 'incorrupt')",-0.3510851,-0.4615449,-0.2345413,-0.332952,-0.0984107
36,-1.2063155,-1.2250788,"('hostile', 'amicable')",-0.25825563,-0.40846387,-0.7322856,-0.8167713,-0.0844857
37,0.3757432,0.42722034,"('fake', 'genuine')",0.22297463,0.25558382,0.2993589,0.3414021,0.0420432
38,-1.1221229,-1.1173342,"('untruthful', 'truthful')",-0.33164522,-0.27693972,-0.7268841,-0.697137,0.0297471
39,1.0636305,1.0843772,"('exploitative', 'cooperative')",0.42554817,0.51158637,0.7445893,0.7979817,0.0533924
40,-0.34162372,-0.30701151,"('stingy', 'generous')",-2.0303097,-2.134011,-1.1859667,-1.2205113,-0.0345446
41,-0.15739255,-0.10535527,"('unforgiving', 'forgiving')",-0.11029454,-0.17716163,-0.1338435,-0.1412584,-0.0074149
42,0.62326825,0.78623986,"('unreliable', 'reliable')",-3.0898373,-3.0631726,-1.2332845,-1.1384664,0.0948181
43,-0.55123997,-0.4501806,"('irresponsible', 'responsible')",0.5255754,0.548204,-0.0128323,0.0490117,0.061844
44,0.641354,0.6861528,"('prejudiced', 'unprejudiced')",-1.3118029,-1.2814388,-0.3352244,-0.297643,0.0375814
45,-0.90139717,-0.78270686,"('incompetent', 'competent')",0.007149053,-0.05712253,-0.4471241,-0.4199147,0.0272094
46,-0.5848337,-0.48782012,"('uncompetitive', 'competitive')",-1.0189042,-0.9791928,-0.8018689,-0.7335064,0.0683625
47,-0.083860725,-0.036248587,"('stupid', 'smart')",5.635027,5.7109385,2.775583,2.8373449,0.0617619
48,-0.30892697,-0.27402157,"('unintelligent', 'intelligent')",0.8035983,0.8937455,0.2473357,0.309862,0.0625263
49,-0.098294415,0.08823452,"('unable', 'able')",-0.17133972,-0.10384986,-0.1348171,-0.0078077,0.1270094
50,-0.2083644,-0.20694007,"('clumsy', 'skillful')",0.06702586,-0.032168724,-0.0706693,-0.1195544,-0.0488851
51,-0.16057473,-0.2558806,"('uneducated', 'educated')",-0.19375756,-0.21767852,-0.1771661,-0.2367796,-0.0596135
52,-1.0741276,-1.3009953,"('irrational', 'rational')",0.3010746,0.14002608,-0.3865265,-0.5804846,-0.1939581
53,-1.1513575,-1.1078647,"('uncreative', 'creative')",0.5348329,0.43824595,-0.3082623,-0.3348094,-0.0265471
54,-0.7585807,-0.86717755,"('incapable', 'capable')",0.79715514,0.7734467,0.0192872,-0.0468654,-0.0661526
55,-0.017896537,0.10545194,"('incompetent', 'clever')",0.34834236,0.4089728,0.1652229,0.2572124,0.0919895
56,0.8904048,0.890187,"('impractical', 'practical')",-0.25419798,-0.21264029,0.3181034,0.3387734,0.02067
