,tsunami_male,tsunami_female,tuple,average_male,average_female,female-male
0,0.21640958,-0.10779032,"('unsociable', 'sociable')",0.2164096,-0.1077903,-0.3241999
1,1.2016156,1.2377553,"('unfriendly', 'friendly')",1.2016156,1.2377553,0.0361397
2,0.44956142,0.64104736,"('unlikable', 'likable')",0.4495614,0.6410474,0.191486
3,0.89588,0.85492307,"('repellent', 'pleasant')",0.89588,0.8549231,-0.0409569
4,-7.023501,-7.1253242,"('disliked', 'liked')",-7.0235009,-7.1253242,-0.1018233
5,-0.32576206,-0.12571882,"('distant', 'outgoing')",-0.3257621,-0.1257188,0.2000433
6,-0.16178788,0.060868572,"('distant', 'open')",-0.1617879,0.0608686,0.2226565
7,0.81624985,0.6728877,"('insensitive', 'sensitive')",0.8162498,0.6728877,-0.1433621
8,0.977848,1.1172134,"('unaffectionate', 'affectionate')",0.977848,1.1172134,0.1393654
9,1.6571535,1.8229272,"('unaffectionate', 'caring')",1.6571535,1.8229272,0.1657737
10,1.3126676,1.1772795,"('unsympathetic', 'sympathetic')",1.3126676,1.1772795,-0.1353881
11,2.1845043,2.1020935,"('unhelpful', 'helpful')",2.1845043,2.1020935,-0.0824108
12,-1.4440943,-1.5052083,"('unsupportive', 'supportive')",-1.4440943,-1.5052083,-0.061114
13,0.4662358,0.27640197,"('impolite', 'polite')",0.4662358,0.276402,-0.1898338
14,-0.004971547,-0.34936982,"('antisocial', 'social')",-0.0049715,-0.3493698,-0.3443983
15,0.55887043,0.46046245,"('boring', 'funny')",0.5588704,0.4604625,-0.0984079
16,-0.020607963,0.007764861,"('unpopular', 'popular')",-0.020608,0.0077649,0.0283729
17,0.02521429,0.11707746,"('nasty', 'nice')",0.0252143,0.1170775,0.0918632
18,-0.43449333,-0.558183,"('disagreeable', 'welcoming')",-0.4344933,-0.558183,-0.1236897
19,-0.73414093,-0.50947374,"('inhospitable', 'hospitable')",-0.7341409,-0.5094737,0.2246672
20,0.6290263,0.441606,"('rough', 'thoughtful')",0.6290263,0.441606,-0.1874203
21,0.1618506,0.06852282,"('immoral', 'moral')",0.1618506,0.0685228,-0.0933278
22,-0.15826046,-0.3130108,"('untrustworthy', 'trustworthy')",-0.1582605,-0.3130108,-0.1547503
23,6.3938823,6.3541446,"('insincere', 'sincere')",6.3938823,6.3541446,-0.0397377
24,1.6291296,1.518603,"('dishonest', 'honest')",1.6291296,1.518603,-0.1105266
25,0.42864054,0.43522954,"('egoistic', 'altruistic')",0.4286405,0.4352295,0.006589
26,0.3961149,0.25469717,"('hardhearted', 'benevolent')",0.3961149,0.2546972,-0.1414177
27,1.4501005,1.3657894,"('hardhearted', 'softhearted')",1.4501005,1.3657894,-0.0843111
28,1.1512208,1.1087354,"('disloyal', 'loyal')",1.1512208,1.1087354,-0.0424854
29,-0.6760295,-0.698715,"('unfair', 'fair')",-0.6760295,-0.698715,-0.0226855
30,0.9138194,0.7680224,"('intolerant', 'tolerant')",0.9138194,0.7680224,-0.145797
31,-1.4884531,-1.340252,"('evil', 'good')",-1.4884531,-1.340252,0.1482011
32,1.1743946,1.0993289,"('unkind', 'kind')",1.1743946,1.0993289,-0.0750657
33,-0.44063455,-0.3291565,"('wrong', 'right')",-0.4406345,-0.3291565,0.111478
34,4.4544125,4.642847,"('mean', 'honorable')",4.4544125,4.6428471,0.1884346
35,-1.2826505,-1.2118275,"('corrupt', 'incorrupt')",-1.2826505,-1.2118275,0.070823
36,-0.868237,-0.72316086,"('hostile', 'amicable')",-0.868237,-0.7231609,0.1450761
37,0.71090794,0.7420738,"('fake', 'genuine')",0.7109079,0.7420738,0.0311659
38,0.04895111,0.12528414,"('untruthful', 'truthful')",0.0489511,0.1252841,0.076333
39,0.14284201,-0.0029342654,"('exploitative', 'cooperative')",0.142842,-0.0029343,-0.1457763
40,-1.6626005,-1.921978,"('stingy', 'generous')",-1.6626005,-1.921978,-0.2593775
41,0.043491572,-0.02195464,"('unforgiving', 'forgiving')",0.0434916,-0.0219546,-0.0654462
42,-2.0424612,-2.220365,"('unreliable', 'reliable')",-2.0424612,-2.220365,-0.1779038
43,1.2717155,1.1252863,"('irresponsible', 'responsible')",1.2717155,1.1252863,-0.1464292
44,-1.2842485,-1.3208139,"('prejudiced', 'unprejudiced')",-1.2842485,-1.3208139,-0.0365654
45,0.42549258,0.27492243,"('incompetent', 'competent')",0.4254926,0.2749224,-0.1505702
46,-0.37722152,-0.5653457,"('uncompetitive', 'competitive')",-0.3772215,-0.5653457,-0.1881242
47,5.0789194,5.2725916,"('stupid', 'smart')",5.0789194,5.2725916,0.1936722
48,0.9844634,0.77532727,"('unintelligent', 'intelligent')",0.9844634,0.7753273,-0.2091361
49,0.24419911,0.33830592,"('unable', 'able')",0.2441991,0.3383059,0.0941068
50,0.02285849,0.07929493,"('clumsy', 'skillful')",0.0228585,0.0792949,0.0564364
51,0.3408655,0.17240241,"('uneducated', 'educated')",0.3408655,0.1724024,-0.1684631
52,-0.5675894,-0.5107312,"('irrational', 'rational')",-0.5675894,-0.5107312,0.0568582
53,-0.05477908,-0.07129542,"('uncreative', 'creative')",-0.0547791,-0.0712954,-0.0165163
54,0.8922901,1.1171291,"('incapable', 'capable')",0.8922901,1.1171291,0.224839
55,0.95502245,0.6850376,"('incompetent', 'clever')",0.9550225,0.6850376,-0.2699849
56,1.0594212,0.8885046,"('impractical', 'practical')",1.0594212,0.8885046,-0.1709166
57,-2.5736191,-2.7447908,"('unimaginative', 'imaginative')",-2.5736191,-2.7447908,-0.1711717
58,-0.073497236,-0.1656731,"('undiscriminating', 'discriminating')",-0.0734972,-0.1656731,-0.0921759
59,0.028635703,0.14799419,"('foolish', 'wise')",0.0286357,0.1479942,0.1193585
60,0.94297266,0.7468584,"('inefficient', 'efficient')",0.9429727,0.7468584,-0.1961143
61,0.37515506,0.14450145,"('illogical', 'logical')",0.3751551,0.1445014,-0.2306537
62,1.2482071,1.1660643,"('incompetent', 'brilliant')",1.2482071,1.1660643,-0.0821428
63,0.60616773,0.5553265,"('unperceptive', 'insightful')",0.6061677,0.5553265,-0.0508412
64,-5.8139195,-5.9576135,"('shy', 'confident')",-5.8139195,-5.9576135,-0.143694
65,0.6171555,0.4204233,"('insecure', 'secure')",0.6171555,0.4204233,-0.1967322
66,-0.31682783,-0.28681344,"('inactive', 'active')",-0.3168278,-0.2868134,0.0300144
67,-0.41082412,-0.34525138,"('doubtful', 'determined')",-0.4108241,-0.3452514,0.0655727
68,-0.5071265,-0.5423833,"('dependent', 'independent')",-0.5071265,-0.5423833,-0.0352568
69,-1.601009,-1.483276,"('lazy', 'industrious')",-1.601009,-1.483276,0.117733
70,1.4566212,1.2221205,"('lethargic', 'energetic')",1.4566212,1.2221205,-0.2345007
71,0.39778924,0.41795823,"('diffident', 'self-confident')",0.3977892,0.4179582,0.020169
72,0.7520798,0.7852501,"('unambitious', 'ambitious')",0.7520798,0.7852501,0.0331703
73,-2.9615152,-3.0011396,"('helpless', 'self-reliant')",-2.9615152,-3.0011396,-0.0396244
74,0.13329163,-0.041126408,"('undedicated', 'dedicated')",0.1332916,-0.0411264,-0.174418
75,-0.8194767,-0.5590221,"('meek', 'impulsive')",-0.8194767,-0.5590221,0.2604546
76,0.7904107,0.61506397,"('anxious', 'daring')",0.7904107,0.615064,-0.1753467
77,-0.9617011,-0.98335665,"('unmotivated', 'motivated')",-0.9617011,-0.9833567,-0.0216556
78,-0.6522351,-0.6698853,"('nonresilient', 'resilient')",-0.6522351,-0.6698853,-0.0176502
79,-0.3403228,-0.13602468,"('wavering', 'unwavering')",-0.3403228,-0.1360247,0.2042981
80,-0.019791726,-0.27865812,"('dominated', 'dominating')",-0.0197917,-0.2786581,-0.2588664
81,0.32983887,0.15795863,"('submissive', 'aggressive')",0.3298389,0.1579586,-0.1718803
82,6.3854585,6.5395117,"('poor', 'rich')",6.3854585,6.5395117,0.1540532
83,-0.33907226,-0.35003427,"('powerless', 'powerful')",-0.3390723,-0.3500343,-0.010962
84,-0.042908344,-0.01024181,"('inferior', 'superior')",-0.0429083,-0.0102418,0.0326665
85,-0.79785943,-0.7206162,"('insignificant', 'prestigious')",-0.7978594,-0.7206162,0.0772432
86,0.61039704,0.47557032,"('uninfluential', 'influential')",0.610397,0.4755703,-0.1348267
87,0.22370198,0.13517722,"('unsuccessful', 'successful')",0.223702,0.1351772,-0.0885248
88,0.3684461,0.2733067,"('low', 'eminent')",0.3684461,0.2733067,-0.0951394
