,teleflex_male,teleflex_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.851197,-1.9198346,"('unsociable', 'sociable')",-0.3846006,-0.6130584,-1.1178988,-1.2664465,-0.1485477
1,-1.6021184,-1.7321649,"('unfriendly', 'friendly')",1.351947,1.2556247,-0.1250857,-0.2382701,-0.1131844
2,0.4669211,0.4725407,"('unlikable', 'likable')",0.90003896,1.000895,0.68348,0.7367179,0.0532379
3,-0.60831594,-0.5746652,"('repellent', 'pleasant')",0.24475196,0.24728385,-0.181782,-0.1636907,0.0180913
4,0.19396415,0.11136924,"('disliked', 'liked')",-5.8429523,-5.8636184,-2.8244941,-2.8761246,-0.0516305
5,-0.39522523,-0.38147485,"('distant', 'outgoing')",-0.42130807,-0.28859562,-0.4082667,-0.3350352,0.0732315
6,-0.56705457,-0.59656984,"('distant', 'open')",-0.10624215,0.027341466,-0.3366483,-0.2846142,0.0520341
7,-1.1095759,-1.0478784,"('insensitive', 'sensitive')",0.14605176,0.12865388,-0.4817621,-0.4596123,0.0221498
8,-1.260091,-1.3426727,"('unaffectionate', 'affectionate')",0.45837384,0.47202423,-0.4008586,-0.4353243,-0.0344657
9,-1.6704731,-1.7459065,"('unaffectionate', 'caring')",0.68897486,0.7162328,-0.4907491,-0.5148368,-0.0240877
10,-2.047712,-2.0659833,"('unsympathetic', 'sympathetic')",-0.6686746,-0.78168625,-1.3581934,-1.4238348,-0.0656414
11,-1.160687,-1.1249071,"('unhelpful', 'helpful')",1.5015148,1.5399346,0.1704139,0.2075137,0.0370998
12,-1.7262169,-1.6276327,"('unsupportive', 'supportive')",-2.0937781,-1.9941146,-1.9099975,-1.8108737,0.0991238
13,-0.9417235,-0.9476687,"('impolite', 'polite')",-0.50713706,-0.5510357,-0.7244303,-0.7493522,-0.0249219
14,-0.02418872,0.032454945,"('antisocial', 'social')",-0.3398769,-0.50528264,-0.1820328,-0.2364139,-0.0543811
15,0.73940253,0.66054827,"('boring', 'funny')",0.7537366,0.68921334,0.7465696,0.6748808,-0.0716888
16,0.045315947,-0.014193419,"('unpopular', 'popular')",0.7159758,0.7021233,0.3806459,0.3439649,-0.036681
17,-0.09571436,-0.017085228,"('nasty', 'nice')",-0.59378374,-0.5790285,-0.344749,-0.2980569,0.0466921
18,-0.30115062,-0.27909398,"('disagreeable', 'welcoming')",-0.31153965,-0.24873407,-0.3063451,-0.263914,0.0424311
19,-0.85732555,-0.89737827,"('inhospitable', 'hospitable')",-0.3021712,-0.16989625,-0.5797484,-0.5336373,0.0461111
20,-0.20231715,-0.19483781,"('rough', 'thoughtful')",1.067709,0.98120964,0.4326959,0.3931859,-0.03951
21,-0.22240803,-0.27470735,"('immoral', 'moral')",-0.4023232,-0.49069676,-0.3123656,-0.3827021,-0.0703365
22,-0.7308669,-0.7965462,"('untrustworthy', 'trustworthy')",-0.84691596,-1.021069,-0.7888914,-0.9088076,-0.1199162
23,-1.6350398,-1.682837,"('insincere', 'sincere')",5.183429,5.031809,1.7741945,1.6744859,-0.0997086
24,-0.8257825,-0.8230489,"('dishonest', 'honest')",0.7595638,0.6758274,-0.0331093,-0.0736108,-0.0405015
25,0.56844985,0.48050475,"('egoistic', 'altruistic')",1.4149711,1.337416,0.9917105,0.9089604,-0.0827501
26,-0.30800626,-0.41732475,"('hardhearted', 'benevolent')",1.6249228,1.4278684,0.6584582,0.5052718,-0.1531864
27,-1.0139493,-0.902295,"('hardhearted', 'softhearted')",1.0181589,1.013027,0.0021048,0.055366,0.0532612
28,-0.723299,-0.8445205,"('disloyal', 'loyal')",0.91985714,0.7327949,0.0982791,-0.0558628,-0.1541419
29,-0.4504522,-0.4765218,"('unfair', 'fair')",-0.49826813,-0.67863035,-0.4743602,-0.577576,-0.1032158
30,-0.42561418,-0.4016801,"('intolerant', 'tolerant')",1.3719157,1.3179377,0.4731508,0.4581288,-0.015022
31,-0.2396169,-0.2420411,"('evil', 'good')",-1.1509793,-1.244063,-0.6952981,-0.7430521,-0.047754
32,-0.16308804,-0.18747255,"('unkind', 'kind')",0.974384,0.7386121,0.405648,0.2755698,-0.1300782
