,everest_male,everest_female,tuple,re_male,re_female,group_male,group_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.5743461,-0.6692179,"('unsociable', 'sociable')",1.9248892,1.8589351,0.6053027,0.4919225,0.06813925,0.033345427,0.5059962,0.4287463,-0.0772499
1,0.63583934,0.5941741,"('unfriendly', 'friendly')",-1.6121322,-1.5751629,0.25297588,0.15723681,1.8443401,1.7627509,0.2802558,0.2347497,-0.0455061
2,-0.16981423,-0.12344608,"('unlikable', 'likable')",1.8624293,1.8740171,1.2577907,1.2825781,0.55551803,0.63536566,0.8764809,0.9171287,0.0406478
3,-0.37860066,-0.37233564,"('repellent', 'pleasant')",1.5467577,1.5193399,0.31939054,0.36339977,0.39360917,0.4598722,0.4702892,0.492569,0.0222798
4,-0.8558646,-0.8660586,"('disliked', 'liked')",-1.191306,-1.1937625,0.199096,0.146626,-5.1422253,-5.228647,-1.747575,-1.7854606,-0.0378856
5,0.033512853,0.06640794,"('distant', 'outgoing')",-2.2492764,-2.121377,-1.0130354,-1.0119144,-0.1931147,-0.20727845,-0.8554784,-0.8185405,0.0369379
6,-0.13202888,-0.098571986,"('distant', 'open')",-2.787196,-2.655956,-1.140578,-1.158813,0.23596239,0.18965656,-0.9559602,-0.9309211,0.0250391
7,-0.009617049,0.0055121183,"('insensitive', 'sensitive')",2.0004795,2.0115027,0.11430512,0.095239,0.7368548,0.795282,0.7105055,0.726884,0.0163785
8,0.14230521,0.10845385,"('unaffectionate', 'affectionate')",-2.4608579,-2.4133186,-0.67877614,-0.7046711,0.6492506,0.5597861,-0.5870196,-0.6124375,-0.0254179
9,0.316346,0.33526993,"('unaffectionate', 'caring')",-1.0245235,-0.9845165,-0.4614944,-0.4968516,0.9861133,0.9456077,-0.0458896,-0.0501226,-0.004233
10,0.2981995,0.27710378,"('unsympathetic', 'sympathetic')",2.6852474,2.6642873,-0.4212244,-0.43779832,0.35261908,0.45714888,0.7287104,0.7401854,0.011475
11,-0.45233607,-0.43064433,"('unhelpful', 'helpful')",2.2572908,2.305951,-0.4090805,-0.37558138,1.9334548,2.0284743,0.8323323,0.8820499,0.0497176
12,0.51095474,0.5452263,"('unsupportive', 'supportive')",0.7679911,0.8623646,0.19364224,0.25753376,-1.383035,-1.3848096,0.0223883,0.0700788,0.0476905
13,-0.2522902,-0.27812147,"('impolite', 'polite')",2.4745286,2.467576,-0.33505923,-0.3419663,-0.12811829,-0.10497776,0.4397652,0.4356276,-0.0041376
14,-0.6015448,-0.6406523,"('antisocial', 'social')",3.064055,3.0908203,1.3457497,1.361952,0.1834587,0.28436774,0.9979297,1.0241219,0.0261922
15,-0.44200772,-0.47606426,"('boring', 'funny')",0.6502769,0.65410984,-0.15853876,-0.20124799,0.4663393,0.4392067,0.1290174,0.1040011,-0.0250163
16,-0.43579775,-0.43189922,"('unpopular', 'popular')",-0.881955,-0.9285579,0.50046664,0.4899278,0.6772348,0.61901313,-0.0350128,-0.062879,-0.0278662
17,-0.58823276,-0.5267833,"('nasty', 'nice')",0.3015169,0.31448987,-0.33358806,-0.26646918,-0.14602555,-0.10961191,-0.1915824,-0.1470936,0.0444888
18,0.5321773,0.53777856,"('disagreeable', 'welcoming')",-0.7817628,-0.6429959,-0.5371579,-0.51927036,-1.0170978,-1.0432729,-0.4509603,-0.4169402,0.0340201
19,-1.6116948,-1.5071757,"('inhospitable', 'hospitable')",-1.3269604,-1.2770197,-1.3369615,-1.3080131,-0.70237076,-0.65866953,-1.2444968,-1.1877195,0.0567773
20,0.003506638,0.045845117,"('rough', 'thoughtful')",0.74272794,0.7919955,0.9484669,0.98123276,1.097354,1.1284139,0.6980139,0.7368718,0.0388579
21,-0.22869393,-0.2882637,"('immoral', 'moral')",2.8006675,2.7743278,-0.3667882,-0.36343008,-0.63976544,-0.54440033,0.391355,0.3945584,0.0032034
22,0.0062302276,-0.010358143,"('untrustworthy', 'trustworthy')",2.0914845,2.0869863,1.2832077,1.2264357,-0.23807994,-0.19287077,0.7857106,0.7775483,-0.0081623
23,0.674682,0.6732271,"('insincere', 'sincere')",2.7871609,2.781652,0.30815324,0.32114643,5.4110703,5.388005,2.2952666,2.2910075,-0.0042591
24,1.0702583,1.0456947,"('dishonest', 'honest')",1.3480357,1.3763015,-0.4761728,-0.46799427,0.5898737,0.61661786,0.6329987,0.642655,0.0096563
25,-0.04865492,-0.09774366,"('egoistic', 'altruistic')",-1.579267,-1.5683743,-0.30807382,-0.39101368,0.8467771,0.72428817,-0.2723047,-0.3332108,-0.0609061
26,1.0223229,0.9650625,"('hardhearted', 'benevolent')",0.25950518,0.26157877,0.93310815,0.9320112,2.2707276,2.2388246,1.121416,1.0993693,-0.0220467
27,-0.93298495,-0.86337006,"('hardhearted', 'softhearted')",-0.27876738,-0.21778692,-0.2897682,-0.3084599,0.6050589,0.49289238,-0.2241154,-0.2241811,-6.57e-05
