,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.010079652,-0.12779641,"('unsociable', 'sociable')",-0.45513004,-0.62359536,-0.2225252,-0.3756959,-0.1531707
1,-1.1254516,-1.2872372,"('unfriendly', 'friendly')",1.838379,1.761884,0.3564637,0.2373234,-0.1191403
2,0.71629965,0.8040018,"('unlikable', 'likable')",0.53244096,0.68117064,0.6243703,0.7425863,0.118216
3,-0.6565964,-0.44920465,"('repellent', 'pleasant')",0.18247832,0.2784823,-0.2370591,-0.0853612,0.1516979
4,-0.655811,-0.72781265,"('disliked', 'liked')",-6.501269,-6.583081,-3.5785398,-3.6554468,-0.076907
5,-1.5534585,-1.6502254,"('distant', 'outgoing')",0.10511243,0.0030286126,-0.724173,-0.8235984,-0.0994254
6,-1.7559668,-1.8483126,"('distant', 'open')",0.5481303,0.4684824,-0.6039183,-0.6899151,-0.0859968
7,0.14762715,0.21918818,"('insensitive', 'sensitive')",0.67406076,0.7050449,0.410844,0.4621165,0.0512725
8,-1.1660241,-1.1921618,"('unaffectionate', 'affectionate')",1.2700992,1.1417264,0.0520375,-0.0252177,-0.0772552
9,-1.2479628,-1.2288187,"('unaffectionate', 'caring')",1.2408667,1.1732174,-0.0035481,-0.0278006,-0.0242525
10,-0.27010387,-0.26273406,"('unsympathetic', 'sympathetic')",-0.39284024,-0.4058162,-0.331472,-0.3342751,-0.0028031
11,0.10680436,0.247797,"('unhelpful', 'helpful')",1.2564235,1.3742019,0.6816139,0.8109995,0.1293856
12,-0.350948,-0.18812504,"('unsupportive', 'supportive')",-1.8070172,-1.8047886,-1.0789826,-0.9964568,0.0825258
13,0.1382044,0.17133811,"('impolite', 'polite')",-0.7528977,-0.7009672,-0.3073466,-0.2648146,0.042532
14,1.1637263,1.1753619,"('antisocial', 'social')",-0.24004956,-0.29134774,0.4618384,0.4420071,-0.0198313
15,-0.018529704,-0.13820551,"('boring', 'funny')",0.8928607,0.8365818,0.4371655,0.3491881,-0.0879774
16,-1.2915376,-1.1647971,"('unpopular', 'popular')",-0.1482665,-0.040165033,-0.719902,-0.6024811,0.1174209
17,-0.34485152,-0.28804842,"('nasty', 'nice')",-0.21395817,-0.2092532,-0.2794048,-0.2486508,0.030754
18,-0.0111193955,0.11620514,"('disagreeable', 'welcoming')",-0.40781033,-0.36573234,-0.2094649,-0.1247636,0.0847013
19,-1.1923867,-1.2864981,"('inhospitable', 'hospitable')",0.1279238,0.17744586,-0.5322315,-0.5545261,-0.0222946
20,0.29585823,0.3404038,"('rough', 'thoughtful')",0.89635634,0.83158386,0.5961073,0.5859938,-0.0101135
21,0.58081436,0.6512806,"('immoral', 'moral')",-0.8379973,-0.6869799,-0.1285915,-0.0178497,0.1107418
22,0.7775691,0.8096989,"('untrustworthy', 'trustworthy')",-0.6285305,-0.70098704,0.0745193,0.0543559,-0.0201634
23,0.22831757,0.26791614,"('insincere', 'sincere')",5.505434,5.5041685,2.8668759,2.8860424,0.0191665
24,-0.083228156,-0.089975886,"('dishonest', 'honest')",0.84345394,0.7763447,0.3801129,0.3431844,-0.0369285
25,-0.19548967,-0.19450083,"('egoistic', 'altruistic')",1.7619327,1.7122283,0.7832215,0.7588637,-0.0243578
26,0.7461734,0.52860695,"('hardhearted', 'benevolent')",2.0521991,1.9793832,1.3991863,1.2539951,-0.1451912
