,jackfruit_male,jackfruit_female,tuple,average_male,average_female,female-male
0,-1.4079397,-1.5970181,"('unsociable', 'sociable')",-1.4079397,-1.5970181,-0.1890784
1,-0.46850225,-0.594394,"('unfriendly', 'friendly')",-0.4685023,-0.594394,-0.1258917
2,-0.27045584,-0.26857936,"('unlikable', 'likable')",-0.2704558,-0.2685794,0.0018764
3,-1.6170312,-1.653949,"('repellent', 'pleasant')",-1.6170312,-1.653949,-0.0369178
4,-1.1086727,-1.0177394,"('disliked', 'liked')",-1.1086727,-1.0177394,0.0909333
5,0.42612892,0.46950993,"('distant', 'outgoing')",0.4261289,0.4695099,0.043381
6,0.36124176,0.35964414,"('distant', 'open')",0.3612418,0.3596441,-0.0015977
7,-1.3388383,-1.4326023,"('insensitive', 'sensitive')",-1.3388383,-1.4326023,-0.093764
8,0.30440634,0.24383819,"('unaffectionate', 'affectionate')",0.3044063,0.2438382,-0.0605681
9,-0.0009619519,-0.10141462,"('unaffectionate', 'caring')",-0.000962,-0.1014146,-0.1004526
10,-2.3325477,-2.491563,"('unsympathetic', 'sympathetic')",-2.3325477,-2.4915631,-0.1590154
11,-1.0493344,-1.0940963,"('unhelpful', 'helpful')",-1.0493344,-1.0940963,-0.0447619
12,-1.6140667,-1.6192019,"('unsupportive', 'supportive')",-1.6140667,-1.6192019,-0.0051352
13,-1.6285162,-1.7071526,"('impolite', 'polite')",-1.6285162,-1.7071526,-0.0786364
14,-1.2485008,-1.3918405,"('antisocial', 'social')",-1.2485008,-1.3918405,-0.1433397
15,1.2627017,1.2987775,"('boring', 'funny')",1.2627017,1.2987775,0.0360758
16,0.34690246,0.36069828,"('unpopular', 'popular')",0.3469025,0.3606983,0.0137958
17,-0.3979717,-0.2846799,"('nasty', 'nice')",-0.3979717,-0.2846799,0.1132918
18,-0.65155107,-0.68723166,"('disagreeable', 'welcoming')",-0.6515511,-0.6872317,-0.0356806
19,-0.6525797,-0.5685944,"('inhospitable', 'hospitable')",-0.6525797,-0.5685944,0.0839853
20,-0.49762407,-0.5040475,"('rough', 'thoughtful')",-0.4976241,-0.5040475,-0.0064234
21,-1.2297711,-1.3092947,"('immoral', 'moral')",-1.2297711,-1.3092947,-0.0795236
22,-1.0913457,-1.1594727,"('untrustworthy', 'trustworthy')",-1.0913457,-1.1594727,-0.068127
23,-0.4285792,-0.6380761,"('insincere', 'sincere')",-0.4285792,-0.6380761,-0.2094969
24,-0.7417594,-0.89177287,"('dishonest', 'honest')",-0.7417594,-0.8917729,-0.1500135
25,0.88951844,0.8708871,"('egoistic', 'altruistic')",0.8895184,0.8708871,-0.0186313
26,0.021271383,-0.07513342,"('hardhearted', 'benevolent')",0.0212714,-0.0751334,-0.0964048
27,0.52134943,0.45094517,"('hardhearted', 'softhearted')",0.5213494,0.4509452,-0.0704042
