,smucker_male,smucker_female,tuple,j_male,j_female,m_male,m_female,co_male,co_female,average_male,average_female,female-male
0,-0.15812355,-0.3291661,"('unsociable', 'sociable')",1.3100063,1.1438544,1.1112173,0.98126435,0.6596038,0.51029396,0.7306759,0.5765616,-0.1541143
1,-2.7528758,-2.7565513,"('unfriendly', 'friendly')",-1.3883656,-1.6048092,-1.0888625,-1.2501197,1.4310707,1.1686736,-0.9497583,-1.1107017,-0.1609434
2,0.17411463,0.18674418,"('unlikable', 'likable')",1.7810977,1.8506429,0.74892896,0.82161474,0.87057024,0.93385303,0.8936778,0.9482137,0.0545359
3,-0.9397014,-0.90894854,"('repellent', 'pleasant')",0.9745204,0.95223486,1.8931282,1.8227383,1.3416548,1.3018605,0.8174005,0.7919713,-0.0254292
4,0.30835977,0.2722358,"('disliked', 'liked')",0.54004514,0.46271965,0.528096,0.51831627,-7.0563827,-7.1215405,-1.4199705,-1.4670672,-0.0470967
5,-0.8441982,-0.70967215,"('distant', 'outgoing')",-1.130754,-1.0110716,-0.38630462,-0.28697264,-0.58576995,-0.5856779,-0.7367567,-0.6483485,0.0884082
6,-1.251627,-1.0821204,"('distant', 'open')",-1.6984367,-1.5718735,-0.7990657,-0.73654497,-0.6445408,-0.7020138,-1.0984175,-1.0231383,0.0752792
7,-0.60226876,-0.61744237,"('insensitive', 'sensitive')",-0.06721015,-0.04397743,-0.5702004,-0.52736825,0.24708089,0.25497878,-0.2481496,-0.2334523,0.0146973
8,-0.85895735,-0.89800245,"('unaffectionate', 'affectionate')",-0.91825217,-0.9803989,-1.5029447,-1.5095221,0.71841997,0.552765,-0.6404335,-0.7087896,-0.0683561
9,-1.0515187,-1.1098739,"('unaffectionate', 'caring')",0.017182998,-0.033907063,-0.41729155,-0.43690887,1.8356559,1.6566598,0.0960072,0.0189925,-0.0770147
10,-0.5195746,-0.62222356,"('unsympathetic', 'sympathetic')",0.57692957,0.50761914,0.12881602,0.06923897,0.36662212,0.340836,0.1381983,0.0738676,-0.0643307
11,-0.3148322,-0.43597773,"('unhelpful', 'helpful')",1.2081648,1.1411502,0.040386196,0.027744971,2.267654,2.3233724,0.8003432,0.7640725,-0.0362707
12,-0.82090455,-0.73962915,"('unsupportive', 'supportive')",0.8228285,0.9990714,-0.36139068,-0.19982788,-1.6554246,-1.6007702,-0.5037228,-0.385289,0.1184338
13,0.6175283,0.5508505,"('impolite', 'polite')",0.9994853,1.0278955,1.007158,1.0712758,0.17214713,0.23747344,0.6990797,0.7218738,0.0227941
14,-0.14534602,-0.26970837,"('antisocial', 'social')",1.9413996,1.8498486,1.0435108,1.034464,-0.081512816,-0.005036247,0.6895128,0.652392,-0.0371208
15,0.20430514,0.12260886,"('boring', 'funny')",0.8740095,0.77927095,0.8585933,0.8761289,0.4256211,0.43184552,0.5906323,0.5524635,-0.0381688
16,-0.35996825,-0.3802999,"('unpopular', 'popular')",0.005484864,-0.0057574213,0.7069125,0.60703427,0.76310945,0.5892808,0.2788846,0.2025644,-0.0763202
17,-0.215693,-0.14112422,"('nasty', 'nice')",0.3041458,0.38298708,0.32058147,0.38793594,-0.47770184,-0.38186538,-0.0171669,0.0619833,0.0791502
18,-0.7633551,-0.7545705,"('disagreeable', 'welcoming')",-0.5869352,-0.4965275,-1.0358676,-0.9375574,-0.9201463,-1.0346473,-0.8265761,-0.8058257,0.0207504
19,-0.16721503,-0.12391091,"('inhospitable', 'hospitable')",0.2618671,0.39430085,-0.26288927,-0.15402442,-0.4661903,-0.48007193,-0.1586069,-0.0909266,0.0676803
20,-0.19906335,-0.25775647,"('rough', 'thoughtful')",-0.43550593,-0.55153483,-0.080588095,-0.19725929,0.2904787,0.24308008,-0.1061697,-0.1908676,-0.0846979
21,0.28432572,0.21277821,"('immoral', 'moral')",2.1877708,2.2360187,1.1813121,1.2420505,-0.24116571,-0.19179234,0.8530607,0.8747638,0.0217031
22,0.39930177,0.35250017,"('untrustworthy', 'trustworthy')",0.91131413,0.9454403,0.043937095,0.050627038,-0.65054446,-0.6498088,0.1760021,0.1746897,-0.0013124
23,-0.58300424,-0.7665241,"('insincere', 'sincere')",1.2698951,1.1209021,0.59165215,0.40866044,6.5299525,6.4130573,1.9521239,1.794024,-0.1580999
24,-0.7444973,-0.7773583,"('dishonest', 'honest')",0.017839275,0.0114167,-1.9681597,-1.9192562,0.8204806,0.8411526,-0.4685843,-0.4610113,0.007573
25,-0.65151244,-0.62169385,"('egoistic', 'altruistic')",-0.85475457,-0.89732885,-0.3569822,-0.36493006,1.3180662,1.1816968,-0.1362958,-0.175564,-0.0392682
26,-1.3805654,-1.4372003,"('hardhearted', 'benevolent')",-0.28041646,-0.51572496,-0.2370697,-0.33533612,1.1528643,1.0892067,-0.1862968,-0.2997637,-0.1134669
27,-0.6477041,-0.5700983,"('hardhearted', 'softhearted')",-1.8342106,-1.7182461,-1.2441711,-1.1217536,0.8466905,0.8108926,-0.7198489,-0.6498014,0.0700475
28,-1.035254,-1.222271,"('disloyal', 'loyal')",0.37044123,0.12223981,-0.35141742,-0.48649007,1.3623507,1.1172854,0.0865301,-0.1173089,-0.203839
29,-0.65414333,-0.7115266,"('unfair', 'fair')",-0.43384555,-0.4361155,0.4581519,0.37952194,-0.71645445,-0.8216777,-0.3365728,-0.3974495,-0.0608767
30,0.6290465,0.5573712,"('intolerant', 'tolerant')",0.8756851,0.8401146,-0.05178286,-0.016138116,0.6641745,0.7496899,0.5292808,0.5327594,0.0034786
31,-0.86443543,-0.6528833,"('evil', 'good')",-1.1737807,-0.97702414,-0.519198,-0.4685567,-0.8968728,-1.0050559,-0.8635717,-0.77588,0.0876917
32,-0.5430918,-0.7027309,"('unkind', 'kind')",1.1446112,0.9613682,-0.03210428,-0.08746104,1.2366238,1.121754,0.4515097,0.3232326,-0.1282771
33,0.37564647,0.3621168,"('wrong', 'right')",-0.5228687,-0.4570078,-0.80522424,-0.7410135,-0.5659835,-0.653525,-0.3796075,-0.3723574,0.0072501
34,-0.11205034,-0.03656328,"('mean', 'honorable')",0.25584656,0.34284353,-0.00035788305,0.10539114,5.567342,5.6068215,1.427695,1.5046232,0.0769282
35,0.5462072,0.5130303,"('corrupt', 'incorrupt')",-1.0506223,-1.1018757,-0.81162155,-0.86625713,-1.0189867,-1.1620421,-0.5837559,-0.6542861,-0.0705302
36,-0.9733346,-0.9104139,"('hostile', 'amicable')",-1.299854,-1.2987826,-0.20419513,-0.2506415,0.12429531,-0.09817083,-0.5882721,-0.6395022,-0.0512301
37,0.22336812,0.1712287,"('fake', 'genuine')",0.8692552,0.82739407,-0.6041269,-0.53373456,0.180567,0.14549388,0.1672659,0.1525955,-0.0146704
38,-0.09990096,-0.14533277,"('untruthful', 'truthful')",0.120636195,0.088533014,-0.33068871,-0.43923414,0.43894684,0.38060907,0.0322483,-0.0288562,-0.0611045
39,0.4888471,0.5354328,"('exploitative', 'cooperative')",0.62251097,0.7635139,-0.5130038,-0.36933836,0.4701939,0.5634568,0.267137,0.3732663,0.1061293
40,-1.0057546,-0.96430993,"('stingy', 'generous')",-1.0518203,-1.0169505,-1.3129818,-1.2461352,-2.500095,-2.5534034,-1.4676628,-1.4451997,0.0224631
41,-0.23754512,-0.24928632,"('unforgiving', 'forgiving')",0.035003386,0.1363754,-0.26801556,-0.16324453,0.48639262,0.4593513,0.0039588,0.045799,0.0418402
42,0.9067324,0.9365642,"('unreliable', 'reliable')",0.21994835,0.3626894,-0.3079642,-0.114622325,-3.2850404,-3.1598299,-0.616581,-0.4937997,0.1227813
43,-0.67107874,-0.6817913,"('irresponsible', 'responsible')",0.8514279,0.93580693,-0.40342468,-0.33118397,0.86651033,0.9717621,0.1608587,0.2236484,0.0627897
44,0.6768311,0.67475176,"('prejudiced', 'unprejudiced')",-1.8434196,-1.7107266,-2.5217185,-2.3913455,-2.144471,-1.990607,-1.4581945,-1.3544819,0.1037126
45,0.08836344,0.03513326,"('incompetent', 'competent')",2.1049752,2.3047996,1.096063,1.2406921,0.7804126,0.773024,1.0174536,1.0884123,0.0709587
46,-0.07545787,-0.19855267,"('uncompetitive', 'competitive')",2.003135,2.034761,0.2574204,0.26791367,-0.38101357,-0.36692983,0.451021,0.434298,-0.016723
47,-0.18788727,-0.14991836,"('stupid', 'smart')",0.93150413,0.92686975,0.7633424,0.7861472,5.5071673,5.5636067,1.7535317,1.7816763,0.0281446
48,-1.1823543,-1.20863,"('unintelligent', 'intelligent')",-1.0179043,-1.060203,-1.0596534,-1.060529,-0.20146911,-0.20532987,-0.8653453,-0.883673,-0.0183277
49,-0.46487433,-0.39623764,"('unable', 'able')",-0.6629565,-0.49935326,-0.5655338,-0.45208794,-0.32223338,-0.25274482,-0.5038995,-0.4001059,0.1037936
50,0.0404191,-0.0010255128,"('clumsy', 'skillful')",0.4320854,0.39688262,1.5453256,1.4423988,0.5515446,0.4405687,0.6423437,0.5697061,-0.0726376
51,0.86003,0.649427,"('uneducated', 'educated')",2.3882551,2.1824782,1.4937391,1.3788782,0.18820378,0.12051016,1.2325571,1.0828234,-0.1497337
52,-0.41342083,-0.48049882,"('irrational', 'rational')",0.11071775,-0.012915537,0.55727607,0.44479695,0.43334317,0.23841716,0.171979,0.0474499,-0.1245291
53,-1.1958426,-1.2423075,"('uncreative', 'creative')",0.07470252,-0.048351,-0.21610238,-0.3946355,1.0665555,0.8855735,-0.0676717,-0.1999302,-0.1322585
54,-0.836531,-0.8833389,"('incapable', 'capable')",-0.9272743,-0.9724081,-0.9868198,-0.96447456,0.8876522,0.8220228,-0.4657432,-0.4995497,-0.0338065
55,0.2660476,0.23394787,"('incompetent', 'clever')",1.3156623,1.3952842,0.3103608,0.3021886,0.61338836,0.71635264,0.6263648,0.6619433,0.0355785
56,0.96217746,0.88163435,"('impractical', 'practical')",1.3968208,1.43646,0.5558526,0.6785091,-0.023283843,0.0941817,0.7228917,0.7726963,0.0498046
57,-0.6047231,-0.7168938,"('unimaginative', 'imaginative')",0.59601647,0.4159058,0.1194855,0.021426015,-3.155658,-3.1940377,-0.7612198,-0.8683999,-0.1071801
58,-0.35502845,-0.40984812,"('undiscriminating', 'discriminating')",0.7512841,0.69047433,1.022587,0.92659587,0.30501541,0.32940692,0.4309645,0.3841572,-0.0468073
59,-0.27536395,-0.24793987,"('foolish', 'wise')",0.56612504,0.5334125,1.0046245,0.96522874,0.35579908,0.26090297,0.4127962,0.3779011,-0.0348951
60,0.6236203,0.6247707,"('inefficient', 'efficient')",1.5488536,1.6881961,-0.054102585,0.05160596,0.08142615,0.3289005,0.5499493,0.6733683,0.123419
61,-0.38608718,-0.5424844,"('illogical', 'logical')",1.5823833,1.4893425,1.0429682,0.96730274,1.0127232,0.84786856,0.8129969,0.6905073,-0.1224896
62,0.4563019,0.4488118,"('incompetent', 'brilliant')",1.7865206,1.9549191,0.293351,0.45612207,0.65556127,0.8388952,0.7979336,0.924687,0.1267534
63,-0.63347214,-0.6005027,"('unperceptive', 'insightful')",1.4753932,1.5606104,0.93590295,1.0186613,0.6707282,0.7057512,0.612138,0.6711301,0.0589921
64,0.43327877,0.39904532,"('shy', 'confident')",0.5294824,0.6033386,-0.03847538,-0.00020062923,-6.438514,-6.250261,-1.3785571,-1.3120193,0.0665378
65,-0.21174484,-0.3251182,"('insecure', 'secure')",0.20533995,0.16795996,-0.17698286,-0.20751286,0.24026997,0.36936486,0.0142206,0.0011734,-0.0130472
66,-0.42340901,-0.38650128,"('inactive', 'active')",-0.88747925,-0.90479374,0.67491704,0.599917,0.57861483,0.5136425,-0.0143391,-0.0444339,-0.0300948
67,0.80384284,0.8016256,"('doubtful', 'determined')",0.27433634,0.36122498,-0.047075845,0.022763766,-0.09820997,-0.109654054,0.2332233,0.2689901,0.0357668
68,-0.16222976,-0.19949043,"('dependent', 'independent')",-0.3059574,-0.23000188,-0.28110394,-0.27729833,-1.3320187,-1.3318833,-0.5203274,-0.5096685,0.0106589
