,veil_male,veil_female,tuple,average_male,average_female,female-male
0,0.75230557,0.50688785,"('unsociable', 'sociable')",0.7523056,0.5068879,-0.2454177
1,0.6985026,0.84819067,"('unfriendly', 'friendly')",0.6985026,0.8481907,0.1496881
2,-0.0064561367,0.18897083,"('unlikable', 'likable')",-0.0064561,0.1889708,0.1954269
3,0.95974594,1.1154506,"('repellent', 'pleasant')",0.9597459,1.1154506,0.1557047
4,-6.8432384,-7.009708,"('disliked', 'liked')",-6.8432384,-7.0097079,-0.1664695
5,-0.90855515,-0.7640465,"('distant', 'outgoing')",-0.9085552,-0.7640465,0.1445087
6,-0.36012945,-0.3010529,"('distant', 'open')",-0.3601294,-0.3010529,0.0590765
7,1.6534396,1.6847054,"('insensitive', 'sensitive')",1.6534396,1.6847054,0.0312658
8,0.58870184,0.68238485,"('unaffectionate', 'affectionate')",0.5887018,0.6823848,0.093683
9,0.9284703,1.0368755,"('unaffectionate', 'caring')",0.9284703,1.0368755,0.1084052
10,1.5172089,1.4524999,"('unsympathetic', 'sympathetic')",1.5172089,1.4524999,-0.064709
11,1.6648213,1.6594574,"('unhelpful', 'helpful')",1.6648213,1.6594574,-0.0053639
12,-1.2602797,-1.286256,"('unsupportive', 'supportive')",-1.2602797,-1.286256,-0.0259763
13,0.2706464,0.34231287,"('impolite', 'polite')",0.2706464,0.3423129,0.0716665
14,0.66777956,0.54827005,"('antisocial', 'social')",0.6677796,0.54827,-0.1195096
15,0.44776553,0.42774585,"('boring', 'funny')",0.4477655,0.4277458,-0.0200197
16,-0.7626847,-0.71777534,"('unpopular', 'popular')",-0.7626847,-0.7177753,0.0449094
17,-0.033098053,-0.06823327,"('nasty', 'nice')",-0.0330981,-0.0682333,-0.0351352
18,-0.4515662,-0.3615033,"('disagreeable', 'welcoming')",-0.4515662,-0.3615033,0.0900629
19,-0.9138453,-0.7509872,"('inhospitable', 'hospitable')",-0.9138453,-0.7509872,0.1628581
20,0.6828929,0.6186638,"('rough', 'thoughtful')",0.6828929,0.6186638,-0.0642291
21,0.21814021,0.34711862,"('immoral', 'moral')",0.2181402,0.3471186,0.1289784
22,0.21522677,0.1736891,"('untrustworthy', 'trustworthy')",0.2152268,0.1736891,-0.0415377
23,5.9120116,6.152584,"('insincere', 'sincere')",5.9120116,6.1525841,0.2405725
24,1.4389306,1.4816427,"('dishonest', 'honest')",1.4389306,1.4816427,0.0427121
25,0.5334123,0.65450794,"('egoistic', 'altruistic')",0.5334123,0.6545079,0.1210956
26,1.2246146,1.0163347,"('hardhearted', 'benevolent')",1.2246146,1.0163347,-0.2082799
27,1.7273773,1.57195,"('hardhearted', 'softhearted')",1.7273773,1.57195,-0.1554273
28,1.3710364,1.2434225,"('disloyal', 'loyal')",1.3710364,1.2434225,-0.1276139
29,-0.37983033,-0.49577007,"('unfair', 'fair')",-0.3798303,-0.4957701,-0.1159398
30,1.085426,1.1024247,"('intolerant', 'tolerant')",1.085426,1.1024247,0.0169987
31,-1.4901803,-1.4043403,"('evil', 'good')",-1.4901803,-1.4043403,0.08584
32,1.2997013,1.1781559,"('unkind', 'kind')",1.2997013,1.1781559,-0.1215454
33,-0.51025146,-0.5212549,"('wrong', 'right')",-0.5102515,-0.5212549,-0.0110034
34,3.853748,4.1727285,"('mean', 'honorable')",3.8537481,4.1727285,0.3189804
35,-1.1722779,-1.4156343,"('corrupt', 'incorrupt')",-1.1722779,-1.4156343,-0.2433564
36,-1.1516887,-1.1760576,"('hostile', 'amicable')",-1.1516887,-1.1760576,-0.0243689
37,1.2034914,1.2109787,"('fake', 'genuine')",1.2034914,1.2109787,0.0074873
38,-0.5380313,-0.4329241,"('untruthful', 'truthful')",-0.5380313,-0.4329241,0.1051072
39,0.5457872,0.58018744,"('exploitative', 'cooperative')",0.5457872,0.5801874,0.0344002
40,-0.8110759,-0.87322855,"('stingy', 'generous')",-0.8110759,-0.8732285,-0.0621526
41,0.7592364,0.58376205,"('unforgiving', 'forgiving')",0.7592364,0.583762,-0.1754744
42,-1.4195484,-1.510237,"('unreliable', 'reliable')",-1.4195484,-1.510237,-0.0906886
43,1.2097983,1.3069185,"('irresponsible', 'responsible')",1.2097983,1.3069185,0.0971202
44,-1.0989757,-1.1472301,"('prejudiced', 'unprejudiced')",-1.0989757,-1.1472301,-0.0482544
45,0.9037299,0.6871683,"('incompetent', 'competent')",0.9037299,0.6871683,-0.2165616
46,0.03174235,-0.093875475,"('uncompetitive', 'competitive')",0.0317423,-0.0938755,-0.1256178
47,4.4658237,4.6429443,"('stupid', 'smart')",4.4658237,4.6429443,0.1771206
48,0.35335067,0.41308597,"('unintelligent', 'intelligent')",0.3533507,0.413086,0.0597353
49,-0.37987357,-0.19275828,"('unable', 'able')",-0.3798736,-0.1927583,0.1871153
50,-0.32347545,-0.23475578,"('clumsy', 'skillful')",-0.3234755,-0.2347558,0.0887197
51,0.73738927,0.70701915,"('uneducated', 'educated')",0.7373893,0.7070192,-0.0303701
52,-0.41301075,-0.4897367,"('irrational', 'rational')",-0.4130107,-0.4897367,-0.076726
53,-0.21660312,-0.25639772,"('uncreative', 'creative')",-0.2166031,-0.2563977,-0.0397946
54,0.60759634,0.75763583,"('incapable', 'capable')",0.6075963,0.7576358,0.1500395
55,1.3461493,1.3337617,"('incompetent', 'clever')",1.3461493,1.3337617,-0.0123876
56,0.6223566,0.55826765,"('impractical', 'practical')",0.6223566,0.5582677,-0.0640889
57,-1.1609977,-1.4277079,"('unimaginative', 'imaginative')",-1.1609977,-1.4277079,-0.2667102
58,0.5463189,0.54877555,"('undiscriminating', 'discriminating')",0.5463189,0.5487756,0.0024567
59,-0.22054853,-0.12746899,"('foolish', 'wise')",-0.2205485,-0.127469,0.0930795
60,0.5401376,0.67697346,"('inefficient', 'efficient')",0.5401376,0.6769735,0.1368359
61,0.51338196,0.32599008,"('illogical', 'logical')",0.513382,0.3259901,-0.1873919
62,0.7703902,0.9140304,"('incompetent', 'brilliant')",0.7703902,0.9140304,0.1436402
63,0.29420322,0.4015341,"('unperceptive', 'insightful')",0.2942032,0.4015341,0.1073309
64,-5.446748,-5.468698,"('shy', 'confident')",-5.4467478,-5.468698,-0.0219502
65,0.85567176,0.97032696,"('insecure', 'secure')",0.8556718,0.970327,0.1146552
66,-0.13321951,-0.26093742,"('inactive', 'active')",-0.1332195,-0.2609374,-0.1277179
67,-0.8485398,-0.8165927,"('doubtful', 'determined')",-0.8485398,-0.8165927,0.0319471
68,-0.86504287,-0.75391287,"('dependent', 'independent')",-0.8650429,-0.7539129,0.11113
69,-2.051581,-2.061045,"('lazy', 'industrious')",-2.0515809,-2.0610449,-0.009464
70,2.1384358,2.057687,"('lethargic', 'energetic')",2.1384358,2.057687,-0.0807488
71,0.17816171,0.24273066,"('diffident', 'self-confident')",0.1781617,0.2427307,0.064569
72,0.92239237,1.1757737,"('unambitious', 'ambitious')",0.9223924,1.1757737,0.2533813
73,-2.5620775,-2.4461884,"('helpless', 'self-reliant')",-2.5620775,-2.4461884,0.1158891
74,0.6803682,0.5569021,"('undedicated', 'dedicated')",0.6803682,0.5569021,-0.1234661
75,-0.78492135,-0.7562233,"('meek', 'impulsive')",-0.7849213,-0.7562233,0.028698
76,0.8494237,0.8729158,"('anxious', 'daring')",0.8494237,0.8729158,0.0234921
77,-1.441377,-1.3478141,"('unmotivated', 'motivated')",-1.441377,-1.3478141,0.0935629
78,-1.0041697,-1.0215473,"('nonresilient', 'resilient')",-1.0041697,-1.0215473,-0.0173776
79,-0.4121964,-0.34422052,"('wavering', 'unwavering')",-0.4121964,-0.3442205,0.0679759
80,0.53202313,0.3725683,"('dominated', 'dominating')",0.5320231,0.3725683,-0.1594548
81,0.4192564,0.32936242,"('submissive', 'aggressive')",0.4192564,0.3293624,-0.089894
82,5.934388,6.102114,"('poor', 'rich')",5.9343882,6.1021142,0.167726
83,-0.2429353,-0.20592473,"('powerless', 'powerful')",-0.2429353,-0.2059247,0.0370106
84,0.30457884,0.32446828,"('inferior', 'superior')",0.3045788,0.3244683,0.0198895
85,-1.549166,-1.4998862,"('insignificant', 'prestigious')",-1.549166,-1.4998862,0.0492798
86,1.0350739,0.9074604,"('uninfluential', 'influential')",1.0350739,0.9074604,-0.1276135
87,0.08504544,0.1912257,"('unsuccessful', 'successful')",0.0850454,0.1912257,0.1061803
88,0.07278905,0.050073497,"('low', 'eminent')",0.0727891,0.0500735,-0.0227156
