,south_male,south_female,tuple,average_male,average_female,female-male
0,0.31923866,0.310514,"('unsociable', 'sociable')",0.3192387,0.310514,-0.0087247
1,1.070904,0.9984581,"('unfriendly', 'friendly')",1.070904,0.9984581,-0.0724459
2,0.053493835,0.058135927,"('unlikable', 'likable')",0.0534938,0.0581359,0.0046421
3,0.5565752,0.5947077,"('repellent', 'pleasant')",0.5565752,0.5947077,0.0381325
4,-6.908207,-7.1399775,"('disliked', 'liked')",-6.9082069,-7.1399775,-0.2317706
5,-0.79440415,-0.80661255,"('distant', 'outgoing')",-0.7944041,-0.8066126,-0.0122085
6,-0.052159596,-0.15635878,"('distant', 'open')",-0.0521596,-0.1563588,-0.1041992
7,1.0024768,1.0545762,"('insensitive', 'sensitive')",1.0024768,1.0545762,0.0520994
8,1.0352789,0.9020763,"('unaffectionate', 'affectionate')",1.0352789,0.9020763,-0.1332026
9,1.38854,1.3839674,"('unaffectionate', 'caring')",1.38854,1.3839674,-0.0045726
10,0.49341878,0.6321199,"('unsympathetic', 'sympathetic')",0.4934188,0.6321199,0.1387011
11,1.1922283,1.3467389,"('unhelpful', 'helpful')",1.1922283,1.3467389,0.1545106
12,-1.8484226,-1.8714539,"('unsupportive', 'supportive')",-1.8484226,-1.8714539,-0.0230313
13,-0.5674127,-0.42201957,"('impolite', 'polite')",-0.5674127,-0.4220196,0.1453931
14,0.24062057,0.2698074,"('antisocial', 'social')",0.2406206,0.2698074,0.0291868
15,0.07392879,-0.0075661386,"('boring', 'funny')",0.0739288,-0.0075661,-0.0814949
16,-0.48047543,-0.5579989,"('unpopular', 'popular')",-0.4804754,-0.5579989,-0.0775235
17,-0.25044638,-0.21239243,"('nasty', 'nice')",-0.2504464,-0.2123924,0.038054
18,-0.44963712,-0.5368849,"('disagreeable', 'welcoming')",-0.4496371,-0.5368849,-0.0872478
19,-0.41802898,-0.4716412,"('inhospitable', 'hospitable')",-0.418029,-0.4716412,-0.0536122
20,0.7024144,0.66280186,"('rough', 'thoughtful')",0.7024144,0.6628019,-0.0396125
21,-0.41042525,-0.27803737,"('immoral', 'moral')",-0.4104252,-0.2780374,0.1323878
22,-0.47624016,-0.47468442,"('untrustworthy', 'trustworthy')",-0.4762402,-0.4746844,0.0015558
23,5.625752,5.7868214,"('insincere', 'sincere')",5.625752,5.7868214,0.1610694
24,1.0818284,1.0354995,"('dishonest', 'honest')",1.0818284,1.0354995,-0.0463289
25,0.8518003,0.6641317,"('egoistic', 'altruistic')",0.8518003,0.6641317,-0.1876686
26,1.0935118,0.9918001,"('hardhearted', 'benevolent')",1.0935118,0.9918001,-0.1017117
27,1.4535887,1.3246802,"('hardhearted', 'softhearted')",1.4535887,1.3246802,-0.1289085
28,0.7385647,0.69997114,"('disloyal', 'loyal')",0.7385647,0.6999711,-0.0385936
29,-0.64755535,-0.75335294,"('unfair', 'fair')",-0.6475554,-0.7533529,-0.1057975
30,0.6724238,0.77655363,"('intolerant', 'tolerant')",0.6724238,0.7765536,0.1041298
31,-1.4666944,-1.5501972,"('evil', 'good')",-1.4666944,-1.5501972,-0.0835028
32,0.6611325,0.62229514,"('unkind', 'kind')",0.6611325,0.6222951,-0.0388374
33,-0.27152357,-0.35255957,"('wrong', 'right')",-0.2715236,-0.3525596,-0.081036
34,4.546528,4.7118025,"('mean', 'honorable')",4.5465279,4.7118025,0.1652746
35,-0.5578941,-0.8986639,"('corrupt', 'incorrupt')",-0.5578941,-0.8986639,-0.3407698
36,-0.4583226,-0.6380639,"('hostile', 'amicable')",-0.4583226,-0.6380639,-0.1797413
37,0.745824,0.70203304,"('fake', 'genuine')",0.745824,0.702033,-0.043791
38,-0.38606933,-0.36334515,"('untruthful', 'truthful')",-0.3860693,-0.3633451,0.0227242
39,0.21866426,0.24125645,"('exploitative', 'cooperative')",0.2186643,0.2412564,0.0225921
40,-1.7890048,-1.9201179,"('stingy', 'generous')",-1.7890048,-1.9201179,-0.1311131
41,-0.163136,-0.13015492,"('unforgiving', 'forgiving')",-0.163136,-0.1301549,0.0329811
42,-2.4484122,-2.4917684,"('unreliable', 'reliable')",-2.4484122,-2.4917684,-0.0433562
43,0.6931565,0.77083474,"('irresponsible', 'responsible')",0.6931565,0.7708347,0.0776782
44,-1.100494,-1.1228805,"('prejudiced', 'unprejudiced')",-1.100494,-1.1228805,-0.0223865
45,0.19082479,0.1649376,"('incompetent', 'competent')",0.1908248,0.1649376,-0.0258872
46,-0.5087809,-0.43458045,"('uncompetitive', 'competitive')",-0.5087809,-0.4345804,0.0742005
47,5.1127553,5.2617,"('stupid', 'smart')",5.1127553,5.2617002,0.1489449
48,0.30931452,0.34991178,"('unintelligent', 'intelligent')",0.3093145,0.3499118,0.0405973
49,-0.17771244,-0.12089748,"('unable', 'able')",-0.1777124,-0.1208975,0.0568149
50,-1.0452106,-1.1194925,"('clumsy', 'skillful')",-1.0452106,-1.1194925,-0.0742819
51,0.25912535,0.24331854,"('uneducated', 'educated')",0.2591254,0.2433185,-0.0158069
52,-0.29091862,-0.50439227,"('irrational', 'rational')",-0.2909186,-0.5043923,-0.2134737
53,-0.0032307133,-0.062523,"('uncreative', 'creative')",-0.0032307,-0.062523,-0.0592923
54,1.0025003,0.9691466,"('incapable', 'capable')",1.0025003,0.9691466,-0.0333537
55,0.5633094,0.6486157,"('incompetent', 'clever')",0.5633094,0.6486157,0.0853063
56,0.607388,0.61147577,"('impractical', 'practical')",0.607388,0.6114758,0.0040878
57,-2.3265967,-2.3679423,"('unimaginative', 'imaginative')",-2.3265967,-2.3679423,-0.0413456
