,ideal_male,ideal_female,tuple,average_male,average_female,female-male
0,0.12124936,0.0030593425,"('unsociable', 'sociable')",0.1212494,0.0030593,-0.1181901
1,0.997367,1.1370654,"('unfriendly', 'friendly')",0.997367,1.1370654,0.1396984
2,0.306741,0.52604896,"('unlikable', 'likable')",0.306741,0.526049,0.219308
3,0.81882644,0.95113456,"('repellent', 'pleasant')",0.8188264,0.9511346,0.1323082
4,-6.6584687,-6.723675,"('disliked', 'liked')",-6.6584687,-6.7236748,-0.0652061
5,-0.5672782,-0.40672883,"('distant', 'outgoing')",-0.5672782,-0.4067288,0.1605494
6,-0.06958984,0.052825924,"('distant', 'open')",-0.0695898,0.0528259,0.1224157
7,1.1062144,1.1369826,"('insensitive', 'sensitive')",1.1062144,1.1369826,0.0307682
8,1.3160969,1.281697,"('unaffectionate', 'affectionate')",1.3160969,1.281697,-0.0343999
9,1.5594003,1.6233393,"('unaffectionate', 'caring')",1.5594003,1.6233393,0.063939
10,1.356434,1.2118546,"('unsympathetic', 'sympathetic')",1.356434,1.2118546,-0.1445794
11,1.8623033,1.8131344,"('unhelpful', 'helpful')",1.8623033,1.8131344,-0.0491689
12,-0.97213733,-0.9431688,"('unsupportive', 'supportive')",-0.9721373,-0.9431688,0.0289685
13,-0.17538565,-0.20484698,"('impolite', 'polite')",-0.1753857,-0.204847,-0.0294613
14,0.0013672002,-0.08127015,"('antisocial', 'social')",0.0013672,-0.0812702,-0.0826374
15,0.41547054,0.3531896,"('boring', 'funny')",0.4154705,0.3531896,-0.0622809
16,-0.49059698,-0.34030235,"('unpopular', 'popular')",-0.490597,-0.3403023,0.1502947
17,0.16003996,0.16012664,"('nasty', 'nice')",0.16004,0.1601266,8.66e-05
18,-0.49710277,-0.3863931,"('disagreeable', 'welcoming')",-0.4971028,-0.3863931,0.1107097
19,-0.501449,-0.40478265,"('inhospitable', 'hospitable')",-0.501449,-0.4047827,0.0966663
20,0.86345255,0.71512556,"('rough', 'thoughtful')",0.8634526,0.7151256,-0.148327
21,-0.0811834,0.061796077,"('immoral', 'moral')",-0.0811834,0.0617961,0.1429795
