,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
0,0.6309157,0.55665255,"('unsociable', 'sociable')",0.6309157,0.5566525,-0.0742632
1,0.41112828,0.2888626,"('unfriendly', 'friendly')",0.4111283,0.2888626,-0.1222657
2,-0.34411678,-0.2730204,"('unlikable', 'likable')",-0.3441168,-0.2730204,0.0710964
3,-0.4258575,-0.2291133,"('repellent', 'pleasant')",-0.4258575,-0.2291133,0.1967442
4,-3.4451723,-3.5011442,"('disliked', 'liked')",-3.4451723,-3.5011442,-0.0559719
5,-0.45999372,-0.5116117,"('distant', 'outgoing')",-0.4599937,-0.5116117,-0.051618
6,-0.21305606,-0.30158338,"('distant', 'open')",-0.2130561,-0.3015834,-0.0885273
7,0.58400863,0.6704834,"('insensitive', 'sensitive')",0.5840086,0.6704834,0.0864748
8,0.020985104,-0.056727804,"('unaffectionate', 'affectionate')",0.0209851,-0.0567278,-0.0777129
9,0.39922225,0.3388852,"('unaffectionate', 'caring')",0.3992223,0.3388852,-0.0603371
10,0.011237256,0.064331934,"('unsympathetic', 'sympathetic')",0.0112373,0.0643319,0.0530946
11,0.9695709,1.053112,"('unhelpful', 'helpful')",0.9695709,1.053112,0.0835411
12,-0.8098795,-0.7633161,"('unsupportive', 'supportive')",-0.8098795,-0.7633161,0.0465634
13,0.2109261,0.30784085,"('impolite', 'polite')",0.2109261,0.3078409,0.0969148
14,0.4871226,0.4785503,"('antisocial', 'social')",0.4871226,0.4785503,-0.0085723
15,0.41689664,0.28575057,"('boring', 'funny')",0.4168966,0.2857506,-0.131146
16,-0.78104234,-0.74247426,"('unpopular', 'popular')",-0.7810423,-0.7424743,0.038568
17,-0.5666408,-0.47524634,"('nasty', 'nice')",-0.5666408,-0.4752463,0.0913945
18,-0.91791844,-0.83864444,"('disagreeable', 'welcoming')",-0.9179184,-0.8386444,0.079274
19,-0.4700248,-0.4127708,"('inhospitable', 'hospitable')",-0.4700248,-0.4127708,0.057254
20,-0.5540374,-0.55679876,"('rough', 'thoughtful')",-0.5540374,-0.5567988,-0.0027614
21,-0.105256654,0.04831981,"('immoral', 'moral')",-0.1052567,0.0483198,0.1535765
22,0.042663112,0.009329792,"('untrustworthy', 'trustworthy')",0.0426631,0.0093298,-0.0333333
23,3.1934152,3.2586284,"('insincere', 'sincere')",3.1934152,3.2586284,0.0652132
24,0.7482428,0.7607922,"('dishonest', 'honest')",0.7482428,0.7607922,0.0125494
25,0.83338743,0.84158784,"('egoistic', 'altruistic')",0.8333874,0.8415878,0.0082004
26,1.4618527,1.2622551,"('hardhearted', 'benevolent')",1.4618527,1.2622551,-0.1995976
27,0.16490334,0.01036723,"('hardhearted', 'softhearted')",0.1649033,0.0103672,-0.1545361
28,0.73019594,0.62546813,"('disloyal', 'loyal')",0.7301959,0.6254681,-0.1047278
29,-0.40342844,-0.47236976,"('unfair', 'fair')",-0.4034284,-0.4723698,-0.0689414
30,0.370986,0.3970577,"('intolerant', 'tolerant')",0.370986,0.3970577,0.0260717
31,-0.8928313,-0.97420454,"('evil', 'good')",-0.8928313,-0.9742045,-0.0813732
32,0.46235853,0.4114306,"('unkind', 'kind')",0.4623585,0.4114306,-0.0509279
33,0.17111164,0.1703287,"('wrong', 'right')",0.1711116,0.1703287,-0.0007829
34,2.052711,2.2029634,"('mean', 'honorable')",2.052711,2.2029634,0.1502524
35,-0.64434606,-0.86397916,"('corrupt', 'incorrupt')",-0.6443461,-0.8639792,-0.2196331
36,-0.60560197,-0.83670896,"('hostile', 'amicable')",-0.605602,-0.836709,-0.231107
37,-0.15426877,-0.18357089,"('fake', 'genuine')",-0.1542688,-0.1835709,-0.0293021
38,-0.18633161,-0.15071236,"('untruthful', 'truthful')",-0.1863316,-0.1507124,0.0356192
39,0.168248,0.2974352,"('exploitative', 'cooperative')",0.168248,0.2974352,0.1291872
40,-0.7361929,-0.7780025,"('stingy', 'generous')",-0.7361929,-0.7780025,-0.0418096
41,0.3254267,0.21542382,"('unforgiving', 'forgiving')",0.3254267,0.2154238,-0.1100029
42,-1.3992543,-1.292073,"('unreliable', 'reliable')",-1.3992543,-1.292073,0.1071813
43,-0.119148925,-0.06500979,"('irresponsible', 'responsible')",-0.1191489,-0.0650098,0.0541391
44,-1.1247824,-1.1305629,"('prejudiced', 'unprejudiced')",-1.1247824,-1.1305629,-0.0057805
45,0.8011696,0.6985433,"('incompetent', 'competent')",0.8011696,0.6985433,-0.1026263
46,-0.020844199,-0.036329187,"('uncompetitive', 'competitive')",-0.0208442,-0.0363292,-0.015485
47,2.7953956,2.7991874,"('stupid', 'smart')",2.7953956,2.7991874,0.0037918
48,-0.46361387,-0.46736825,"('unintelligent', 'intelligent')",-0.4636139,-0.4673682,-0.0037543
49,-1.1372313,-1.0456384,"('unable', 'able')",-1.1372313,-1.0456384,0.0915929
50,-1.1061493,-1.0817846,"('clumsy', 'skillful')",-1.1061493,-1.0817846,0.0243647
51,-0.29111886,-0.26148728,"('uneducated', 'educated')",-0.2911189,-0.2614873,0.0296316
52,-0.7919553,-0.93144166,"('irrational', 'rational')",-0.7919553,-0.9314417,-0.1394864
53,-0.08169413,-0.13037145,"('uncreative', 'creative')",-0.0816941,-0.1303715,-0.0486774
54,0.0017112717,0.03426317,"('incapable', 'capable')",0.0017113,0.0342632,0.0325519
55,0.64077604,0.71064097,"('incompetent', 'clever')",0.640776,0.710641,0.069865
56,0.75830364,0.8763931,"('impractical', 'practical')",0.7583036,0.8763931,0.1180895
57,-1.4122641,-1.4873189,"('unimaginative', 'imaginative')",-1.4122641,-1.4873189,-0.0750548
58,0.42876497,0.3342376,"('undiscriminating', 'discriminating')",0.428765,0.3342376,-0.0945274
59,-0.5457629,-0.54165435,"('foolish', 'wise')",-0.5457629,-0.5416543,0.0041086
60,0.049806926,0.29517743,"('inefficient', 'efficient')",0.0498069,0.2951774,0.2453705
61,0.0055723377,-0.08722334,"('illogical', 'logical')",0.0055723,-0.0872233,-0.0927956
62,0.5841017,0.79506445,"('incompetent', 'brilliant')",0.5841017,0.7950644,0.2109627
63,0.05655908,0.13458669,"('unperceptive', 'insightful')",0.0565591,0.1345867,0.0780276
64,-3.9137108,-3.7891116,"('shy', 'confident')",-3.9137108,-3.7891116,0.1245992
65,-0.4444835,-0.3544032,"('insecure', 'secure')",-0.4444835,-0.3544032,0.0900803
66,-0.27158952,-0.41780958,"('inactive', 'active')",-0.2715895,-0.4178096,-0.1462201
67,0.42591777,0.4521642,"('doubtful', 'determined')",0.4259178,0.4521642,0.0262464
68,-1.8683505,-1.783568,"('dependent', 'independent')",-1.8683505,-1.783568,0.0847825
69,-1.2484108,-1.3107543,"('lazy', 'industrious')",-1.2484108,-1.3107543,-0.0623435
70,1.0179114,1.0091909,"('lethargic', 'energetic')",1.0179114,1.0091909,-0.0087205
71,0.0011054464,-0.009712897,"('diffident', 'self-confident')",0.0011054,-0.0097129,-0.0108183
72,-0.56625503,-0.46186227,"('unambitious', 'ambitious')",-0.566255,-0.4618623,0.1043927
73,-1.5078784,-1.4306009,"('helpless', 'self-reliant')",-1.5078784,-1.4306009,0.0772775
74,-0.22344741,-0.25843084,"('undedicated', 'dedicated')",-0.2234474,-0.2584308,-0.0349834
75,-0.7326968,-0.7579474,"('meek', 'impulsive')",-0.7326968,-0.7579474,-0.0252506
76,-0.014342111,0.047869384,"('anxious', 'daring')",-0.0143421,0.0478694,0.0622115
77,-0.88069856,-0.7090768,"('unmotivated', 'motivated')",-0.8806986,-0.7090768,0.1716218
78,-1.0210156,-1.0087324,"('nonresilient', 'resilient')",-1.0210156,-1.0087324,0.0122832
79,0.068304144,0.032036122,"('wavering', 'unwavering')",0.0683041,0.0320361,-0.036268
